,Model,Feature_Selection,Sampler,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
15,xgboost,spearman_corr,RandomOverSampler,0.6653 ± 0.0197,0.6660 ± 0.0277,0.8396 ± 0.0144,0.6907 ± 0.0407,0.6672 ± 0.0218,0.8749 ± 0.0133,0.8091 ± 0.0196,0.8396 ± 0.0144,0.8192 ± 0.0154,0.9293 ± 0.0080,0.8327 ± 0.0079,0.6855 ± 0.0240,0.6650 ± 0.0157,0.8769 ± 0.0107,0.8040 ± 0.0118,0.8327 ± 0.0079,0.8146 ± 0.0096,0.9279 ± 0.0054
16,xgboost,mutual_info,RandomOverSampler,0.6626 ± 0.0172,0.6636 ± 0.0239,0.8381 ± 0.0123,0.6864 ± 0.0315,0.6653 ± 0.0192,0.8717 ± 0.0130,0.8073 ± 0.0162,0.8381 ± 0.0123,0.8177 ± 0.0135,0.9270 ± 0.0078,0.8311 ± 0.0073,0.6818 ± 0.0213,0.6627 ± 0.0134,0.8732 ± 0.0102,0.8022 ± 0.0108,0.8311 ± 0.0073,0.8130 ± 0.0089,0.9261 ± 0.0053
17,xgboost,spearman_sulov,RandomOverSampler,0.6695 ± 0.0200,0.6670 ± 0.0248,0.8377 ± 0.0128,0.6876 ± 0.0358,0.6675 ± 0.0198,0.8735 ± 0.0104,0.8086 ± 0.0175,0.8377 ± 0.0128,0.8188 ± 0.0139,0.9275 ± 0.0064,0.8365 ± 0.0078,0.6919 ± 0.0275,0.6686 ± 0.0155,0.8753 ± 0.0114,0.8081 ± 0.0117,0.8365 ± 0.0078,0.8182 ± 0.0092,0.9276 ± 0.0055
18,xgboost,chi2,RandomOverSampler,0.6636 ± 0.0173,0.6634 ± 0.0232,0.8366 ± 0.0095,0.6833 ± 0.0318,0.6650 ± 0.0181,0.8704 ± 0.0145,0.8067 ± 0.0141,0.8366 ± 0.0095,0.8172 ± 0.0112,0.9266 ± 0.0085,0.8318 ± 0.0059,0.6819 ± 0.0227,0.6636 ± 0.0134,0.8725 ± 0.0118,0.8032 ± 0.0101,0.8318 ± 0.0059,0.8140 ± 0.0079,0.9259 ± 0.0057
19,xgboost,chi2_mi_union_topk,RandomOverSampler,0.6643 ± 0.0135,0.6623 ± 0.0251,0.8330 ± 0.0188,0.6821 ± 0.0367,0.6632 ± 0.0218,0.8669 ± 0.0178,0.8056 ± 0.0178,0.8330 ± 0.0188,0.8152 ± 0.0165,0.9237 ± 0.0113,0.8278 ± 0.0079,0.6790 ± 0.0166,0.6636 ± 0.0114,0.8676 ± 0.0076,0.8022 ± 0.0097,0.8278 ± 0.0079,0.8123 ± 0.0087,0.9224 ± 0.0051
20,adaboost,spearman_corr,RandomOverSampler,0.6550 ± 0.0165,0.6606 ± 0.0302,0.7985 ± 0.0237,0.6637 ± 0.0306,0.6615 ± 0.0299,0.8485 ± 0.0150,0.8072 ± 0.0155,0.7985 ± 0.0237,0.8013 ± 0.0178,0.9216 ± 0.0062,0.7858 ± 0.0111,0.6558 ± 0.0154,0.6574 ± 0.0179,0.8443 ± 0.0097,0.8005 ± 0.0086,0.7858 ± 0.0111,0.7921 ± 0.0093,0.9175 ± 0.0040
21,adaboost,mutual_info,RandomOverSampler,0.6491 ± 0.0163,0.6539 ± 0.0263,0.7912 ± 0.0179,0.6557 ± 0.0262,0.6568 ± 0.0259,0.8491 ± 0.0125,0.8004 ± 0.0171,0.7912 ± 0.0179,0.7938 ± 0.0153,0.9209 ± 0.0051,0.7805 ± 0.0124,0.6503 ± 0.0149,0.6512 ± 0.0176,0.8425 ± 0.0103,0.7964 ± 0.0087,0.7805 ± 0.0124,0.7873 ± 0.0104,0.9165 ± 0.0042
22,adaboost,spearman_sulov,RandomOverSampler,0.6508 ± 0.0191,0.6542 ± 0.0370,0.7956 ± 0.0218,0.6561 ± 0.0380,0.6560 ± 0.0364,0.8504 ± 0.0165,0.7995 ± 0.0193,0.7956 ± 0.0218,0.7961 ± 0.0190,0.9213 ± 0.0073,0.7824 ± 0.0150,0.6521 ± 0.0171,0.6526 ± 0.0199,0.8423 ± 0.0116,0.7975 ± 0.0082,0.7824 ± 0.0150,0.7889 ± 0.0116,0.9168 ± 0.0045
23,adaboost,chi2,RandomOverSampler,0.6482 ± 0.0173,0.6539 ± 0.0263,0.7912 ± 0.0179,0.6557 ± 0.0262,0.6568 ± 0.0259,0.8491 ± 0.0125,0.8004 ± 0.0171,0.7912 ± 0.0179,0.7938 ± 0.0153,0.9209 ± 0.0051,0.7788 ± 0.0147,0.6498 ± 0.0154,0.6503 ± 0.0185,0.8425 ± 0.0105,0.7965 ± 0.0097,0.7788 ± 0.0147,0.7864 ± 0.0122,0.9165 ± 0.0039
24,adaboost,chi2_mi_union_topk,RandomOverSampler,0.6471 ± 0.0177,0.6556 ± 0.0326,0.7919 ± 0.0250,0.6582 ± 0.0311,0.6574 ± 0.0339,0.8510 ± 0.0141,0.8023 ± 0.0191,0.7919 ± 0.0250,0.7954 ± 0.0206,0.9222 ± 0.0053,0.7824 ± 0.0136,0.6481 ± 0.0166,0.6486 ± 0.0187,0.8462 ± 0.0104,0.7955 ± 0.0116,0.7824 ± 0.0136,0.7880 ± 0.0123,0.9184 ± 0.0041
25,svm,spearman_corr,RandomOverSampler,0.6497 ± 0.0160,0.6494 ± 0.0166,0.8473 ± 0.0127,0.6816 ± 0.0335,0.6587 ± 0.0115,0.8685 ± 0.0114,0.8064 ± 0.0133,0.8473 ± 0.0127,0.8186 ± 0.0095,0.9286 ± 0.0064,0.8373 ± 0.0049,0.6696 ± 0.0247,0.6552 ± 0.0115,0.8598 ± 0.0148,0.7998 ± 0.0095,0.8373 ± 0.0049,0.8136 ± 0.0064,0.9233 ± 0.0071
26,svm,mutual_info,RandomOverSampler,0.6629 ± 0.0184,0.6631 ± 0.0144,0.8484 ± 0.0134,0.7055 ± 0.0401,0.6671 ± 0.0112,0.8660 ± 0.0091,0.8157 ± 0.0145,0.8484 ± 0.0134,0.8231 ± 0.0102,0.9276 ± 0.0056,0.8418 ± 0.0072,0.6911 ± 0.0298,0.6648 ± 0.0136,0.8622 ± 0.0115,0.8084 ± 0.0114,0.8418 ± 0.0072,0.8195 ± 0.0079,0.9244 ± 0.0054
27,svm,spearman_sulov,RandomOverSampler,0.6545 ± 0.0130,0.6540 ± 0.0140,0.8451 ± 0.0141,0.6951 ± 0.0406,0.6604 ± 0.0113,0.8645 ± 0.0127,0.8092 ± 0.0155,0.8451 ± 0.0141,0.8179 ± 0.0110,0.9271 ± 0.0071,0.8404 ± 0.0044,0.6831 ± 0.0198,0.6590 ± 0.0090,0.8623 ± 0.0115,0.8037 ± 0.0080,0.8404 ± 0.0044,0.8158 ± 0.0056,0.9246 ± 0.0058
28,svm,chi2,RandomOverSampler,0.6620 ± 0.0152,0.6604 ± 0.0143,0.8484 ± 0.0143,0.7012 ± 0.0409,0.6654 ± 0.0121,0.8653 ± 0.0098,0.8142 ± 0.0167,0.8484 ± 0.0143,0.8225 ± 0.0118,0.9274 ± 0.0060,0.8414 ± 0.0064,0.6890 ± 0.0238,0.6641 ± 0.0115,0.8610 ± 0.0114,0.8077 ± 0.0096,0.8414 ± 0.0064,0.8190 ± 0.0070,0.9238 ± 0.0054
29,svm,chi2_mi_union_topk,RandomOverSampler,0.6755 ± 0.0123,0.6744 ± 0.0138,0.8520 ± 0.0108,0.7079 ± 0.0277,0.6757 ± 0.0110,0.8668 ± 0.0154,0.8210 ± 0.0107,0.8520 ± 0.0108,0.8296 ± 0.0093,0.9288 ± 0.0076,0.8412 ± 0.0039,0.6934 ± 0.0138,0.6745 ± 0.0100,0.8612 ± 0.0078,0.8141 ± 0.0067,0.8412 ± 0.0039,0.8243 ± 0.0056,0.9238 ± 0.0038
30,logistic_regression,spearman_corr,RandomOverSampler,0.6564 ± 0.0210,0.6562 ± 0.0203,0.7821 ± 0.0234,0.6608 ± 0.0154,0.6600 ± 0.0214,0.8643 ± 0.0145,0.8084 ± 0.0092,0.7821 ± 0.0234,0.7921 ± 0.0167,0.9241 ± 0.0079,0.7805 ± 0.0170,0.6594 ± 0.0187,0.6607 ± 0.0231,0.8556 ± 0.0178,0.8068 ± 0.0125,0.7805 ± 0.0170,0.7912 ± 0.0149,0.9184 ± 0.0092
31,logistic_regression,mutual_info,RandomOverSampler,0.6438 ± 0.0206,0.6476 ± 0.0193,0.7711 ± 0.0182,0.6529 ± 0.0168,0.6518 ± 0.0226,0.8504 ± 0.0107,0.8025 ± 0.0113,0.7711 ± 0.0182,0.7836 ± 0.0135,0.9164 ± 0.0061,0.7701 ± 0.0162,0.6481 ± 0.0177,0.6460 ± 0.0231,0.8439 ± 0.0165,0.7999 ± 0.0114,0.7701 ± 0.0162,0.7830 ± 0.0140,0.9110 ± 0.0082
32,logistic_regression,spearman_sulov,RandomOverSampler,0.6539 ± 0.0186,0.6578 ± 0.0137,0.7813 ± 0.0178,0.6623 ± 0.0101,0.6619 ± 0.0135,0.8573 ± 0.0146,0.8097 ± 0.0071,0.7813 ± 0.0178,0.7923 ± 0.0124,0.9205 ± 0.0072,0.7744 ± 0.0140,0.6577 ± 0.0162,0.6587 ± 0.0208,0.8523 ± 0.0161,0.8059 ± 0.0110,0.7744 ± 0.0140,0.7876 ± 0.0128,0.9163 ± 0.0084
33,logistic_regression,chi2,RandomOverSampler,0.6438 ± 0.0218,0.6513 ± 0.0189,0.7736 ± 0.0196,0.6564 ± 0.0156,0.6554 ± 0.0212,0.8499 ± 0.0112,0.8050 ± 0.0099,0.7736 ± 0.0196,0.7862 ± 0.0145,0.9160 ± 0.0062,0.7692 ± 0.0177,0.6481 ± 0.0187,0.6461 ± 0.0246,0.8423 ± 0.0168,0.7993 ± 0.0126,0.7692 ± 0.0177,0.7823 ± 0.0152,0.9101 ± 0.0085
34,logistic_regression,chi2_mi_union_topk,RandomOverSampler,0.6587 ± 0.0216,0.6627 ± 0.0206,0.7868 ± 0.0142,0.6666 ± 0.0183,0.6669 ± 0.0231,0.8621 ± 0.0176,0.8144 ± 0.0107,0.7868 ± 0.0142,0.7976 ± 0.0122,0.9243 ± 0.0082,0.7761 ± 0.0152,0.6637 ± 0.0183,0.6647 ± 0.0250,0.8553 ± 0.0106,0.8129 ± 0.0107,0.7761 ± 0.0152,0.7911 ± 0.0130,0.9182 ± 0.0060
35,knn,spearman_corr,RandomOverSampler,0.6243 ± 0.0156,0.6348 ± 0.0290,0.7634 ± 0.0202,0.6459 ± 0.0227,0.6392 ± 0.0310,0.8296 ± 0.0181,0.7879 ± 0.0154,0.7634 ± 0.0202,0.7666 ± 0.0202,0.8924 ± 0.0143,0.7445 ± 0.0123,0.6377 ± 0.0134,0.6309 ± 0.0182,0.8273 ± 0.0120,0.7865 ± 0.0088,0.7445 ± 0.0123,0.7558 ± 0.0102,0.8904 ± 0.0085
36,knn,mutual_info,RandomOverSampler,0.6393 ± 0.0165,0.6365 ± 0.0295,0.7601 ± 0.0219,0.6462 ± 0.0237,0.6409 ± 0.0314,0.8331 ± 0.0198,0.7902 ± 0.0153,0.7601 ± 0.0219,0.7676 ± 0.0213,0.8930 ± 0.0123,0.7542 ± 0.0108,0.6499 ± 0.0146,0.6474 ± 0.0192,0.8312 ± 0.0123,0.7947 ± 0.0098,0.7542 ± 0.0108,0.7661 ± 0.0098,0.8913 ± 0.0072
37,knn,spearman_sulov,RandomOverSampler,0.6240 ± 0.0190,0.6237 ± 0.0294,0.7553 ± 0.0171,0.6336 ± 0.0264,0.6273 ± 0.0310,0.8226 ± 0.0173,0.7799 ± 0.0175,0.7553 ± 0.0171,0.7597 ± 0.0194,0.8870 ± 0.0108,0.7442 ± 0.0124,0.6367 ± 0.0180,0.6307 ± 0.0222,0.8299 ± 0.0148,0.7849 ± 0.0127,0.7442 ± 0.0124,0.7552 ± 0.0119,0.8912 ± 0.0091
38,knn,chi2,RandomOverSampler,0.6383 ± 0.0125,0.6407 ± 0.0347,0.7630 ± 0.0268,0.6506 ± 0.0281,0.6456 ± 0.0360,0.8272 ± 0.0153,0.7936 ± 0.0188,0.7630 ± 0.0268,0.7706 ± 0.0255,0.8913 ± 0.0106,0.7506 ± 0.0111,0.6501 ± 0.0099,0.6472 ± 0.0142,0.8294 ± 0.0084,0.7947 ± 0.0061,0.7506 ± 0.0111,0.7634 ± 0.0086,0.8893 ± 0.0059
39,knn,chi2_mi_union_topk,RandomOverSampler,0.6408 ± 0.0166,0.6541 ± 0.0338,0.7861 ± 0.0253,0.6598 ± 0.0312,0.6563 ± 0.0338,0.8307 ± 0.0185,0.7971 ± 0.0194,0.7861 ± 0.0253,0.7867 ± 0.0242,0.8972 ± 0.0131,0.7599 ± 0.0105,0.6504 ± 0.0155,0.6473 ± 0.0197,0.8349 ± 0.0084,0.7986 ± 0.0114,0.7599 ± 0.0105,0.7723 ± 0.0097,0.8964 ± 0.0055
40,gaussian_nb,spearman_corr,RandomOverSampler,0.6053 ± 0.0192,0.6257 ± 0.0314,0.7092 ± 0.0267,0.6726 ± 0.0261,0.6628 ± 0.0410,0.8582 ± 0.0162,0.8279 ± 0.0237,0.7092 ± 0.0267,0.7355 ± 0.0259,0.9144 ± 0.0129,0.6876 ± 0.0184,0.6558 ± 0.0144,0.6415 ± 0.0232,0.8427 ± 0.0080,0.8125 ± 0.0130,0.6876 ± 0.0184,0.7167 ± 0.0175,0.9035 ± 0.0046
41,gaussian_nb,mutual_info,RandomOverSampler,0.6242 ± 0.0246,0.6441 ± 0.0432,0.7429 ± 0.0430,0.6690 ± 0.0360,0.6664 ± 0.0489,0.8574 ± 0.0189,0.8200 ± 0.0291,0.7429 ± 0.0430,0.7637 ± 0.0379,0.9129 ± 0.0144,0.7181 ± 0.0301,0.6534 ± 0.0169,0.6453 ± 0.0263,0.8441 ± 0.0097,0.8082 ± 0.0140,0.7181 ± 0.0301,0.7453 ± 0.0258,0.9033 ± 0.0059
42,gaussian_nb,spearman_sulov,RandomOverSampler,0.6002 ± 0.0163,0.6252 ± 0.0288,0.7084 ± 0.0237,0.6728 ± 0.0260,0.6639 ± 0.0402,0.8579 ± 0.0161,0.8278 ± 0.0234,0.7084 ± 0.0237,0.7343 ± 0.0230,0.9144 ± 0.0125,0.6811 ± 0.0158,0.6543 ± 0.0122,0.6381 ± 0.0197,0.8432 ± 0.0085,0.8115 ± 0.0115,0.6811 ± 0.0158,0.7107 ± 0.0153,0.9040 ± 0.0043
43,gaussian_nb,chi2,RandomOverSampler,0.6207 ± 0.0228,0.6387 ± 0.0465,0.7337 ± 0.0440,0.6681 ± 0.0381,0.6629 ± 0.0546,0.8544 ± 0.0207,0.8202 ± 0.0306,0.7337 ± 0.0440,0.7566 ± 0.0383,0.9114 ± 0.0154,0.7145 ± 0.0305,0.6523 ± 0.0139,0.6426 ± 0.0215,0.8424 ± 0.0089,0.8077 ± 0.0111,0.7145 ± 0.0305,0.7418 ± 0.0264,0.9022 ± 0.0053
44,gaussian_nb,chi2_mi_union_topk,RandomOverSampler,0.6682 ± 0.0093,0.6740 ± 0.0293,0.7766 ± 0.0252,0.6861 ± 0.0254,0.6909 ± 0.0338,0.8761 ± 0.0176,0.8338 ± 0.0198,0.7766 ± 0.0252,0.7952 ± 0.0224,0.9271 ± 0.0128,0.7681 ± 0.0077,0.6806 ± 0.0075,0.6848 ± 0.0114,0.8689 ± 0.0085,0.8306 ± 0.0058,0.7681 ± 0.0077,0.7903 ± 0.0064,0.9209 ± 0.0049
