,Model,Feature_Selection,Sampler,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,SMOTE,0.6625 ± 0.0208,0.6558 ± 0.0240,0.8619 ± 0.0107,0.7633 ± 0.0774,0.6673 ± 0.0149,0.8920 ± 0.0166,0.8342 ± 0.0273,0.8619 ± 0.0107,0.8268 ± 0.0111,0.9397 ± 0.0101,0.8588 ± 0.0077,0.7636 ± 0.0461,0.6688 ± 0.0133,0.8931 ± 0.0084,0.8324 ± 0.0172,0.8588 ± 0.0077,0.8268 ± 0.0097,0.9388 ± 0.0040
11,extra_trees,mutual_info,SMOTE,0.6675 ± 0.0181,0.6616 ± 0.0162,0.8623 ± 0.0113,0.7546 ± 0.0536,0.6701 ± 0.0119,0.8899 ± 0.0156,0.8325 ± 0.0217,0.8623 ± 0.0113,0.8292 ± 0.0105,0.9390 ± 0.0093,0.8585 ± 0.0069,0.7508 ± 0.0353,0.6715 ± 0.0121,0.8915 ± 0.0056,0.8296 ± 0.0139,0.8585 ± 0.0069,0.8286 ± 0.0087,0.9385 ± 0.0030
12,extra_trees,spearman_sulov,SMOTE,0.6573 ± 0.0136,0.6615 ± 0.0255,0.8645 ± 0.0101,0.7671 ± 0.0962,0.6709 ± 0.0156,0.8885 ± 0.0128,0.8371 ± 0.0329,0.8645 ± 0.0101,0.8302 ± 0.0111,0.9381 ± 0.0084,0.8586 ± 0.0062,0.7610 ± 0.0301,0.6658 ± 0.0089,0.8934 ± 0.0082,0.8312 ± 0.0118,0.8586 ± 0.0062,0.8252 ± 0.0074,0.9390 ± 0.0052
13,extra_trees,chi2,SMOTE,0.6744 ± 0.0183,0.6719 ± 0.0186,0.8659 ± 0.0108,0.7849 ± 0.0497,0.6770 ± 0.0128,0.8897 ± 0.0163,0.8436 ± 0.0212,0.8659 ± 0.0108,0.8337 ± 0.0111,0.9385 ± 0.0096,0.8632 ± 0.0074,0.7752 ± 0.0355,0.6769 ± 0.0121,0.8915 ± 0.0074,0.8392 ± 0.0142,0.8632 ± 0.0074,0.8331 ± 0.0087,0.9383 ± 0.0036
14,extra_trees,chi2_mi_union_topk,SMOTE,0.6790 ± 0.0173,0.6739 ± 0.0232,0.8593 ± 0.0115,0.7591 ± 0.0597,0.6762 ± 0.0149,0.8849 ± 0.0151,0.8330 ± 0.0217,0.8593 ± 0.0115,0.8302 ± 0.0118,0.9362 ± 0.0096,0.8563 ± 0.0070,0.7436 ± 0.0357,0.6779 ± 0.0121,0.8882 ± 0.0094,0.8283 ± 0.0135,0.8563 ± 0.0070,0.8309 ± 0.0081,0.9365 ± 0.0054
15,xgboost,spearman_corr,SMOTE,0.6634 ± 0.0164,0.6646 ± 0.0195,0.8425 ± 0.0125,0.6944 ± 0.0332,0.6669 ± 0.0159,0.8731 ± 0.0113,0.8108 ± 0.0159,0.8425 ± 0.0125,0.8204 ± 0.0121,0.9282 ± 0.0075,0.8352 ± 0.0067,0.6875 ± 0.0201,0.6639 ± 0.0126,0.8788 ± 0.0090,0.8045 ± 0.0102,0.8352 ± 0.0067,0.8152 ± 0.0083,0.9291 ± 0.0047
16,xgboost,mutual_info,SMOTE,0.6629 ± 0.0147,0.6754 ± 0.0232,0.8469 ± 0.0124,0.7098 ± 0.0381,0.6752 ± 0.0179,0.8734 ± 0.0126,0.8177 ± 0.0169,0.8469 ± 0.0124,0.8257 ± 0.0134,0.9281 ± 0.0084,0.8365 ± 0.0042,0.6889 ± 0.0198,0.6638 ± 0.0105,0.8765 ± 0.0105,0.8052 ± 0.0077,0.8365 ± 0.0042,0.8158 ± 0.0054,0.9278 ± 0.0056
17,xgboost,spearman_sulov,SMOTE,0.6652 ± 0.0154,0.6634 ± 0.0301,0.8385 ± 0.0173,0.6911 ± 0.0447,0.6647 ± 0.0242,0.8743 ± 0.0099,0.8064 ± 0.0231,0.8385 ± 0.0173,0.8167 ± 0.0187,0.9281 ± 0.0068,0.8371 ± 0.0072,0.6911 ± 0.0244,0.6653 ± 0.0115,0.8782 ± 0.0084,0.8067 ± 0.0090,0.8371 ± 0.0072,0.8170 ± 0.0070,0.9288 ± 0.0050
18,xgboost,chi2,SMOTE,0.6566 ± 0.0159,0.6667 ± 0.0203,0.8436 ± 0.0077,0.6977 ± 0.0330,0.6686 ± 0.0143,0.8753 ± 0.0125,0.8116 ± 0.0135,0.8436 ± 0.0077,0.8212 ± 0.0095,0.9288 ± 0.0081,0.8324 ± 0.0065,0.6781 ± 0.0208,0.6585 ± 0.0120,0.8757 ± 0.0107,0.8001 ± 0.0094,0.8324 ± 0.0065,0.8118 ± 0.0073,0.9277 ± 0.0054
19,xgboost,chi2_mi_union_topk,SMOTE,0.6575 ± 0.0114,0.6584 ± 0.0282,0.8363 ± 0.0155,0.6758 ± 0.0407,0.6614 ± 0.0221,0.8655 ± 0.0150,0.8044 ± 0.0177,0.8363 ± 0.0155,0.8160 ± 0.0148,0.9225 ± 0.0099,0.8280 ± 0.0083,0.6763 ± 0.0162,0.6582 ± 0.0094,0.8695 ± 0.0090,0.7986 ± 0.0080,0.8280 ± 0.0083,0.8095 ± 0.0076,0.9237 ± 0.0061
20,adaboost,spearman_corr,SMOTE,0.6467 ± 0.0140,0.6491 ± 0.0217,0.8033 ± 0.0202,0.6527 ± 0.0234,0.6500 ± 0.0208,0.8478 ± 0.0132,0.7965 ± 0.0127,0.8033 ± 0.0202,0.7985 ± 0.0148,0.9190 ± 0.0049,0.7936 ± 0.0130,0.6471 ± 0.0144,0.6472 ± 0.0139,0.8367 ± 0.0103,0.7936 ± 0.0086,0.7936 ± 0.0130,0.7932 ± 0.0104,0.9133 ± 0.0042
21,adaboost,mutual_info,SMOTE,0.6421 ± 0.0131,0.6463 ± 0.0267,0.8029 ± 0.0122,0.6473 ± 0.0278,0.6481 ± 0.0251,0.8471 ± 0.0096,0.7959 ± 0.0131,0.8029 ± 0.0122,0.7983 ± 0.0115,0.9198 ± 0.0056,0.7948 ± 0.0073,0.6422 ± 0.0131,0.6426 ± 0.0132,0.8383 ± 0.0100,0.7912 ± 0.0076,0.7948 ± 0.0073,0.7928 ± 0.0069,0.9138 ± 0.0038
22,adaboost,spearman_sulov,SMOTE,0.6506 ± 0.0097,0.6518 ± 0.0291,0.8011 ± 0.0258,0.6552 ± 0.0317,0.6517 ± 0.0276,0.8466 ± 0.0109,0.7963 ± 0.0144,0.8011 ± 0.0258,0.7976 ± 0.0198,0.9185 ± 0.0048,0.7976 ± 0.0075,0.6507 ± 0.0096,0.6513 ± 0.0098,0.8389 ± 0.0140,0.7963 ± 0.0063,0.7976 ± 0.0075,0.7966 ± 0.0060,0.9142 ± 0.0051
23,adaboost,chi2,SMOTE,0.6416 ± 0.0178,0.6413 ± 0.0182,0.8000 ± 0.0160,0.6426 ± 0.0183,0.6442 ± 0.0184,0.8468 ± 0.0135,0.7928 ± 0.0096,0.8000 ± 0.0160,0.7947 ± 0.0104,0.9185 ± 0.0049,0.7962 ± 0.0081,0.6417 ± 0.0184,0.6426 ± 0.0174,0.8401 ± 0.0107,0.7910 ± 0.0098,0.7962 ± 0.0081,0.7932 ± 0.0078,0.9146 ± 0.0043
24,adaboost,chi2_mi_union_topk,SMOTE,0.6497 ± 0.0128,0.6477 ± 0.0193,0.8007 ± 0.0104,0.6485 ± 0.0196,0.6489 ± 0.0190,0.8424 ± 0.0125,0.7962 ± 0.0101,0.8007 ± 0.0104,0.7975 ± 0.0088,0.9179 ± 0.0057,0.7973 ± 0.0112,0.6502 ± 0.0130,0.6500 ± 0.0127,0.8433 ± 0.0125,0.7944 ± 0.0075,0.7973 ± 0.0112,0.7955 ± 0.0089,0.9159 ± 0.0049
25,svm,spearman_corr,SMOTE,0.6554 ± 0.0137,0.6586 ± 0.0210,0.8421 ± 0.0111,0.6817 ± 0.0362,0.6632 ± 0.0149,0.8624 ± 0.0150,0.8075 ± 0.0121,0.8421 ± 0.0111,0.8191 ± 0.0090,0.9264 ± 0.0072,0.8363 ± 0.0082,0.6774 ± 0.0283,0.6585 ± 0.0110,0.8584 ± 0.0153,0.8030 ± 0.0104,0.8363 ± 0.0082,0.8149 ± 0.0074,0.9225 ± 0.0069
26,svm,mutual_info,SMOTE,0.6645 ± 0.0142,0.6546 ± 0.0231,0.8429 ± 0.0151,0.6786 ± 0.0414,0.6605 ± 0.0176,0.8642 ± 0.0139,0.8060 ± 0.0180,0.8429 ± 0.0151,0.8183 ± 0.0141,0.9272 ± 0.0072,0.8412 ± 0.0072,0.6919 ± 0.0271,0.6658 ± 0.0105,0.8603 ± 0.0126,0.8092 ± 0.0096,0.8412 ± 0.0072,0.8198 ± 0.0063,0.9235 ± 0.0055
27,svm,spearman_sulov,SMOTE,0.6601 ± 0.0174,0.6554 ± 0.0204,0.8436 ± 0.0146,0.6889 ± 0.0419,0.6610 ± 0.0155,0.8623 ± 0.0194,0.8075 ± 0.0162,0.8436 ± 0.0146,0.8179 ± 0.0123,0.9263 ± 0.0096,0.8401 ± 0.0063,0.6897 ± 0.0316,0.6624 ± 0.0126,0.8609 ± 0.0121,0.8064 ± 0.0112,0.8401 ± 0.0063,0.8173 ± 0.0070,0.9238 ± 0.0055
28,svm,chi2,SMOTE,0.6638 ± 0.0122,0.6550 ± 0.0236,0.8432 ± 0.0146,0.6792 ± 0.0421,0.6607 ± 0.0182,0.8630 ± 0.0145,0.8062 ± 0.0189,0.8432 ± 0.0146,0.8186 ± 0.0142,0.9267 ± 0.0074,0.8396 ± 0.0069,0.6898 ± 0.0230,0.6650 ± 0.0093,0.8599 ± 0.0127,0.8079 ± 0.0085,0.8396 ± 0.0069,0.8186 ± 0.0060,0.9231 ± 0.0055
29,svm,chi2_mi_union_topk,SMOTE,0.6717 ± 0.0170,0.6689 ± 0.0219,0.8462 ± 0.0136,0.6917 ± 0.0311,0.6713 ± 0.0175,0.8629 ± 0.0217,0.8154 ± 0.0128,0.8462 ± 0.0136,0.8254 ± 0.0115,0.9273 ± 0.0108,0.8403 ± 0.0058,0.6922 ± 0.0234,0.6713 ± 0.0135,0.8578 ± 0.0097,0.8119 ± 0.0085,0.8403 ± 0.0058,0.8221 ± 0.0066,0.9222 ± 0.0038
30,logistic_regression,spearman_corr,SMOTE,0.6592 ± 0.0175,0.6583 ± 0.0215,0.7839 ± 0.0192,0.6623 ± 0.0179,0.6630 ± 0.0250,0.8602 ± 0.0162,0.8100 ± 0.0110,0.7839 ± 0.0192,0.7938 ± 0.0148,0.9234 ± 0.0082,0.7805 ± 0.0157,0.6620 ± 0.0153,0.6640 ± 0.0187,0.8551 ± 0.0176,0.8084 ± 0.0110,0.7805 ± 0.0157,0.7921 ± 0.0136,0.9184 ± 0.0089
31,logistic_regression,mutual_info,SMOTE,0.6463 ± 0.0140,0.6525 ± 0.0150,0.7729 ± 0.0167,0.6582 ± 0.0137,0.6573 ± 0.0171,0.8504 ± 0.0117,0.8072 ± 0.0097,0.7729 ± 0.0167,0.7867 ± 0.0111,0.9169 ± 0.0059,0.7712 ± 0.0121,0.6503 ± 0.0121,0.6491 ± 0.0154,0.8443 ± 0.0163,0.8010 ± 0.0085,0.7712 ± 0.0121,0.7841 ± 0.0104,0.9112 ± 0.0081
32,logistic_regression,spearman_sulov,SMOTE,0.6531 ± 0.0163,0.6580 ± 0.0234,0.7780 ± 0.0228,0.6634 ± 0.0204,0.6637 ± 0.0274,0.8561 ± 0.0181,0.8108 ± 0.0142,0.7780 ± 0.0228,0.7907 ± 0.0175,0.9206 ± 0.0087,0.7736 ± 0.0137,0.6572 ± 0.0138,0.6577 ± 0.0180,0.8511 ± 0.0168,0.8057 ± 0.0093,0.7736 ± 0.0137,0.7870 ± 0.0119,0.9156 ± 0.0085
33,logistic_regression,chi2,SMOTE,0.6458 ± 0.0203,0.6505 ± 0.0138,0.7696 ± 0.0172,0.6571 ± 0.0117,0.6557 ± 0.0159,0.8480 ± 0.0133,0.8071 ± 0.0079,0.7696 ± 0.0172,0.7846 ± 0.0112,0.9154 ± 0.0068,0.7712 ± 0.0156,0.6498 ± 0.0179,0.6484 ± 0.0226,0.8429 ± 0.0173,0.8009 ± 0.0125,0.7712 ± 0.0156,0.7841 ± 0.0142,0.9105 ± 0.0088
34,logistic_regression,chi2_mi_union_topk,SMOTE,0.6544 ± 0.0173,0.6560 ± 0.0175,0.7795 ± 0.0165,0.6619 ± 0.0156,0.6606 ± 0.0203,0.8623 ± 0.0185,0.8120 ± 0.0093,0.7795 ± 0.0165,0.7919 ± 0.0111,0.9244 ± 0.0097,0.7734 ± 0.0132,0.6596 ± 0.0153,0.6598 ± 0.0200,0.8554 ± 0.0105,0.8098 ± 0.0105,0.7734 ± 0.0132,0.7883 ± 0.0115,0.9183 ± 0.0055
35,knn,spearman_corr,SMOTE,0.6124 ± 0.0155,0.6173 ± 0.0159,0.7161 ± 0.0187,0.6457 ± 0.0112,0.6346 ± 0.0165,0.8374 ± 0.0126,0.7946 ± 0.0121,0.7161 ± 0.0187,0.7356 ± 0.0166,0.8913 ± 0.0109,0.7074 ± 0.0145,0.6450 ± 0.0123,0.6325 ± 0.0201,0.8345 ± 0.0100,0.7968 ± 0.0099,0.7074 ± 0.0145,0.7305 ± 0.0123,0.8872 ± 0.0070
36,knn,mutual_info,SMOTE,0.6105 ± 0.0144,0.6272 ± 0.0301,0.7187 ± 0.0243,0.6566 ± 0.0243,0.6500 ± 0.0377,0.8362 ± 0.0174,0.8050 ± 0.0205,0.7187 ± 0.0243,0.7409 ± 0.0244,0.8853 ± 0.0151,0.6942 ± 0.0157,0.6517 ± 0.0093,0.6380 ± 0.0165,0.8330 ± 0.0059,0.8048 ± 0.0081,0.6942 ± 0.0157,0.7233 ± 0.0144,0.8828 ± 0.0041
37,knn,spearman_sulov,SMOTE,0.6143 ± 0.0177,0.6183 ± 0.0191,0.7147 ± 0.0229,0.6501 ± 0.0167,0.6377 ± 0.0245,0.8345 ± 0.0109,0.8005 ± 0.0151,0.7147 ± 0.0229,0.7358 ± 0.0197,0.8875 ± 0.0100,0.6995 ± 0.0170,0.6530 ± 0.0137,0.6423 ± 0.0230,0.8378 ± 0.0093,0.8048 ± 0.0106,0.6995 ± 0.0170,0.7264 ± 0.0141,0.8865 ± 0.0074
38,knn,chi2,SMOTE,0.6097 ± 0.0168,0.6262 ± 0.0260,0.7165 ± 0.0242,0.6578 ± 0.0205,0.6492 ± 0.0315,0.8350 ± 0.0163,0.8077 ± 0.0174,0.7165 ± 0.0242,0.7405 ± 0.0233,0.8855 ± 0.0141,0.6920 ± 0.0172,0.6521 ± 0.0103,0.6382 ± 0.0185,0.8294 ± 0.0047,0.8056 ± 0.0087,0.6920 ± 0.0172,0.7220 ± 0.0161,0.8793 ± 0.0039
39,knn,chi2_mi_union_topk,SMOTE,0.6321 ± 0.0114,0.6412 ± 0.0236,0.7454 ± 0.0186,0.6587 ± 0.0205,0.6550 ± 0.0302,0.8370 ± 0.0161,0.8064 ± 0.0160,0.7454 ± 0.0186,0.7630 ± 0.0178,0.8957 ± 0.0119,0.7275 ± 0.0104,0.6575 ± 0.0100,0.6514 ± 0.0158,0.8406 ± 0.0097,0.8088 ± 0.0083,0.7275 ± 0.0104,0.7514 ± 0.0078,0.8933 ± 0.0064
40,gaussian_nb,spearman_corr,SMOTE,0.6237 ± 0.0174,0.6411 ± 0.0404,0.7344 ± 0.0317,0.6690 ± 0.0362,0.6659 ± 0.0514,0.8584 ± 0.0160,0.8209 ± 0.0312,0.7344 ± 0.0317,0.7578 ± 0.0303,0.9143 ± 0.0129,0.7176 ± 0.0158,0.6520 ± 0.0133,0.6460 ± 0.0212,0.8432 ± 0.0072,0.8055 ± 0.0107,0.7176 ± 0.0158,0.7433 ± 0.0144,0.9030 ± 0.0039
41,gaussian_nb,mutual_info,SMOTE,0.6391 ± 0.0207,0.6551 ± 0.0342,0.7604 ± 0.0341,0.6704 ± 0.0310,0.6713 ± 0.0385,0.8575 ± 0.0184,0.8184 ± 0.0252,0.7604 ± 0.0341,0.7780 ± 0.0285,0.9122 ± 0.0143,0.7407 ± 0.0249,0.6558 ± 0.0152,0.6540 ± 0.0223,0.8428 ± 0.0100,0.8067 ± 0.0115,0.7407 ± 0.0249,0.7632 ± 0.0193,0.9022 ± 0.0053
42,gaussian_nb,spearman_sulov,SMOTE,0.6202 ± 0.0166,0.6353 ± 0.0405,0.7293 ± 0.0325,0.6653 ± 0.0358,0.6604 ± 0.0524,0.8584 ± 0.0158,0.8181 ± 0.0301,0.7293 ± 0.0325,0.7526 ± 0.0308,0.9143 ± 0.0125,0.7129 ± 0.0143,0.6502 ± 0.0138,0.6428 ± 0.0216,0.8438 ± 0.0077,0.8044 ± 0.0115,0.7129 ± 0.0143,0.7397 ± 0.0132,0.9033 ± 0.0039
43,gaussian_nb,chi2,SMOTE,0.6365 ± 0.0221,0.6504 ± 0.0387,0.7505 ± 0.0346,0.6701 ± 0.0348,0.6688 ± 0.0459,0.8551 ± 0.0197,0.8196 ± 0.0277,0.7505 ± 0.0346,0.7712 ± 0.0292,0.9111 ± 0.0148,0.7384 ± 0.0272,0.6541 ± 0.0155,0.6519 ± 0.0228,0.8415 ± 0.0096,0.8052 ± 0.0117,0.7384 ± 0.0272,0.7606 ± 0.0218,0.9012 ± 0.0054
44,gaussian_nb,chi2_mi_union_topk,SMOTE,0.6719 ± 0.0098,0.6766 ± 0.0301,0.7821 ± 0.0237,0.6861 ± 0.0284,0.6917 ± 0.0372,0.8761 ± 0.0165,0.8335 ± 0.0226,0.7821 ± 0.0237,0.7995 ± 0.0215,0.9261 ± 0.0123,0.7774 ± 0.0076,0.6794 ± 0.0084,0.6849 ± 0.0120,0.8683 ± 0.0080,0.8272 ± 0.0065,0.7774 ± 0.0076,0.7962 ± 0.0066,0.9198 ± 0.0044
