model,target_type,classes,n_classes,accuracy_cv_mean,accuracy_cv_std,accuracy_train_mean,accuracy_train_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_train_mean,f1_train_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_train_mean,recall_train_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_train_mean,precision_train_std,precision_test_mean,precision_test_std,misclassification_cost_mean_cv_mean,misclassification_cost_mean_cv_std,misclassification_cost_mean_train_mean,misclassification_cost_mean_train_std,misclassification_cost_mean_test_mean,misclassification_cost_mean_test_std,misclassification_cost_total_cv_mean,misclassification_cost_total_cv_std,misclassification_cost_total_train_mean,misclassification_cost_total_train_std,misclassification_cost_total_test_mean,misclassification_cost_total_test_std,misclassification_score_cv_mean,misclassification_score_cv_std,misclassification_score_train_mean,misclassification_score_train_std,misclassification_score_test_mean,misclassification_score_test_std,misclassification_cost_mean_true_class_0_cv_mean,misclassification_cost_mean_true_class_0_cv_std,misclassification_cost_mean_true_class_0_train_mean,misclassification_cost_mean_true_class_0_train_std,misclassification_cost_mean_true_class_0_test_mean,misclassification_cost_mean_true_class_0_test_std,misclassification_cost_mean_true_class_1_cv_mean,misclassification_cost_mean_true_class_1_cv_std,misclassification_cost_mean_true_class_1_train_mean,misclassification_cost_mean_true_class_1_train_std,misclassification_cost_mean_true_class_1_test_mean,misclassification_cost_mean_true_class_1_test_std,auc_cv_mean,auc_cv_std,auc_train_mean,auc_train_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_train_mean,precision_class_0_train_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_train_mean,recall_class_0_train_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_train_mean,f1_class_0_train_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_train_mean,support_class_0_train_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_train_mean,precision_class_1_train_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_train_mean,recall_class_1_train_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_train_mean,f1_class_1_train_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_train_mean,support_class_1_train_std,support_class_1_test_mean,support_class_1_test_std,tn_cv_mean,tn_cv_std,tn_train_mean,tn_train_std,tn_test_mean,tn_test_std,fp_cv_mean,fp_cv_std,fp_train_mean,fp_train_std,fp_test_mean,fp_test_std,fn_cv_mean,fn_cv_std,fn_train_mean,fn_train_std,fn_test_mean,fn_test_std,tp_cv_mean,tp_cv_std,tp_train_mean,tp_train_std,tp_test_mean,tp_test_std,specificity_cv_mean,specificity_cv_std,specificity_train_mean,specificity_train_std,specificity_test_mean,specificity_test_std,npv_cv_mean,npv_cv_std,npv_train_mean,npv_train_std,npv_test_mean,npv_test_std,fpr_cv_mean,fpr_cv_std,fpr_train_mean,fpr_train_std,fpr_test_mean,fpr_test_std,fnr_cv_mean,fnr_cv_std,fnr_train_mean,fnr_train_std,fnr_test_mean,fnr_test_std,X_transfromation,Pair,Target,X_Processing
knn,binary,"[0, 1]",2,0.9737696335078534,0.0003863166426034141,0.9738993710691822,0.0008119461941734911,0.9710622710622709,0.0011583434652631386,0.006666666666666666,0.01405456737852613,0.04444444444444444,0.05737753105492469,0.02222222222222222,0.07027283689263066,0.004,0.008432740427115677,0.023529411764705882,0.030376339970254247,0.0125,0.03952847075210474,0.02,0.04216370213557839,0.4,0.5163977794943223,0.1,0.31622776601683794,0.13052356020942413,0.00121036934620591,0.13050314465408802,0.004059730970867312,0.14468864468864467,0.005791717326315719,24.93,0.2311805451253297,83.0,2.581988897471611,39.5,1.5811388300841898,-0.13052356020942413,0.00121036934620591,-0.13050314465408802,0.004059730970867312,-0.14468864468864467,0.005791717326315719,0.00016129032258064516,0.00025970209222561717,0.0,0.0,0.0,0.0,4.9799999999999995,0.04216370213557824,4.882352941176471,0.15188169985127117,4.9375,0.19764235376052372,0.6090107526881721,0.04073606555824342,0.9866815546897273,0.002506766667064852,0.6003773584905661,0.07410275772055894,0.9739203637365665,0.00021837399617388273,0.9738835239934629,0.000791487707391165,0.9710528442146089,0.0011285331554953372,0.9998387096774193,0.00025970209222564916,1.0,0.0,1.0,0.0,0.9867090411422768,0.0001965148266581052,0.9867688416985964,0.00040622228852626064,0.9853135621967006,0.0005801219635069007,186.0,0.0,619.0,0.0,265.0,0.0,0.02,0.04216370213557839,0.4,0.5163977794943223,0.1,0.31622776601683794,0.004,0.008432740427115677,0.023529411764705882,0.030376339970254247,0.0125,0.03952847075210474,0.006666666666666666,0.01405456737852613,0.04444444444444444,0.05737753105492469,0.02222222222222222,0.07027283689263066,5.0,0.0,17.0,0.0,8.0,0.0,185.97,0.048304589153962046,619.0,0.0,265.0,0.0,0.030000000000000006,0.0483045891539648,0.0,0.0,0.0,0.0,4.9799999999999995,0.04216370213557824,16.6,0.5163977794943222,7.9,0.31622776601683794,0.02,0.04216370213557839,0.4,0.5163977794943223,0.1,0.31622776601683794,0.9998387096774193,0.00025970209222564916,1.0,0.0,1.0,0.0,0.9739203637365665,0.00021837399617388273,0.9738835239934629,0.000791487707391165,0.9710528442146089,0.0011285331554953372,0.00016129032258064516,0.00025970209222561717,0.0,0.0,0.0,0.0,0.9960000000000001,0.008432740427115639,0.9764705882352942,0.030376339970254258,0.9875,0.03952847075210474,None_sacler,0-1 vs 2,HY3,X_V06_STATS
gaussian_nb,binary,"[0, 1]",2,0.8735602094240837,0.019849692095288474,0.879874213836478,0.022015074232098152,0.868131868131868,0.025201181246093142,0.16086895340092117,0.03773827349683621,0.30737785924068983,0.04125483762717716,0.231926520004974,0.044639436261166475,0.43600000000000005,0.08369255907453445,0.976470588235294,0.03037633997025426,0.6625,0.0843685697138191,0.10062212104967176,0.025783922354169136,0.1829176320300761,0.028494210865470628,0.14131016843482724,0.030954286831567188,0.1854973821989529,0.024128054486820052,0.12264150943396226,0.02370688234360302,0.17142857142857143,0.028572472143157515,35.43000000000001,4.60845840698263,78.0,15.077577170531523,46.8,7.800284895082003,-0.1854973821989529,0.024128054486820052,-0.12264150943396226,0.02370688234360302,-0.17142857142857143,0.028572472143157515,0.1146774193548387,0.01977840328671621,0.12277867528271406,0.022242193245087114,0.12566037735849056,0.025658527495289626,2.8199999999999994,0.4184627953726724,0.11764705882352941,0.15188169985127126,1.6875,0.42184284856909554,0.5681236559139785,0.06549642756373997,0.9501520478950869,0.01109362163478606,0.7104245283018867,0.07891545303864116,0.9831444243430747,0.002578802174307214,0.9992545930859154,0.0009628878671260751,0.9884750407216224,0.0029228023895425423,0.8853225806451613,0.01977840328671618,0.8772213247172859,0.022242193245087114,0.8743396226415093,0.02565852749528962,0.9313441173723934,0.011480155521227723,0.9341389685307154,0.012891573648115462,0.9277363590296297,0.014733501597220783,186.0,0.0,619.0,0.0,265.0,0.0,0.10062212104967176,0.025783922354169136,0.1829176320300761,0.028494210865470628,0.14131016843482724,0.030954286831567188,0.43600000000000005,0.08369255907453445,0.976470588235294,0.03037633997025426,0.6625,0.0843685697138191,0.16086895340092117,0.03773827349683621,0.30737785924068983,0.04125483762717716,0.231926520004974,0.044639436261166475,5.0,0.0,17.0,0.0,8.0,0.0,164.67000000000002,3.6787830113292124,543.0,13.767917618708921,231.7,6.799509786251751,21.330000000000002,3.678783011329215,76.0,13.767917618708921,33.3,6.799509786251751,2.8199999999999994,0.4184627953726724,0.4,0.5163977794943223,2.7,0.6749485577105528,2.1800000000000006,0.4184627953726724,16.6,0.5163977794943222,5.3,0.6749485577105528,0.8853225806451613,0.01977840328671618,0.8772213247172859,0.022242193245087114,0.8743396226415093,0.02565852749528962,0.9831444243430747,0.002578802174307214,0.9992545930859154,0.0009628878671260751,0.9884750407216224,0.0029228023895425423,0.1146774193548387,0.01977840328671621,0.12277867528271406,0.022242193245087114,0.12566037735849056,0.025658527495289626,0.564,0.08369255907453446,0.023529411764705882,0.030376339970254247,0.3375,0.0843685697138191,None_sacler,0-1 vs 2,HY3,X_V06_STATS
decision_tree,binary,"[0, 1]",2,0.8698952879581151,0.010384310785907335,1.0,0.0,0.8853479853479854,0.015449405214052896,0.8809239349386235,0.009882422987295268,1.0,0.0,0.8949497177691288,0.015728873876681253,0.876,0.015512086981757316,1.0,0.0,0.8906666666666666,0.03238655413730966,0.8872287537041285,0.011583743353504245,1.0,0.0,0.9001737910375839,0.017561320771714902,0.4027748691099477,0.042263450033338736,0.0,0.0,0.3549450549450549,0.08364437650946084,76.92999999999998,8.072318956367702,0.0,0.0,96.9,22.834914787082813,-0.4027748691099477,0.042263450033338736,0.0,0.0,-0.3549450549450549,0.08364437650946084,0.13755813953488374,0.01599089714615693,0.0,0.0,0.12113821138211382,0.025551977379562423,0.6199999999999999,0.0775604349087865,0.0,0.0,0.5466666666666666,0.16193277068654827,0.8692209302325582,0.010353217160686276,1.0,0.0,0.8847642276422765,0.014589775149517991,0.8521986164811857,0.015742106355085723,1.0,0.0,0.8697329971856298,0.03206310837614492,0.8624418604651162,0.015990897146156962,1.0,0.0,0.8788617886178862,0.02555197737956242,0.8563168710822702,0.0112276910872475,1.0,0.0,0.8736423530673976,0.01535621740323808,86.0,0.0,285.0,0.0,123.0,0.0,0.8872287537041285,0.011583743353504245,1.0,0.0,0.9001737910375839,0.017561320771714902,0.876,0.015512086981757316,1.0,0.0,0.8906666666666666,0.03238655413730966,0.8809239349386235,0.009882422987295268,1.0,0.0,0.8949497177691288,0.015728873876681253,105.0,0.0,351.0,0.0,150.0,0.0,74.17000000000002,1.3752171545694973,285.0,0.0,108.1,3.142893217686178,11.830000000000002,1.3752171545694967,0.0,0.0,14.9,3.142893217686178,13.02,1.6287691330845169,0.0,0.0,16.4,4.857983120596447,91.97999999999999,1.6287691330845164,351.0,0.0,133.6,4.857983120596447,0.8624418604651162,0.015990897146156962,1.0,0.0,0.8788617886178862,0.02555197737956242,0.8521986164811857,0.015742106355085723,1.0,0.0,0.8697329971856298,0.03206310837614492,0.13755813953488374,0.01599089714615693,0.0,0.0,0.12113821138211382,0.025551977379562423,0.124,0.015512086981757305,0.0,0.0,0.10933333333333332,0.03238655413730965,None_sacler,0 vs 1-2,HY43,X_V06_STATS
random_forest,binary,"[0, 1]",2,0.9204712041884816,0.007915019098383233,1.0,0.0,0.9351648351648352,0.014244432803995016,0.9257886257445185,0.007606792500375601,1.0,0.0,0.939798729627288,0.013502501589987849,0.9033333333333333,0.012905064523287553,1.0,0.0,0.922,0.022233330556943563,0.9501662218370385,0.008369991931959734,1.0,0.0,0.9587622367288452,0.017367014360602506,0.2920942408376963,0.03513228150374701,0.0,0.0,0.23626373626373626,0.06014593021611874,55.79,6.710265767215682,0.0,0.0,64.5,16.419838949000415,-0.2920942408376963,0.03513228150374701,0.0,0.0,-0.23626373626373626,0.06014593021611874,0.0586046511627907,0.010272414743241826,0.0,0.0,0.04878048780487805,0.021680216802168018,0.4833333333333333,0.06452532261643759,0.0,0.0,0.39,0.11116665278471789,0.9683521594684386,0.004219657602430766,1.0,3.700743415417188e-17,0.9776205962059622,0.005943125061938771,0.8894344824229133,0.013211875314890684,1.0,0.0,0.9096361071681622,0.022242781307889866,0.9413953488372094,0.010272414743241772,1.0,0.0,0.9512195121951219,0.02168021680216804,0.914248673027241,0.008308924880572704,1.0,0.0,0.9297094720178556,0.015266887433509131,86.0,0.0,285.0,0.0,123.0,0.0,0.9501662218370385,0.008369991931959734,1.0,0.0,0.9587622367288452,0.017367014360602506,0.9033333333333333,0.012905064523287553,1.0,0.0,0.922,0.022233330556943563,0.9257886257445185,0.007606792500375601,1.0,0.0,0.939798729627288,0.013502501589987849,105.0,0.0,351.0,0.0,150.0,0.0,80.96000000000001,0.8834276679187981,285.0,0.0,117.0,2.6666666666666665,5.04,0.8834276679187971,0.0,0.0,6.0,2.6666666666666665,10.15,1.3550317749451894,0.0,0.0,11.7,3.3349995835415367,94.85,1.3550317749451894,351.0,0.0,138.3,3.3349995835415362,0.9413953488372094,0.010272414743241772,1.0,0.0,0.9512195121951219,0.02168021680216804,0.8894344824229133,0.013211875314890684,1.0,0.0,0.9096361071681622,0.022242781307889866,0.0586046511627907,0.010272414743241826,0.0,0.0,0.04878048780487805,0.021680216802168018,0.09666666666666665,0.012905064523287517,0.0,0.0,0.07799999999999999,0.022233330556943577,None_sacler,0 vs 1-2,HY43,X_V06_STATS
extra_trees,binary,"[0, 1]",2,0.9204188481675393,0.00778132523895566,1.0,0.0,0.9300366300366301,0.014798816875336455,0.9260065424630575,0.007563426585562868,1.0,0.0,0.9353359845749208,0.01382661925994272,0.9067619047619047,0.013314045005431352,1.0,0.0,0.9213333333333333,0.023051204408693217,0.9469038357899174,0.006990620556775655,1.0,0.0,0.9504098659669674,0.02169122179285863,0.2846073298429319,0.03624072188730087,0.0,0.0,0.24285714285714283,0.06068388352078132,54.36,6.921977880474465,0.0,0.0,66.3,16.5667002011733,-0.2846073298429319,0.03624072188730087,0.0,0.0,-0.24285714285714283,0.06068388352078132,0.06290697674418605,0.008657391272919616,0.0,0.0,0.05934959349593496,0.02765024594186387,0.46619047619047616,0.06657022502715679,0.0,0.0,0.39333333333333337,0.11525602204346613,0.9678720930232558,0.004538899025300534,1.0,0.0,0.9778509485094851,0.006056518838625866,0.8925708505421879,0.013629104554773744,1.0,0.0,0.9081223138806571,0.022994553855758878,0.9370930232558139,0.008657391272919552,1.0,0.0,0.9406504065040651,0.027650245941863858,0.9138258724754522,0.008051073351759029,1.0,0.0,0.923720085993844,0.016191776886583742,86.0,0.0,285.0,0.0,123.0,0.0,0.9469038357899174,0.006990620556775655,1.0,0.0,0.9504098659669674,0.02169122179285863,0.9067619047619047,0.013314045005431352,1.0,0.0,0.9213333333333333,0.023051204408693217,0.9260065424630575,0.007563426585562868,1.0,0.0,0.9353359845749208,0.01382661925994272,105.0,0.0,351.0,0.0,150.0,0.0,80.59,0.744535649471087,285.0,0.0,115.7,3.400980250849256,5.41,0.7445356494710871,0.0,0.0,7.3,3.400980250849256,9.79,1.3979747255702921,0.0,0.0,11.8,3.457680661303984,95.21,1.3979747255702928,351.0,0.0,138.2,3.457680661303984,0.9370930232558139,0.008657391272919552,1.0,0.0,0.9406504065040651,0.027650245941863858,0.8925708505421879,0.013629104554773744,1.0,0.0,0.9081223138806571,0.022994553855758878,0.06290697674418605,0.008657391272919616,0.0,0.0,0.05934959349593496,0.02765024594186387,0.09323809523809524,0.013314045005431353,0.0,0.0,0.07866666666666666,0.023051204408693224,None_sacler,0 vs 1-2,HY43,X_V06_STATS
xgboost,binary,"[0, 1]",2,0.9161780104712042,0.006670457517093981,1.0,0.0,0.9307692307692308,0.013969662744775164,0.9222469378417489,0.006551891041470166,1.0,0.0,0.9361603605109279,0.013249118722964501,0.9053333333333334,0.013611608579922935,1.0,0.0,0.9246666666666666,0.023104699965457828,0.9406935765425363,0.007857536366397924,1.0,0.0,0.9484826286292778,0.01863183631557622,0.2919895287958115,0.03546842957577961,0.0,0.0,0.2347985347985348,0.06108545982280131,55.77,6.7744700489739005,0.0,0.0,64.1,16.676330531624757,-0.2919895287958115,0.03546842957577961,0.0,0.0,-0.2347985347985348,0.06108545982280131,0.0705813953488372,0.010196819194601744,0.0,0.0,0.061788617886178863,0.023995602841386077,0.47333333333333333,0.06805804289961456,0.0,0.0,0.37666666666666665,0.11552349982728917,0.9661085271317829,0.0051435885877176655,1.0,0.0,0.9763197831978319,0.004834996877742629,0.890440871270753,0.013750206778801727,1.0,0.0,0.9115218947483203,0.02399408649283833,0.9294186046511628,0.010196819194601671,1.0,0.0,0.938211382113821,0.023995602841386087,0.9089764876831193,0.006852671500667876,1.0,0.0,0.9243250165986552,0.014947395174024675,86.0,0.0,285.0,0.0,123.0,0.0,0.9406935765425363,0.007857536366397924,1.0,0.0,0.9484826286292778,0.01863183631557622,0.9053333333333334,0.013611608579922935,1.0,0.0,0.9246666666666666,0.023104699965457828,0.9222469378417489,0.006551891041470166,1.0,0.0,0.9361603605109279,0.013249118722964501,105.0,0.0,351.0,0.0,150.0,0.0,79.93,0.8769264507357506,285.0,0.0,115.4,2.9514591494904874,6.069999999999999,0.8769264507357502,0.0,0.0,7.6,2.9514591494904874,9.940000000000001,1.4292189008919056,0.0,0.0,11.3,3.465704994818675,95.06,1.429218900891907,351.0,0.0,138.7,3.4657049948186747,0.9294186046511628,0.010196819194601671,1.0,0.0,0.938211382113821,0.023995602841386087,0.890440871270753,0.013750206778801727,1.0,0.0,0.9115218947483203,0.02399408649283833,0.0705813953488372,0.010196819194601744,0.0,0.0,0.061788617886178863,0.023995602841386077,0.09466666666666666,0.013611608579922907,0.0,0.0,0.07533333333333334,0.023104699965457835,None_sacler,0 vs 1-2,HY43,X_V06_STATS
adaboost,binary,"[0, 1]",2,0.9084293193717278,0.006122894323048727,0.9468553459119498,0.006192476095489295,0.9201465201465202,0.013683932333208209,0.9154509504531297,0.005657670749617773,0.9507913442014418,0.005693526141262027,0.9265541272775035,0.012564984656195119,0.9019999999999999,0.010561938635734645,0.9301994301994301,0.007263560560673486,0.9166666666666666,0.02018433569398327,0.9300282173807582,0.010375316396058503,0.9723845556975801,0.00915630300871835,0.9372031098829977,0.021511994741676293,0.30706806282722515,0.026685311410057817,0.20723270440251573,0.0203500131416637,0.26300366300366307,0.052681639650902445,58.65,5.096894479321043,131.8,12.942608358098113,71.8,14.382087624696368,-0.30706806282722515,0.026685311410057817,-0.20723270440251573,0.0203500131416637,-0.26300366300366307,0.052681639650902445,0.08372093023255814,0.013582492610802504,0.03263157894736842,0.011101873660897578,0.07560975609756097,0.027650245941863865,0.48999999999999994,0.052809693178673144,0.34900284900284906,0.03631780280336742,0.41666666666666663,0.1009216784699164,0.9620813953488373,0.005263067409912595,0.9902074274004098,0.002362455697553224,0.9715230352303523,0.006339517455580682,0.8852291282868346,0.010294716626672865,0.9184442824727647,0.007823900750148289,0.9015105586014392,0.020922246367407877,0.9162790697674421,0.013582492610802457,0.9673684210526317,0.011101873660897574,0.9243902439024391,0.027650245941863855,0.9000383135319178,0.006865046722285626,0.9422301126806365,0.006808034239859975,0.9124510181052153,0.015228260472931694,86.0,0.0,285.0,0.0,123.0,0.0,0.9300282173807582,0.010375316396058503,0.9723845556975801,0.00915630300871835,0.9372031098829977,0.021511994741676293,0.9019999999999999,0.010561938635734645,0.9301994301994301,0.007263560560673486,0.9166666666666666,0.02018433569398327,0.9154509504531297,0.005657670749617773,0.9507913442014418,0.005693526141262027,0.9265541272775035,0.012564984656195119,105.0,0.0,351.0,0.0,150.0,0.0,78.8,1.1680943645290163,275.7,3.1640339933558095,113.7,3.4009802508492557,7.2,1.1680943645290156,9.3,3.1640339933558095,9.3,3.4009802508492557,10.29,1.1090035567521366,24.5,2.5495097567963922,12.5,3.0276503540974917,94.71000000000001,1.109003556752137,326.5,2.5495097567963922,137.5,3.0276503540974917,0.9162790697674421,0.013582492610802457,0.9673684210526317,0.011101873660897574,0.9243902439024391,0.027650245941863855,0.8852291282868346,0.010294716626672865,0.9184442824727647,0.007823900750148289,0.9015105586014392,0.020922246367407877,0.08372093023255814,0.013582492610802504,0.03263157894736842,0.011101873660897578,0.07560975609756097,0.027650245941863865,0.098,0.01056193863573463,0.0698005698005698,0.007263560560673481,0.08333333333333334,0.020184335693983278,None_sacler,0 vs 1-2,HY43,X_V06_STATS
svm,binary,"[0, 1]",2,0.9071204188481676,0.00660045886412446,0.9191823899371068,0.006637794632699205,0.9208791208791209,0.014773610219540115,0.9075529352885561,0.007203667070007349,0.9209550953389396,0.007004986025569703,0.9223083239508061,0.0159093869801892,0.8326666666666667,0.012344676200138642,0.8535612535612536,0.01202745694130107,0.8573333333333334,0.027612843674682776,0.9981064948207823,0.0018982882738063636,1.0,0.0,0.9984848484848484,0.003194219858755936,0.46083769633507865,0.033700724729814606,0.40408805031446543,0.03318897316349595,0.3926739926739927,0.07540213928370687,88.02,6.436838423394587,257.0,21.10818693198342,107.2,20.584784024451977,-0.46083769633507865,0.033700724729814606,-0.40408805031446543,0.03318897316349595,-0.3926739926739927,0.07540213928370687,0.0019767441860465114,0.0019801612053402793,0.0,0.0,0.0016260162601626018,0.003427943263055154,0.8366666666666667,0.06172338100069306,0.7321937321937322,0.060137284706505464,0.7133333333333333,0.13806421837341398,0.9695642303433003,0.005170907012422757,0.9733968111161092,0.0032226011673314827,0.9777723577235772,0.0074676838979723294,0.8309807424377004,0.010314982518132666,0.8473257173113815,0.01062592879964577,0.8522239907169364,0.02365044667509238,0.9980232558139533,0.0019801612053402633,1.0,0.0,0.9983739837398374,0.0034279432630551724,0.9066200860378819,0.00599697105190845,0.9173216421536485,0.006229471990365787,0.919353729996196,0.01360404531800746,86.0,0.0,285.0,0.0,123.0,0.0,0.9981064948207823,0.0018982882738063636,1.0,0.0,0.9984848484848484,0.003194219858755936,0.8326666666666667,0.012344676200138642,0.8535612535612536,0.01202745694130107,0.8573333333333334,0.027612843674682776,0.9075529352885561,0.007203667070007349,0.9209550953389396,0.007004986025569703,0.9223083239508061,0.0159093869801892,105.0,0.0,351.0,0.0,150.0,0.0,85.83000000000001,0.17029386365926555,285.0,0.0,122.8,0.4216370213557839,0.16999999999999998,0.17029386365926405,0.0,0.0,0.2,0.42163702135578396,17.57,1.296191001014554,51.4,4.221637386396684,21.4,4.141926551202418,87.42999999999999,1.2961910010145519,299.6,4.221637386396683,128.6,4.141926551202418,0.9980232558139533,0.0019801612053402633,1.0,0.0,0.9983739837398374,0.0034279432630551724,0.8309807424377004,0.010314982518132666,0.8473257173113815,0.01062592879964577,0.8522239907169364,0.02365044667509238,0.0019767441860465114,0.0019801612053402793,0.0,0.0,0.0016260162601626018,0.003427943263055154,0.16733333333333333,0.01234467620013861,0.14643874643874644,0.012027456941301093,0.14266666666666666,0.027612843674682783,None_sacler,0 vs 1-2,HY43,X_V06_STATS
logistic_regression,binary,"[0, 1]",2,0.9018324607329843,0.00965476194479844,0.9839622641509435,0.003908040226898771,0.9238095238095239,0.01627187423585611,0.9091424398818487,0.008946789310101965,0.9852499491348226,0.00364030819644629,0.9296644656005759,0.01536530139861896,0.8938095238095238,0.014298054634779102,0.9712250712250713,0.006640886509799469,0.9173333333333333,0.025570044202031135,0.9258324060206163,0.01312984229883179,0.9997050147492625,0.0009328252684862606,0.9429543103285649,0.02090419231995263,0.3316753926701571,0.03832474243166249,0.07955974842767297,0.018547832237266994,0.2578754578754578,0.06861983409888539,63.35000000000001,7.320025804447536,50.6,11.796421302901805,70.4,18.73321470899571,-0.3316753926701571,0.03832474243166249,-0.07955974842767297,0.018547832237266994,-0.2578754578754578,0.06861983409888539,0.0883720930232558,0.016948225665949956,0.00035087719298245617,0.0011095711088310103,0.06829268292682927,0.026330531818950932,0.530952380952381,0.07149027317389554,0.14387464387464388,0.03320443254899732,0.4133333333333334,0.12785022101015578,0.9562259136212624,0.007078031792480916,0.9994052081771381,0.00043182751210664384,0.9630948509485094,0.008660314578307734,0.8762951692678485,0.01452040584638848,0.9658137562820391,0.0076350294599325,0.9031690575084464,0.026733214087146823,0.9116279069767442,0.01694822566595001,0.9996491228070175,0.0011095711088310138,0.9317073170731707,0.026330531818950943,0.8931309186876293,0.01066672223308132,0.9824278205366322,0.004216697442769316,0.9168246383205467,0.01743424464445773,86.0,0.0,285.0,0.0,123.0,0.0,0.9258324060206163,0.01312984229883179,0.9997050147492625,0.0009328252684862606,0.9429543103285649,0.02090419231995263,0.8938095238095238,0.014298054634779102,0.9712250712250713,0.006640886509799469,0.9173333333333333,0.025570044202031135,0.9091424398818487,0.008946789310101965,0.9852499491348226,0.00364030819644629,0.9296644656005759,0.01536530139861896,105.0,0.0,351.0,0.0,150.0,0.0,78.39999999999999,1.4575474072716965,284.9,0.31622776601683794,114.6,3.238655413730965,7.6,1.4575474072716963,0.1,0.31622776601683794,8.4,3.238655413730965,11.15,1.501295736651806,10.1,2.3309511649396115,12.4,3.8355066303046734,93.85,1.5012957366518063,340.9,2.330951164939612,137.6,3.835506630304673,0.9116279069767442,0.01694822566595001,0.9996491228070175,0.0011095711088310138,0.9317073170731707,0.026330531818950943,0.8762951692678485,0.01452040584638848,0.9658137562820391,0.0076350294599325,0.9031690575084464,0.026733214087146823,0.0883720930232558,0.016948225665949956,0.00035087719298245617,0.0011095711088310103,0.06829268292682927,0.026330531818950932,0.1061904761904762,0.014298054634779105,0.028774928774928776,0.006640886509799464,0.08266666666666667,0.025570044202031156,None_sacler,0 vs 1-2,HY43,X_V06_STATS
knn,binary,"[0, 1]",2,0.8550261780104712,0.007095265773907904,0.8871069182389938,0.003977707748639463,0.8677655677655677,0.014390212960767862,0.8482352474522104,0.008526644196266949,0.8861259878974721,0.004408735608156784,0.8633933869473779,0.01689527357073994,0.74,0.013019743907561774,0.7960113960113959,0.006874439153220851,0.762,0.026303076851422743,0.9951069168036357,0.003199054208934787,0.9992844342037891,0.0015085481717630861,0.9965428142761767,0.004464774809349935,0.7167015706806283,0.035624714779357844,0.5632075471698113,0.01911094368985881,0.6553113553113553,0.07210009625335156,136.89,6.804320522857353,358.2,12.154560186750212,178.9,19.68332627716498,-0.7167015706806283,0.035624714779357844,-0.5632075471698113,0.01911094368985881,-0.6553113553113553,0.07210009625335156,0.004534883720930232,0.0029746641634651,0.0007017543859649123,0.0014794281451080138,0.0032520325203252037,0.004198355930848149,1.3,0.06509871953780919,1.0199430199430197,0.0343721957661042,1.19,0.13151538425711382,0.9172192691029899,0.007039909683215564,0.9847613335332633,0.0017554209098437027,0.9247831978319783,0.011704383979662827,0.7591539734028292,0.009132384202923135,0.7991340798272624,0.005478822006935558,0.7749117293631806,0.019204921990359745,0.9954651162790696,0.002974664163465127,0.999298245614035,0.0014794281451080183,0.9967479674796748,0.004198355930848172,0.8611179396899888,0.005912448941996435,0.8880683700753584,0.003564657421528495,0.8718172666609696,0.012198109030781158,86.0,0.0,285.0,0.0,123.0,0.0,0.9951069168036357,0.003199054208934787,0.9992844342037891,0.0015085481717630861,0.9965428142761767,0.004464774809349935,0.74,0.013019743907561774,0.7960113960113959,0.006874439153220851,0.762,0.026303076851422743,0.8482352474522104,0.008526644196266949,0.8861259878974721,0.004408735608156784,0.8633933869473779,0.01689527357073994,105.0,0.0,351.0,0.0,150.0,0.0,85.60999999999999,0.25582111805800045,284.8,0.4216370213557839,122.6,0.5163977794943222,0.39,0.2558211180579986,0.2,0.42163702135578396,0.4,0.5163977794943223,27.3,1.3670731102939917,71.6,2.412928142780514,35.7,3.945461527713414,77.7,1.3670731102939926,279.4,2.4129281427805145,114.3,3.945461527713414,0.9954651162790696,0.002974664163465127,0.999298245614035,0.0014794281451080183,0.9967479674796748,0.004198355930848172,0.7591539734028292,0.009132384202923135,0.7991340798272624,0.005478822006935558,0.7749117293631806,0.019204921990359745,0.004534883720930232,0.0029746641634651,0.0007017543859649123,0.0014794281451080138,0.0032520325203252037,0.004198355930848149,0.25999999999999995,0.013019743907561823,0.203988603988604,0.0068744391532208375,0.238,0.026303076851422767,None_sacler,0 vs 1-2,HY43,X_V06_STATS
