,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,0.6417 ± 0.0284,0.6325 ± 0.0388,0.8993 ± 0.0130,0.7001 ± 0.1593,0.6302 ± 0.0221,0.9511 ± 0.0067,0.8855 ± 0.0155,0.8993 ± 0.0130,0.8892 ± 0.0125,0.9608 ± 0.0062,0.9041 ± 0.0058,0.7861 ± 0.1651,0.6369 ± 0.0153,0.9599 ± 0.0077,0.8942 ± 0.0145,0.9041 ± 0.0058,0.8930 ± 0.0059,0.9645 ± 0.0025
11,extra_trees,mutual_info,0.6611 ± 0.0298,0.6488 ± 0.0428,0.8996 ± 0.0112,0.7663 ± 0.1747,0.6394 ± 0.0240,0.9492 ± 0.0132,0.8901 ± 0.0161,0.8996 ± 0.0112,0.8900 ± 0.0109,0.9597 ± 0.0085,0.9006 ± 0.0073,0.8726 ± 0.1098,0.6467 ± 0.0174,0.9592 ± 0.0063,0.8984 ± 0.0082,0.9006 ± 0.0073,0.8909 ± 0.0074,0.9635 ± 0.0023
12,extra_trees,spearman_sulov,0.6547 ± 0.0303,0.6242 ± 0.0382,0.8996 ± 0.0104,0.6665 ± 0.1436,0.6260 ± 0.0234,0.9456 ± 0.0126,0.8826 ± 0.0178,0.8996 ± 0.0104,0.8886 ± 0.0112,0.9608 ± 0.0063,0.9044 ± 0.0048,0.8530 ± 0.1419,0.6441 ± 0.0172,0.9597 ± 0.0058,0.9003 ± 0.0133,0.9044 ± 0.0048,0.8941 ± 0.0051,0.9637 ± 0.0025
13,extra_trees,chi2,0.6691 ± 0.0283,0.6547 ± 0.0514,0.9000 ± 0.0079,0.7503 ± 0.1646,0.6441 ± 0.0305,0.9514 ± 0.0117,0.8897 ± 0.0138,0.9000 ± 0.0079,0.8909 ± 0.0076,0.9605 ± 0.0081,0.8998 ± 0.0054,0.8474 ± 0.1159,0.6513 ± 0.0167,0.9582 ± 0.0063,0.8958 ± 0.0127,0.8998 ± 0.0054,0.8908 ± 0.0061,0.9623 ± 0.0019
14,extra_trees,chi2_mi_union_topk,0.6733 ± 0.0328,0.6811 ± 0.0555,0.8993 ± 0.0098,0.7890 ± 0.1445,0.6619 ± 0.0349,0.9466 ± 0.0158,0.8927 ± 0.0135,0.8993 ± 0.0098,0.8918 ± 0.0092,0.9581 ± 0.0070,0.9033 ± 0.0039,0.8321 ± 0.1015,0.6557 ± 0.0200,0.9594 ± 0.0079,0.8982 ± 0.0082,0.9033 ± 0.0039,0.8945 ± 0.0040,0.9632 ± 0.0040
15,xgboost,spearman_corr,0.6912 ± 0.0505,0.6769 ± 0.0473,0.8941 ± 0.0130,0.7487 ± 0.1187,0.6631 ± 0.0363,0.9431 ± 0.0178,0.8884 ± 0.0158,0.8941 ± 0.0130,0.8881 ± 0.0135,0.9584 ± 0.0054,0.8970 ± 0.0084,0.7687 ± 0.0919,0.6706 ± 0.0359,0.9471 ± 0.0076,0.8897 ± 0.0130,0.8970 ± 0.0084,0.8907 ± 0.0096,0.9588 ± 0.0029
16,xgboost,mutual_info,0.6839 ± 0.0406,0.6798 ± 0.0583,0.8941 ± 0.0141,0.7650 ± 0.1391,0.6674 ± 0.0482,0.9445 ± 0.0174,0.8883 ± 0.0175,0.8941 ± 0.0141,0.8876 ± 0.0142,0.9579 ± 0.0063,0.8950 ± 0.0076,0.7661 ± 0.0911,0.6638 ± 0.0272,0.9481 ± 0.0084,0.8874 ± 0.0112,0.8950 ± 0.0076,0.8884 ± 0.0081,0.9583 ± 0.0036
17,xgboost,spearman_sulov,0.6889 ± 0.0471,0.6856 ± 0.0562,0.8967 ± 0.0176,0.7688 ± 0.1225,0.6692 ± 0.0428,0.9425 ± 0.0147,0.8908 ± 0.0195,0.8967 ± 0.0176,0.8904 ± 0.0171,0.9594 ± 0.0052,0.8959 ± 0.0070,0.7743 ± 0.0835,0.6681 ± 0.0339,0.9470 ± 0.0081,0.8888 ± 0.0110,0.8959 ± 0.0070,0.8894 ± 0.0080,0.9591 ± 0.0029
18,xgboost,chi2,0.7005 ± 0.0267,0.6970 ± 0.0667,0.8978 ± 0.0134,0.7620 ± 0.1302,0.6835 ± 0.0563,0.9416 ± 0.0202,0.8917 ± 0.0164,0.8978 ± 0.0134,0.8919 ± 0.0132,0.9581 ± 0.0069,0.8939 ± 0.0066,0.7908 ± 0.0652,0.6751 ± 0.0171,0.9472 ± 0.0086,0.8883 ± 0.0070,0.8939 ± 0.0066,0.8882 ± 0.0061,0.9577 ± 0.0036
19,xgboost,chi2_mi_union_topk,0.7221 ± 0.0242,0.6938 ± 0.0675,0.8901 ± 0.0116,0.7476 ± 0.1135,0.6781 ± 0.0558,0.9339 ± 0.0225,0.8827 ± 0.0131,0.8901 ± 0.0116,0.8842 ± 0.0112,0.9475 ± 0.0090,0.8921 ± 0.0065,0.8042 ± 0.0301,0.6929 ± 0.0197,0.9401 ± 0.0036,0.8876 ± 0.0071,0.8921 ± 0.0065,0.8875 ± 0.0064,0.9510 ± 0.0033
20,adaboost,spearman_corr,0.7360 ± 0.0268,0.7219 ± 0.0438,0.8740 ± 0.0199,0.7386 ± 0.0659,0.7158 ± 0.0412,0.9237 ± 0.0153,0.8747 ± 0.0189,0.8740 ± 0.0199,0.8733 ± 0.0188,0.9246 ± 0.0194,0.8799 ± 0.0072,0.7617 ± 0.0416,0.7201 ± 0.0260,0.9260 ± 0.0079,0.8781 ± 0.0079,0.8799 ± 0.0072,0.8783 ± 0.0072,0.9273 ± 0.0060
21,adaboost,mutual_info,0.7307 ± 0.0245,0.7195 ± 0.0364,0.8788 ± 0.0116,0.7287 ± 0.0515,0.7146 ± 0.0275,0.9237 ± 0.0146,0.8798 ± 0.0109,0.8788 ± 0.0116,0.8786 ± 0.0114,0.9267 ± 0.0101,0.8788 ± 0.0082,0.7581 ± 0.0359,0.7140 ± 0.0224,0.9269 ± 0.0063,0.8767 ± 0.0077,0.8788 ± 0.0082,0.8770 ± 0.0077,0.9288 ± 0.0082
22,adaboost,spearman_sulov,0.7404 ± 0.0198,0.7283 ± 0.0449,0.8828 ± 0.0164,0.7416 ± 0.0566,0.7267 ± 0.0505,0.9228 ± 0.0140,0.8833 ± 0.0135,0.8828 ± 0.0164,0.8820 ± 0.0151,0.9225 ± 0.0200,0.8800 ± 0.0056,0.7578 ± 0.0254,0.7290 ± 0.0242,0.9260 ± 0.0052,0.8788 ± 0.0062,0.8800 ± 0.0056,0.8790 ± 0.0060,0.9270 ± 0.0053
23,adaboost,chi2,0.7227 ± 0.0309,0.7113 ± 0.0244,0.8758 ± 0.0181,0.7276 ± 0.0408,0.7079 ± 0.0346,0.9218 ± 0.0107,0.8764 ± 0.0158,0.8758 ± 0.0181,0.8749 ± 0.0174,0.9230 ± 0.0121,0.8759 ± 0.0104,0.7484 ± 0.0430,0.7069 ± 0.0275,0.9239 ± 0.0080,0.8738 ± 0.0100,0.8759 ± 0.0104,0.8742 ± 0.0101,0.9243 ± 0.0069
24,adaboost,chi2_mi_union_topk,0.7231 ± 0.0263,0.7045 ± 0.0457,0.8667 ± 0.0188,0.7059 ± 0.0600,0.7108 ± 0.0448,0.9207 ± 0.0153,0.8711 ± 0.0185,0.8667 ± 0.0188,0.8677 ± 0.0186,0.9227 ± 0.0123,0.8728 ± 0.0095,0.7390 ± 0.0438,0.7137 ± 0.0207,0.9233 ± 0.0086,0.8721 ± 0.0083,0.8728 ± 0.0095,0.8720 ± 0.0087,0.9258 ± 0.0084
25,svm,spearman_corr,0.6102 ± 0.0047,0.6088 ± 0.0103,0.9011 ± 0.0152,0.6008 ± 0.0099,0.6185 ± 0.0101,0.9494 ± 0.0099,0.8795 ± 0.0141,0.9011 ± 0.0152,0.8891 ± 0.0150,0.9588 ± 0.0063,0.9017 ± 0.0070,0.6010 ± 0.0046,0.6199 ± 0.0048,0.9539 ± 0.0062,0.8764 ± 0.0068,0.9017 ± 0.0070,0.8886 ± 0.0069,0.9604 ± 0.0036
26,svm,mutual_info,0.6093 ± 0.0043,0.6095 ± 0.0084,0.9022 ± 0.0123,0.6016 ± 0.0081,0.6192 ± 0.0083,0.9487 ± 0.0083,0.8805 ± 0.0116,0.9022 ± 0.0123,0.8902 ± 0.0122,0.9587 ± 0.0064,0.9005 ± 0.0063,0.6002 ± 0.0042,0.6190 ± 0.0045,0.9535 ± 0.0046,0.8752 ± 0.0062,0.9005 ± 0.0063,0.8874 ± 0.0062,0.9600 ± 0.0033
27,svm,spearman_sulov,0.6110 ± 0.0053,0.6088 ± 0.0072,0.9011 ± 0.0106,0.6008 ± 0.0070,0.6185 ± 0.0071,0.9492 ± 0.0096,0.8794 ± 0.0100,0.9011 ± 0.0106,0.8891 ± 0.0106,0.9587 ± 0.0061,0.9030 ± 0.0077,0.6018 ± 0.0052,0.6208 ± 0.0053,0.9541 ± 0.0059,0.8777 ± 0.0075,0.9030 ± 0.0077,0.8899 ± 0.0076,0.9602 ± 0.0034
28,svm,chi2,0.6091 ± 0.0041,0.6098 ± 0.0069,0.9026 ± 0.0102,0.6017 ± 0.0068,0.6195 ± 0.0070,0.9505 ± 0.0079,0.8808 ± 0.0099,0.9026 ± 0.0102,0.8905 ± 0.0101,0.9603 ± 0.0064,0.9002 ± 0.0060,0.6000 ± 0.0040,0.6188 ± 0.0041,0.9526 ± 0.0050,0.8749 ± 0.0058,0.9002 ± 0.0060,0.8871 ± 0.0059,0.9597 ± 0.0032
29,svm,chi2_mi_union_topk,0.6099 ± 0.0038,0.6110 ± 0.0059,0.9044 ± 0.0087,0.6030 ± 0.0056,0.6209 ± 0.0059,0.9477 ± 0.0120,0.8828 ± 0.0081,0.9044 ± 0.0087,0.8923 ± 0.0086,0.9602 ± 0.0063,0.9013 ± 0.0056,0.6007 ± 0.0037,0.6199 ± 0.0038,0.9535 ± 0.0073,0.8764 ± 0.0054,0.9013 ± 0.0056,0.8882 ± 0.0055,0.9608 ± 0.0028
30,logistic_regression,spearman_corr,0.7481 ± 0.0260,0.7109 ± 0.0294,0.8861 ± 0.0170,0.7038 ± 0.0252,0.7312 ± 0.0432,0.9420 ± 0.0090,0.8943 ± 0.0096,0.8861 ± 0.0170,0.8872 ± 0.0142,0.9552 ± 0.0059,0.8925 ± 0.0077,0.7467 ± 0.0379,0.7557 ± 0.0214,0.9394 ± 0.0122,0.8958 ± 0.0054,0.8925 ± 0.0077,0.8930 ± 0.0064,0.9505 ± 0.0053
31,logistic_regression,mutual_info,0.7529 ± 0.0286,0.7181 ± 0.0363,0.8875 ± 0.0125,0.7104 ± 0.0293,0.7412 ± 0.0586,0.9426 ± 0.0127,0.8959 ± 0.0087,0.8875 ± 0.0125,0.8885 ± 0.0107,0.9560 ± 0.0056,0.8931 ± 0.0089,0.7486 ± 0.0373,0.7613 ± 0.0218,0.9374 ± 0.0106,0.8962 ± 0.0070,0.8931 ± 0.0089,0.8937 ± 0.0080,0.9505 ± 0.0052
32,logistic_regression,spearman_sulov,0.7454 ± 0.0278,0.7055 ± 0.0382,0.8857 ± 0.0150,0.7016 ± 0.0323,0.7218 ± 0.0543,0.9411 ± 0.0104,0.8914 ± 0.0108,0.8857 ± 0.0150,0.8859 ± 0.0132,0.9545 ± 0.0053,0.8915 ± 0.0097,0.7441 ± 0.0382,0.7515 ± 0.0201,0.9388 ± 0.0112,0.8944 ± 0.0069,0.8915 ± 0.0097,0.8920 ± 0.0083,0.9502 ± 0.0048
33,logistic_regression,chi2,0.7403 ± 0.0209,0.7223 ± 0.0279,0.8894 ± 0.0164,0.7166 ± 0.0237,0.7424 ± 0.0475,0.9422 ± 0.0128,0.8972 ± 0.0116,0.8894 ± 0.0164,0.8903 ± 0.0143,0.9570 ± 0.0059,0.8898 ± 0.0078,0.7351 ± 0.0272,0.7504 ± 0.0220,0.9354 ± 0.0124,0.8932 ± 0.0057,0.8898 ± 0.0078,0.8905 ± 0.0068,0.9506 ± 0.0044
34,logistic_regression,chi2_mi_union_topk,0.7503 ± 0.0239,0.7105 ± 0.0215,0.8813 ± 0.0145,0.6984 ± 0.0116,0.7555 ± 0.0660,0.9489 ± 0.0092,0.8970 ± 0.0075,0.8813 ± 0.0145,0.8845 ± 0.0114,0.9579 ± 0.0070,0.8877 ± 0.0075,0.7302 ± 0.0237,0.7862 ± 0.0223,0.9515 ± 0.0085,0.8978 ± 0.0053,0.8877 ± 0.0075,0.8907 ± 0.0064,0.9579 ± 0.0034
35,knn,spearman_corr,0.5921 ± 0.0183,0.5933 ± 0.0475,0.8454 ± 0.0178,0.6384 ± 0.1393,0.5978 ± 0.0292,0.8184 ± 0.0351,0.8463 ± 0.0155,0.8454 ± 0.0178,0.8337 ± 0.0176,0.9081 ± 0.0125,0.8509 ± 0.0092,0.6902 ± 0.1362,0.5982 ± 0.0106,0.8423 ± 0.0081,0.8511 ± 0.0126,0.8509 ± 0.0092,0.8383 ± 0.0096,0.9148 ± 0.0061
36,knn,mutual_info,0.6074 ± 0.0220,0.5944 ± 0.0293,0.8575 ± 0.0162,0.6284 ± 0.1107,0.6011 ± 0.0168,0.8430 ± 0.0385,0.8545 ± 0.0126,0.8575 ± 0.0162,0.8458 ± 0.0156,0.9150 ± 0.0121,0.8690 ± 0.0091,0.7058 ± 0.1398,0.6116 ± 0.0124,0.8509 ± 0.0133,0.8656 ± 0.0129,0.8690 ± 0.0091,0.8567 ± 0.0091,0.9209 ± 0.0061
37,knn,spearman_sulov,0.5827 ± 0.0166,0.5840 ± 0.0322,0.8410 ± 0.0202,0.6364 ± 0.1383,0.5905 ± 0.0191,0.8199 ± 0.0393,0.8437 ± 0.0160,0.8410 ± 0.0202,0.8290 ± 0.0201,0.9072 ± 0.0111,0.8469 ± 0.0101,0.6549 ± 0.1409,0.5921 ± 0.0098,0.8351 ± 0.0095,0.8455 ± 0.0135,0.8469 ± 0.0101,0.8338 ± 0.0104,0.9108 ± 0.0086
38,knn,chi2,0.6011 ± 0.0193,0.5976 ± 0.0495,0.8527 ± 0.0153,0.6255 ± 0.1135,0.6024 ± 0.0317,0.8324 ± 0.0231,0.8503 ± 0.0149,0.8527 ± 0.0153,0.8415 ± 0.0153,0.9129 ± 0.0072,0.8640 ± 0.0095,0.6974 ± 0.1371,0.6065 ± 0.0115,0.8472 ± 0.0139,0.8609 ± 0.0137,0.8640 ± 0.0095,0.8516 ± 0.0101,0.9180 ± 0.0053
39,knn,chi2_mi_union_topk,0.6383 ± 0.0382,0.6371 ± 0.0592,0.8780 ± 0.0128,0.7108 ± 0.1610,0.6319 ± 0.0380,0.8467 ± 0.0274,0.8736 ± 0.0170,0.8780 ± 0.0128,0.8683 ± 0.0125,0.9206 ± 0.0123,0.8869 ± 0.0070,0.7820 ± 0.1471,0.6331 ± 0.0229,0.8686 ± 0.0166,0.8838 ± 0.0148,0.8869 ± 0.0070,0.8761 ± 0.0078,0.9328 ± 0.0092
40,gaussian_nb,spearman_corr,0.6395 ± 0.0189,0.6425 ± 0.0415,0.8143 ± 0.0314,0.6425 ± 0.0269,0.7246 ± 0.0624,0.8413 ± 0.0483,0.8758 ± 0.0139,0.8143 ± 0.0314,0.8360 ± 0.0244,0.9163 ± 0.0139,0.8058 ± 0.0198,0.6400 ± 0.0094,0.7233 ± 0.0249,0.8420 ± 0.0178,0.8712 ± 0.0065,0.8058 ± 0.0198,0.8306 ± 0.0140,0.9130 ± 0.0064
41,gaussian_nb,mutual_info,0.6733 ± 0.0172,0.6639 ± 0.0241,0.8253 ± 0.0274,0.6554 ± 0.0160,0.7721 ± 0.0475,0.8783 ± 0.0344,0.8804 ± 0.0149,0.8253 ± 0.0274,0.8444 ± 0.0233,0.9216 ± 0.0112,0.8291 ± 0.0117,0.6595 ± 0.0112,0.7659 ± 0.0321,0.8716 ± 0.0204,0.8743 ± 0.0053,0.8291 ± 0.0117,0.8462 ± 0.0092,0.9184 ± 0.0064
42,gaussian_nb,spearman_sulov,0.6352 ± 0.0284,0.6409 ± 0.0441,0.8062 ± 0.0345,0.6419 ± 0.0285,0.7376 ± 0.0670,0.8437 ± 0.0506,0.8746 ± 0.0181,0.8062 ± 0.0345,0.8296 ± 0.0283,0.9166 ± 0.0151,0.7958 ± 0.0284,0.6401 ± 0.0145,0.7311 ± 0.0433,0.8419 ± 0.0227,0.8728 ± 0.0079,0.7958 ± 0.0284,0.8238 ± 0.0208,0.9138 ± 0.0055
43,gaussian_nb,chi2,0.6803 ± 0.0182,0.6867 ± 0.0355,0.8462 ± 0.0284,0.6705 ± 0.0276,0.7721 ± 0.0426,0.8830 ± 0.0309,0.8833 ± 0.0144,0.8462 ± 0.0284,0.8588 ± 0.0240,0.9229 ± 0.0123,0.8396 ± 0.0079,0.6639 ± 0.0125,0.7589 ± 0.0387,0.8738 ± 0.0190,0.8759 ± 0.0050,0.8396 ± 0.0079,0.8534 ± 0.0068,0.9187 ± 0.0031
44,gaussian_nb,chi2_mi_union_topk,0.6804 ± 0.0180,0.6525 ± 0.0315,0.8114 ± 0.0241,0.6486 ± 0.0216,0.7723 ± 0.0672,0.9286 ± 0.0083,0.8769 ± 0.0157,0.8114 ± 0.0241,0.8340 ± 0.0209,0.9274 ± 0.0101,0.8193 ± 0.0115,0.6645 ± 0.0115,0.8100 ± 0.0271,0.9307 ± 0.0068,0.8730 ± 0.0069,0.8193 ± 0.0115,0.8388 ± 0.0088,0.9255 ± 0.0046
