,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,0.6594 ± 0.0248,0.6589 ± 0.0728,0.9004 ± 0.0086,0.7336 ± 0.1733,0.6491 ± 0.0481,0.9513 ± 0.0121,0.8885 ± 0.0170,0.9004 ± 0.0086,0.8912 ± 0.0093,0.9621 ± 0.0045,0.9014 ± 0.0068,0.9009 ± 0.1045,0.6456 ± 0.0135,0.9613 ± 0.0041,0.9015 ± 0.0102,0.9014 ± 0.0068,0.8915 ± 0.0063,0.9640 ± 0.0023
11,extra_trees,mutual_info,0.6577 ± 0.0161,0.6439 ± 0.0410,0.8934 ± 0.0095,0.7460 ± 0.1641,0.6351 ± 0.0232,0.9534 ± 0.0102,0.8833 ± 0.0141,0.8934 ± 0.0095,0.8841 ± 0.0090,0.9602 ± 0.0071,0.8991 ± 0.0046,0.8719 ± 0.0973,0.6438 ± 0.0084,0.9577 ± 0.0070,0.8972 ± 0.0065,0.8991 ± 0.0046,0.8894 ± 0.0045,0.9627 ± 0.0023
12,extra_trees,spearman_sulov,0.6654 ± 0.0274,0.6387 ± 0.0417,0.8967 ± 0.0113,0.7312 ± 0.1707,0.6330 ± 0.0234,0.9498 ± 0.0139,0.8849 ± 0.0155,0.8967 ± 0.0113,0.8868 ± 0.0110,0.9609 ± 0.0062,0.9014 ± 0.0060,0.8843 ± 0.1129,0.6490 ± 0.0164,0.9622 ± 0.0058,0.9002 ± 0.0117,0.9014 ± 0.0060,0.8920 ± 0.0064,0.9644 ± 0.0023
13,extra_trees,chi2,0.6703 ± 0.0246,0.6580 ± 0.0482,0.8941 ± 0.0095,0.7630 ± 0.1559,0.6447 ± 0.0282,0.9463 ± 0.0118,0.8853 ± 0.0138,0.8941 ± 0.0095,0.8855 ± 0.0084,0.9591 ± 0.0088,0.9005 ± 0.0069,0.8725 ± 0.1105,0.6518 ± 0.0128,0.9588 ± 0.0070,0.8982 ± 0.0093,0.9005 ± 0.0069,0.8913 ± 0.0061,0.9626 ± 0.0024
14,extra_trees,chi2_mi_union_topk,0.6914 ± 0.0302,0.6696 ± 0.0584,0.9018 ± 0.0110,0.7684 ± 0.1580,0.6547 ± 0.0368,0.9483 ± 0.0156,0.8934 ± 0.0177,0.9018 ± 0.0110,0.8935 ± 0.0113,0.9600 ± 0.0080,0.9027 ± 0.0060,0.8363 ± 0.0649,0.6674 ± 0.0199,0.9599 ± 0.0075,0.8982 ± 0.0085,0.9027 ± 0.0060,0.8951 ± 0.0063,0.9633 ± 0.0038
15,xgboost,spearman_corr,0.7071 ± 0.0368,0.6907 ± 0.0650,0.8930 ± 0.0123,0.7502 ± 0.1141,0.6755 ± 0.0506,0.9475 ± 0.0143,0.8858 ± 0.0127,0.8930 ± 0.0123,0.8871 ± 0.0118,0.9565 ± 0.0061,0.8906 ± 0.0087,0.8007 ± 0.0541,0.6795 ± 0.0282,0.9489 ± 0.0056,0.8855 ± 0.0103,0.8906 ± 0.0087,0.8851 ± 0.0090,0.9549 ± 0.0040
16,xgboost,mutual_info,0.7052 ± 0.0360,0.7057 ± 0.0667,0.8912 ± 0.0142,0.7979 ± 0.1258,0.6876 ± 0.0605,0.9448 ± 0.0156,0.8867 ± 0.0181,0.8912 ± 0.0142,0.8855 ± 0.0131,0.9567 ± 0.0049,0.8896 ± 0.0091,0.7920 ± 0.0700,0.6789 ± 0.0264,0.9486 ± 0.0061,0.8845 ± 0.0101,0.8896 ± 0.0091,0.8844 ± 0.0090,0.9547 ± 0.0039
17,xgboost,spearman_sulov,0.7085 ± 0.0487,0.6929 ± 0.0704,0.8908 ± 0.0084,0.7458 ± 0.1137,0.6785 ± 0.0595,0.9489 ± 0.0111,0.8830 ± 0.0120,0.8908 ± 0.0084,0.8848 ± 0.0084,0.9567 ± 0.0037,0.8921 ± 0.0074,0.7926 ± 0.0674,0.6825 ± 0.0360,0.9492 ± 0.0068,0.8866 ± 0.0097,0.8921 ± 0.0074,0.8868 ± 0.0077,0.9551 ± 0.0034
18,xgboost,chi2,0.7230 ± 0.0349,0.7104 ± 0.0746,0.8934 ± 0.0116,0.8013 ± 0.1259,0.6937 ± 0.0734,0.9461 ± 0.0152,0.8894 ± 0.0177,0.8934 ± 0.0116,0.8879 ± 0.0123,0.9573 ± 0.0052,0.8907 ± 0.0082,0.8087 ± 0.0604,0.6936 ± 0.0271,0.9490 ± 0.0079,0.8868 ± 0.0086,0.8907 ± 0.0082,0.8863 ± 0.0079,0.9553 ± 0.0040
19,xgboost,chi2_mi_union_topk,0.7080 ± 0.0247,0.7107 ± 0.0695,0.8956 ± 0.0168,0.7711 ± 0.1088,0.6908 ± 0.0552,0.9307 ± 0.0199,0.8895 ± 0.0198,0.8956 ± 0.0168,0.8903 ± 0.0175,0.9434 ± 0.0087,0.8907 ± 0.0075,0.7879 ± 0.0339,0.6816 ± 0.0193,0.9397 ± 0.0047,0.8852 ± 0.0079,0.8907 ± 0.0075,0.8855 ± 0.0075,0.9495 ± 0.0038
20,adaboost,spearman_corr,0.7308 ± 0.0303,0.6987 ± 0.0416,0.8722 ± 0.0181,0.7142 ± 0.0593,0.6962 ± 0.0462,0.9235 ± 0.0132,0.8724 ± 0.0175,0.8722 ± 0.0181,0.8708 ± 0.0177,0.9240 ± 0.0150,0.8766 ± 0.0083,0.7493 ± 0.0309,0.7196 ± 0.0337,0.9258 ± 0.0079,0.8751 ± 0.0083,0.8766 ± 0.0083,0.8753 ± 0.0083,0.9271 ± 0.0058
21,adaboost,mutual_info,0.7244 ± 0.0302,0.7124 ± 0.0188,0.8744 ± 0.0173,0.7258 ± 0.0395,0.7115 ± 0.0293,0.9203 ± 0.0135,0.8762 ± 0.0155,0.8744 ± 0.0173,0.8739 ± 0.0168,0.9203 ± 0.0117,0.8769 ± 0.0123,0.7504 ± 0.0382,0.7093 ± 0.0317,0.9254 ± 0.0078,0.8747 ± 0.0120,0.8769 ± 0.0123,0.8751 ± 0.0122,0.9271 ± 0.0055
22,adaboost,spearman_sulov,0.7323 ± 0.0265,0.7223 ± 0.0417,0.8740 ± 0.0175,0.7488 ± 0.0581,0.7154 ± 0.0494,0.9230 ± 0.0157,0.8745 ± 0.0166,0.8740 ± 0.0175,0.8729 ± 0.0173,0.9246 ± 0.0126,0.8781 ± 0.0084,0.7554 ± 0.0347,0.7173 ± 0.0243,0.9251 ± 0.0088,0.8762 ± 0.0080,0.8781 ± 0.0084,0.8767 ± 0.0082,0.9258 ± 0.0068
23,adaboost,chi2,0.7256 ± 0.0300,0.7130 ± 0.0180,0.8744 ± 0.0173,0.7267 ± 0.0384,0.7114 ± 0.0294,0.9209 ± 0.0130,0.8758 ± 0.0154,0.8744 ± 0.0173,0.8739 ± 0.0168,0.9212 ± 0.0104,0.8761 ± 0.0121,0.7504 ± 0.0396,0.7105 ± 0.0296,0.9247 ± 0.0072,0.8740 ± 0.0119,0.8761 ± 0.0121,0.8744 ± 0.0120,0.9259 ± 0.0055
24,adaboost,chi2_mi_union_topk,0.7235 ± 0.0325,0.7006 ± 0.0445,0.8663 ± 0.0183,0.7059 ± 0.0617,0.7060 ± 0.0453,0.9199 ± 0.0151,0.8710 ± 0.0181,0.8663 ± 0.0183,0.8672 ± 0.0181,0.9219 ± 0.0121,0.8747 ± 0.0097,0.7355 ± 0.0455,0.7168 ± 0.0311,0.9235 ± 0.0085,0.8745 ± 0.0092,0.8747 ± 0.0097,0.8742 ± 0.0094,0.9254 ± 0.0078
25,svm,spearman_corr,0.6097 ± 0.0050,0.6098 ± 0.0080,0.9026 ± 0.0117,0.6017 ± 0.0077,0.6195 ± 0.0078,0.9511 ± 0.0070,0.8809 ± 0.0110,0.9026 ± 0.0117,0.8905 ± 0.0116,0.9601 ± 0.0068,0.9011 ± 0.0074,0.6006 ± 0.0049,0.6196 ± 0.0051,0.9543 ± 0.0041,0.8759 ± 0.0071,0.9011 ± 0.0074,0.8880 ± 0.0073,0.9595 ± 0.0023
26,svm,mutual_info,0.6080 ± 0.0030,0.6068 ± 0.0066,0.8982 ± 0.0097,0.5989 ± 0.0064,0.6165 ± 0.0068,0.9499 ± 0.0071,0.8767 ± 0.0095,0.8982 ± 0.0097,0.8862 ± 0.0096,0.9595 ± 0.0064,0.8986 ± 0.0045,0.5989 ± 0.0030,0.6178 ± 0.0032,0.9533 ± 0.0041,0.8735 ± 0.0044,0.8986 ± 0.0045,0.8855 ± 0.0044,0.9593 ± 0.0026
27,svm,spearman_sulov,0.6090 ± 0.0045,0.6093 ± 0.0077,0.9018 ± 0.0114,0.6012 ± 0.0076,0.6190 ± 0.0078,0.9517 ± 0.0067,0.8801 ± 0.0110,0.9018 ± 0.0114,0.8898 ± 0.0113,0.9599 ± 0.0065,0.9000 ± 0.0067,0.5998 ± 0.0044,0.6188 ± 0.0046,0.9548 ± 0.0041,0.8748 ± 0.0065,0.9000 ± 0.0067,0.8869 ± 0.0066,0.9599 ± 0.0025
28,svm,chi2,0.6079 ± 0.0040,0.6071 ± 0.0069,0.8985 ± 0.0102,0.5991 ± 0.0067,0.6167 ± 0.0071,0.9505 ± 0.0071,0.8770 ± 0.0099,0.8985 ± 0.0102,0.8866 ± 0.0101,0.9597 ± 0.0066,0.8984 ± 0.0058,0.5988 ± 0.0039,0.6177 ± 0.0040,0.9535 ± 0.0037,0.8732 ± 0.0057,0.8984 ± 0.0058,0.8854 ± 0.0058,0.9591 ± 0.0025
29,svm,chi2_mi_union_topk,0.6097 ± 0.0034,0.6100 ± 0.0054,0.9029 ± 0.0080,0.6021 ± 0.0052,0.6200 ± 0.0055,0.9462 ± 0.0128,0.8818 ± 0.0077,0.9029 ± 0.0080,0.8908 ± 0.0079,0.9582 ± 0.0062,0.9009 ± 0.0050,0.6005 ± 0.0033,0.6198 ± 0.0033,0.9514 ± 0.0073,0.8762 ± 0.0047,0.9009 ± 0.0050,0.8879 ± 0.0049,0.9590 ± 0.0023
30,logistic_regression,spearman_corr,0.7563 ± 0.0236,0.7311 ± 0.0395,0.8850 ± 0.0177,0.7190 ± 0.0348,0.7623 ± 0.0588,0.9459 ± 0.0127,0.8960 ± 0.0112,0.8850 ± 0.0177,0.8868 ± 0.0157,0.9585 ± 0.0051,0.8954 ± 0.0086,0.7445 ± 0.0277,0.7756 ± 0.0211,0.9441 ± 0.0088,0.9013 ± 0.0053,0.8954 ± 0.0086,0.8968 ± 0.0073,0.9543 ± 0.0030
31,logistic_regression,mutual_info,0.7459 ± 0.0267,0.7230 ± 0.0314,0.8835 ± 0.0159,0.7129 ± 0.0316,0.7522 ± 0.0512,0.9425 ± 0.0141,0.8944 ± 0.0087,0.8835 ± 0.0159,0.8853 ± 0.0135,0.9561 ± 0.0060,0.8907 ± 0.0070,0.7389 ± 0.0309,0.7581 ± 0.0263,0.9398 ± 0.0091,0.8947 ± 0.0045,0.8907 ± 0.0070,0.8916 ± 0.0057,0.9517 ± 0.0027
32,logistic_regression,spearman_sulov,0.7515 ± 0.0197,0.7273 ± 0.0331,0.8853 ± 0.0173,0.7151 ± 0.0302,0.7578 ± 0.0499,0.9451 ± 0.0135,0.8963 ± 0.0105,0.8853 ± 0.0173,0.8874 ± 0.0150,0.9577 ± 0.0057,0.8947 ± 0.0055,0.7408 ± 0.0219,0.7679 ± 0.0212,0.9429 ± 0.0083,0.8995 ± 0.0035,0.8947 ± 0.0055,0.8958 ± 0.0046,0.9533 ± 0.0029
33,logistic_regression,chi2,0.7393 ± 0.0217,0.7244 ± 0.0312,0.8832 ± 0.0140,0.7131 ± 0.0253,0.7564 ± 0.0608,0.9403 ± 0.0149,0.8938 ± 0.0075,0.8832 ± 0.0140,0.8849 ± 0.0117,0.9549 ± 0.0060,0.8898 ± 0.0066,0.7316 ± 0.0249,0.7522 ± 0.0246,0.9367 ± 0.0106,0.8940 ± 0.0040,0.8898 ± 0.0066,0.8907 ± 0.0055,0.9502 ± 0.0028
34,logistic_regression,chi2_mi_union_topk,0.7500 ± 0.0258,0.7043 ± 0.0293,0.8777 ± 0.0173,0.6931 ± 0.0255,0.7486 ± 0.0617,0.9459 ± 0.0105,0.8949 ± 0.0094,0.8777 ± 0.0173,0.8816 ± 0.0138,0.9552 ± 0.0072,0.8881 ± 0.0055,0.7308 ± 0.0241,0.7830 ± 0.0271,0.9491 ± 0.0083,0.8975 ± 0.0044,0.8881 ± 0.0055,0.8907 ± 0.0049,0.9562 ± 0.0030
35,knn,spearman_corr,0.6135 ± 0.0324,0.6132 ± 0.0483,0.8637 ± 0.0154,0.6641 ± 0.1392,0.6139 ± 0.0290,0.8338 ± 0.0275,0.8599 ± 0.0137,0.8637 ± 0.0154,0.8529 ± 0.0145,0.9216 ± 0.0092,0.8698 ± 0.0079,0.7204 ± 0.1544,0.6154 ± 0.0198,0.8473 ± 0.0187,0.8668 ± 0.0148,0.8698 ± 0.0079,0.8579 ± 0.0088,0.9240 ± 0.0062
36,knn,mutual_info,0.6179 ± 0.0247,0.6153 ± 0.0494,0.8689 ± 0.0129,0.6570 ± 0.1257,0.6174 ± 0.0323,0.8436 ± 0.0256,0.8651 ± 0.0155,0.8689 ± 0.0129,0.8581 ± 0.0133,0.9172 ± 0.0109,0.8701 ± 0.0066,0.7677 ± 0.1455,0.6175 ± 0.0142,0.8599 ± 0.0135,0.8719 ± 0.0126,0.8701 ± 0.0066,0.8584 ± 0.0073,0.9228 ± 0.0055
37,knn,spearman_sulov,0.6015 ± 0.0200,0.6048 ± 0.0335,0.8608 ± 0.0142,0.6634 ± 0.1390,0.6077 ± 0.0181,0.8323 ± 0.0306,0.8594 ± 0.0117,0.8608 ± 0.0142,0.8495 ± 0.0133,0.9125 ± 0.0096,0.8646 ± 0.0088,0.6975 ± 0.1386,0.6069 ± 0.0120,0.8484 ± 0.0177,0.8610 ± 0.0153,0.8646 ± 0.0088,0.8522 ± 0.0094,0.9203 ± 0.0078
38,knn,chi2,0.6116 ± 0.0333,0.6166 ± 0.0534,0.8597 ± 0.0152,0.6725 ± 0.1425,0.6161 ± 0.0337,0.8327 ± 0.0271,0.8616 ± 0.0180,0.8597 ± 0.0152,0.8495 ± 0.0154,0.9171 ± 0.0103,0.8664 ± 0.0089,0.7402 ± 0.1699,0.6133 ± 0.0196,0.8525 ± 0.0108,0.8662 ± 0.0173,0.8664 ± 0.0089,0.8543 ± 0.0095,0.9201 ± 0.0053
39,knn,chi2_mi_union_topk,0.6415 ± 0.0363,0.6333 ± 0.0432,0.8784 ± 0.0119,0.7388 ± 0.1667,0.6277 ± 0.0252,0.8432 ± 0.0280,0.8762 ± 0.0174,0.8784 ± 0.0119,0.8684 ± 0.0122,0.9182 ± 0.0150,0.8862 ± 0.0080,0.8092 ± 0.1391,0.6344 ± 0.0220,0.8627 ± 0.0203,0.8855 ± 0.0156,0.8862 ± 0.0080,0.8755 ± 0.0093,0.9292 ± 0.0102
40,gaussian_nb,spearman_corr,0.6757 ± 0.0215,0.6576 ± 0.0459,0.8311 ± 0.0312,0.6510 ± 0.0347,0.7264 ± 0.0606,0.8494 ± 0.0566,0.8764 ± 0.0158,0.8311 ± 0.0312,0.8472 ± 0.0250,0.9194 ± 0.0162,0.8349 ± 0.0131,0.6613 ± 0.0143,0.7578 ± 0.0353,0.8737 ± 0.0199,0.8758 ± 0.0067,0.8349 ± 0.0131,0.8502 ± 0.0102,0.9195 ± 0.0044
41,gaussian_nb,mutual_info,0.6871 ± 0.0121,0.6877 ± 0.0277,0.8436 ± 0.0240,0.6702 ± 0.0204,0.7885 ± 0.0447,0.9048 ± 0.0296,0.8843 ± 0.0136,0.8436 ± 0.0240,0.8576 ± 0.0211,0.9266 ± 0.0107,0.8409 ± 0.0084,0.6685 ± 0.0084,0.7700 ± 0.0230,0.8901 ± 0.0116,0.8760 ± 0.0065,0.8409 ± 0.0084,0.8542 ± 0.0076,0.9218 ± 0.0045
42,gaussian_nb,spearman_sulov,0.6708 ± 0.0197,0.6662 ± 0.0515,0.8330 ± 0.0364,0.6579 ± 0.0385,0.7460 ± 0.0703,0.8534 ± 0.0545,0.8797 ± 0.0197,0.8330 ± 0.0364,0.8488 ± 0.0295,0.9205 ± 0.0151,0.8294 ± 0.0133,0.6586 ± 0.0122,0.7597 ± 0.0334,0.8745 ± 0.0232,0.8758 ± 0.0049,0.8294 ± 0.0133,0.8464 ± 0.0095,0.9202 ± 0.0035
43,gaussian_nb,chi2,0.6838 ± 0.0191,0.6862 ± 0.0464,0.8473 ± 0.0298,0.6717 ± 0.0400,0.7639 ± 0.0543,0.8779 ± 0.0340,0.8829 ± 0.0161,0.8473 ± 0.0298,0.8595 ± 0.0252,0.9233 ± 0.0130,0.8418 ± 0.0097,0.6664 ± 0.0135,0.7604 ± 0.0349,0.8797 ± 0.0174,0.8762 ± 0.0064,0.8418 ± 0.0097,0.8548 ± 0.0082,0.9204 ± 0.0034
44,gaussian_nb,chi2_mi_union_topk,0.6956 ± 0.0137,0.6662 ± 0.0389,0.8271 ± 0.0307,0.6556 ± 0.0274,0.7642 ± 0.0574,0.9253 ± 0.0096,0.8764 ± 0.0162,0.8271 ± 0.0307,0.8445 ± 0.0259,0.9276 ± 0.0115,0.8341 ± 0.0085,0.6739 ± 0.0092,0.8072 ± 0.0183,0.9297 ± 0.0051,0.8748 ± 0.0063,0.8341 ± 0.0085,0.8491 ± 0.0070,0.9261 ± 0.0041
