,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
13,extra_trees,chi2,0.6577 ± 0.0410,0.6570 ± 0.0416,0.9018 ± 0.0071,0.7684 ± 0.1576,0.6455 ± 0.0246,0.9485 ± 0.0138,0.8931 ± 0.0147,0.9018 ± 0.0071,0.8930 ± 0.0071,0.9610 ± 0.0065,0.8989 ± 0.0061,0.7712 ± 0.1321,0.6454 ± 0.0250,0.9559 ± 0.0067,0.8891 ± 0.0136,0.8989 ± 0.0061,0.8895 ± 0.0067,0.9612 ± 0.0031
14,extra_trees,chi2_mi_union_topk,0.6666 ± 0.0338,0.6606 ± 0.0395,0.8971 ± 0.0111,0.7770 ± 0.1479,0.6469 ± 0.0251,0.9460 ± 0.0125,0.8905 ± 0.0164,0.8971 ± 0.0111,0.8890 ± 0.0114,0.9556 ± 0.0077,0.8925 ± 0.0056,0.7809 ± 0.0925,0.6495 ± 0.0222,0.9551 ± 0.0060,0.8849 ± 0.0102,0.8925 ± 0.0056,0.8844 ± 0.0059,0.9573 ± 0.0047
15,xgboost,spearman_corr,0.6972 ± 0.0425,0.6959 ± 0.0517,0.8971 ± 0.0120,0.7627 ± 0.0888,0.6788 ± 0.0442,0.9220 ± 0.0286,0.8923 ± 0.0152,0.8971 ± 0.0120,0.8916 ± 0.0137,0.9556 ± 0.0046,0.8918 ± 0.0073,0.7531 ± 0.0523,0.6774 ± 0.0345,0.9358 ± 0.0093,0.8848 ± 0.0096,0.8918 ± 0.0073,0.8866 ± 0.0082,0.9558 ± 0.0040
16,xgboost,mutual_info,0.7086 ± 0.0401,0.6995 ± 0.0533,0.8960 ± 0.0174,0.7481 ± 0.0744,0.6824 ± 0.0435,0.9225 ± 0.0256,0.8908 ± 0.0184,0.8960 ± 0.0174,0.8913 ± 0.0174,0.9549 ± 0.0056,0.8936 ± 0.0066,0.7747 ± 0.0590,0.6856 ± 0.0322,0.9388 ± 0.0070,0.8878 ± 0.0089,0.8936 ± 0.0066,0.8886 ± 0.0078,0.9552 ± 0.0038
17,xgboost,spearman_sulov,0.7117 ± 0.0353,0.6992 ± 0.0576,0.8963 ± 0.0134,0.7778 ± 0.1025,0.6782 ± 0.0442,0.9258 ± 0.0256,0.8920 ± 0.0158,0.8963 ± 0.0134,0.8911 ± 0.0145,0.9561 ± 0.0044,0.8937 ± 0.0032,0.7969 ± 0.0428,0.6856 ± 0.0288,0.9406 ± 0.0107,0.8885 ± 0.0049,0.8937 ± 0.0032,0.8884 ± 0.0041,0.9559 ± 0.0034
18,xgboost,chi2,0.6895 ± 0.0300,0.7154 ± 0.0620,0.8985 ± 0.0174,0.7817 ± 0.0971,0.6930 ± 0.0498,0.9227 ± 0.0228,0.8944 ± 0.0207,0.8985 ± 0.0174,0.8938 ± 0.0179,0.9524 ± 0.0048,0.8893 ± 0.0067,0.7521 ± 0.0509,0.6704 ± 0.0255,0.9362 ± 0.0090,0.8824 ± 0.0088,0.8893 ± 0.0067,0.8838 ± 0.0070,0.9536 ± 0.0039
19,xgboost,chi2_mi_union_topk,0.7126 ± 0.0381,0.7173 ± 0.0665,0.8883 ± 0.0191,0.7729 ± 0.0947,0.6994 ± 0.0601,0.9186 ± 0.0228,0.8844 ± 0.0218,0.8883 ± 0.0191,0.8843 ± 0.0197,0.9441 ± 0.0113,0.8819 ± 0.0077,0.7603 ± 0.0518,0.6911 ± 0.0326,0.9342 ± 0.0099,0.8772 ± 0.0089,0.8819 ± 0.0077,0.8783 ± 0.0079,0.9470 ± 0.0052
20,adaboost,spearman_corr,0.7234 ± 0.0231,0.6990 ± 0.0501,0.8766 ± 0.0206,0.7284 ± 0.0985,0.7003 ± 0.0414,0.9115 ± 0.0120,0.8812 ± 0.0147,0.8766 ± 0.0206,0.8771 ± 0.0174,0.9239 ± 0.0188,0.8781 ± 0.0086,0.7444 ± 0.0325,0.7106 ± 0.0228,0.9206 ± 0.0099,0.8761 ± 0.0092,0.8781 ± 0.0086,0.8767 ± 0.0090,0.9272 ± 0.0064
21,adaboost,mutual_info,0.7277 ± 0.0371,0.6959 ± 0.0441,0.8802 ± 0.0138,0.7277 ± 0.0941,0.6938 ± 0.0420,0.9184 ± 0.0112,0.8822 ± 0.0120,0.8802 ± 0.0138,0.8796 ± 0.0122,0.9299 ± 0.0107,0.8785 ± 0.0082,0.7533 ± 0.0425,0.7143 ± 0.0397,0.9193 ± 0.0122,0.8761 ± 0.0086,0.8785 ± 0.0082,0.8766 ± 0.0087,0.9240 ± 0.0077
22,adaboost,spearman_sulov,0.7222 ± 0.0218,0.6835 ± 0.0419,0.8733 ± 0.0212,0.7093 ± 0.0900,0.6887 ± 0.0554,0.9100 ± 0.0105,0.8759 ± 0.0188,0.8733 ± 0.0212,0.8730 ± 0.0184,0.9189 ± 0.0150,0.8800 ± 0.0099,0.7417 ± 0.0298,0.7102 ± 0.0229,0.9227 ± 0.0071,0.8778 ± 0.0094,0.8800 ± 0.0099,0.8785 ± 0.0095,0.9283 ± 0.0062
23,adaboost,chi2,0.7288 ± 0.0280,0.7026 ± 0.0519,0.8799 ± 0.0218,0.7452 ± 0.1125,0.6976 ± 0.0440,0.9154 ± 0.0110,0.8822 ± 0.0201,0.8799 ± 0.0218,0.8790 ± 0.0199,0.9250 ± 0.0162,0.8805 ± 0.0073,0.7521 ± 0.0372,0.7177 ± 0.0333,0.9188 ± 0.0139,0.8788 ± 0.0069,0.8805 ± 0.0073,0.8790 ± 0.0074,0.9232 ± 0.0082
24,adaboost,chi2_mi_union_topk,0.7287 ± 0.0316,0.6989 ± 0.0516,0.8755 ± 0.0189,0.7130 ± 0.0701,0.6991 ± 0.0434,0.9154 ± 0.0098,0.8783 ± 0.0135,0.8755 ± 0.0189,0.8759 ± 0.0160,0.9259 ± 0.0147,0.8778 ± 0.0071,0.7383 ± 0.0287,0.7245 ± 0.0422,0.9178 ± 0.0128,0.8769 ± 0.0087,0.8778 ± 0.0071,0.8770 ± 0.0081,0.9219 ± 0.0089
25,svm,spearman_corr,0.6068 ± 0.0043,0.6068 ± 0.0073,0.8982 ± 0.0108,0.5990 ± 0.0070,0.6167 ± 0.0071,0.9425 ± 0.0099,0.8770 ± 0.0099,0.8982 ± 0.0108,0.8862 ± 0.0107,0.9572 ± 0.0067,0.8969 ± 0.0063,0.5977 ± 0.0043,0.6169 ± 0.0043,0.9496 ± 0.0061,0.8720 ± 0.0061,0.8969 ± 0.0063,0.8838 ± 0.0063,0.9593 ± 0.0032
26,svm,mutual_info,0.6078 ± 0.0046,0.6083 ± 0.0073,0.9004 ± 0.0108,0.6003 ± 0.0070,0.6181 ± 0.0072,0.9496 ± 0.0069,0.8788 ± 0.0100,0.9004 ± 0.0108,0.8884 ± 0.0107,0.9584 ± 0.0063,0.8983 ± 0.0068,0.5987 ± 0.0046,0.6176 ± 0.0046,0.9516 ± 0.0064,0.8731 ± 0.0065,0.8983 ± 0.0068,0.8852 ± 0.0067,0.9590 ± 0.0031
27,svm,spearman_sulov,0.6080 ± 0.0037,0.6093 ± 0.0077,0.9018 ± 0.0113,0.6013 ± 0.0074,0.6191 ± 0.0075,0.9446 ± 0.0083,0.8804 ± 0.0104,0.9018 ± 0.0113,0.8898 ± 0.0112,0.9581 ± 0.0066,0.8986 ± 0.0055,0.5989 ± 0.0037,0.6180 ± 0.0038,0.9497 ± 0.0057,0.8736 ± 0.0053,0.8986 ± 0.0055,0.8855 ± 0.0054,0.9594 ± 0.0034
28,svm,chi2,0.6074 ± 0.0039,0.6088 ± 0.0084,0.9011 ± 0.0123,0.6008 ± 0.0081,0.6186 ± 0.0084,0.9483 ± 0.0074,0.8795 ± 0.0118,0.9011 ± 0.0123,0.8891 ± 0.0122,0.9581 ± 0.0063,0.8976 ± 0.0057,0.5983 ± 0.0038,0.6171 ± 0.0038,0.9499 ± 0.0065,0.8725 ± 0.0054,0.8976 ± 0.0057,0.8846 ± 0.0056,0.9581 ± 0.0034
29,svm,chi2_mi_union_topk,0.6098 ± 0.0030,0.6095 ± 0.0069,0.9022 ± 0.0102,0.6016 ± 0.0065,0.6195 ± 0.0067,0.9454 ± 0.0084,0.8809 ± 0.0092,0.9022 ± 0.0102,0.8901 ± 0.0102,0.9577 ± 0.0062,0.9011 ± 0.0044,0.6006 ± 0.0029,0.6197 ± 0.0029,0.9499 ± 0.0087,0.8761 ± 0.0041,0.9011 ± 0.0044,0.8880 ± 0.0043,0.9578 ± 0.0034
30,logistic_regression,spearman_corr,0.7274 ± 0.0387,0.6715 ± 0.0316,0.8733 ± 0.0126,0.6646 ± 0.0258,0.6961 ± 0.0461,0.9265 ± 0.0096,0.8885 ± 0.0070,0.8733 ± 0.0126,0.8770 ± 0.0099,0.9441 ± 0.0089,0.8847 ± 0.0104,0.7141 ± 0.0362,0.7494 ± 0.0421,0.9312 ± 0.0106,0.8928 ± 0.0096,0.8847 ± 0.0104,0.8869 ± 0.0099,0.9483 ± 0.0041
31,logistic_regression,mutual_info,0.7333 ± 0.0296,0.6878 ± 0.0345,0.8766 ± 0.0171,0.6846 ± 0.0411,0.7113 ± 0.0549,0.9362 ± 0.0113,0.8879 ± 0.0099,0.8766 ± 0.0171,0.8790 ± 0.0142,0.9486 ± 0.0080,0.8852 ± 0.0074,0.7218 ± 0.0313,0.7511 ± 0.0266,0.9352 ± 0.0101,0.8914 ± 0.0052,0.8852 ± 0.0074,0.8870 ± 0.0063,0.9486 ± 0.0047
32,logistic_regression,spearman_sulov,0.7245 ± 0.0323,0.6676 ± 0.0351,0.8707 ± 0.0167,0.6598 ± 0.0291,0.6940 ± 0.0548,0.9298 ± 0.0093,0.8853 ± 0.0113,0.8707 ± 0.0167,0.8747 ± 0.0139,0.9468 ± 0.0085,0.8836 ± 0.0082,0.7106 ± 0.0297,0.7487 ± 0.0356,0.9322 ± 0.0109,0.8928 ± 0.0066,0.8836 ± 0.0082,0.8863 ± 0.0071,0.9491 ± 0.0048
33,logistic_regression,chi2,0.7222 ± 0.0287,0.6829 ± 0.0352,0.8747 ± 0.0201,0.6785 ± 0.0347,0.7102 ± 0.0576,0.9356 ± 0.0096,0.8879 ± 0.0110,0.8747 ± 0.0201,0.8776 ± 0.0165,0.9477 ± 0.0082,0.8802 ± 0.0058,0.7088 ± 0.0263,0.7443 ± 0.0331,0.9326 ± 0.0114,0.8878 ± 0.0054,0.8802 ± 0.0058,0.8825 ± 0.0054,0.9475 ± 0.0046
34,logistic_regression,chi2_mi_union_topk,0.7340 ± 0.0316,0.7021 ± 0.0335,0.8758 ± 0.0125,0.6875 ± 0.0272,0.7473 ± 0.0600,0.9424 ± 0.0090,0.8942 ± 0.0079,0.8758 ± 0.0125,0.8807 ± 0.0097,0.9523 ± 0.0090,0.8855 ± 0.0083,0.7148 ± 0.0273,0.7710 ± 0.0366,0.9450 ± 0.0112,0.8983 ± 0.0060,0.8855 ± 0.0083,0.8895 ± 0.0070,0.9532 ± 0.0038
35,knn,spearman_corr,0.5928 ± 0.0226,0.5779 ± 0.0248,0.8451 ± 0.0152,0.5894 ± 0.0535,0.5887 ± 0.0168,0.8343 ± 0.0238,0.8443 ± 0.0116,0.8451 ± 0.0152,0.8330 ± 0.0155,0.9111 ± 0.0123,0.8517 ± 0.0132,0.7237 ± 0.1688,0.5986 ± 0.0143,0.8411 ± 0.0167,0.8541 ± 0.0200,0.8517 ± 0.0132,0.8390 ± 0.0138,0.9142 ± 0.0077
36,knn,mutual_info,0.6600 ± 0.0295,0.6221 ± 0.0528,0.8762 ± 0.0081,0.6712 ± 0.1423,0.6217 ± 0.0328,0.8618 ± 0.0286,0.8696 ± 0.0138,0.8762 ± 0.0081,0.8661 ± 0.0089,0.9308 ± 0.0097,0.8807 ± 0.0079,0.8342 ± 0.0728,0.6448 ± 0.0193,0.8680 ± 0.0251,0.8840 ± 0.0069,0.8807 ± 0.0079,0.8715 ± 0.0080,0.9317 ± 0.0071
37,knn,spearman_sulov,0.6115 ± 0.0354,0.5888 ± 0.0309,0.8491 ± 0.0105,0.6240 ± 0.1109,0.5957 ± 0.0181,0.8369 ± 0.0275,0.8483 ± 0.0097,0.8491 ± 0.0105,0.8375 ± 0.0104,0.9182 ± 0.0115,0.8613 ± 0.0080,0.7122 ± 0.1539,0.6117 ± 0.0200,0.8493 ± 0.0135,0.8597 ± 0.0156,0.8613 ± 0.0080,0.8496 ± 0.0083,0.9186 ± 0.0033
38,knn,chi2,0.6347 ± 0.0317,0.6270 ± 0.0479,0.8747 ± 0.0097,0.6766 ± 0.1227,0.6254 ± 0.0311,0.8618 ± 0.0334,0.8701 ± 0.0113,0.8747 ± 0.0097,0.8650 ± 0.0097,0.9310 ± 0.0075,0.8772 ± 0.0064,0.7817 ± 0.1252,0.6285 ± 0.0191,0.8680 ± 0.0189,0.8760 ± 0.0140,0.8772 ± 0.0064,0.8666 ± 0.0077,0.9314 ± 0.0044
39,knn,chi2_mi_union_topk,0.6655 ± 0.0429,0.6503 ± 0.0502,0.8835 ± 0.0094,0.7529 ± 0.1570,0.6395 ± 0.0312,0.8573 ± 0.0333,0.8806 ± 0.0140,0.8835 ± 0.0094,0.8751 ± 0.0097,0.9299 ± 0.0136,0.8932 ± 0.0064,0.7717 ± 0.1136,0.6527 ± 0.0274,0.8720 ± 0.0236,0.8888 ± 0.0116,0.8932 ± 0.0064,0.8844 ± 0.0071,0.9360 ± 0.0061
40,gaussian_nb,spearman_corr,0.5938 ± 0.0447,0.5844 ± 0.0341,0.7256 ± 0.0452,0.6384 ± 0.0144,0.7555 ± 0.0402,0.9035 ± 0.0296,0.8914 ± 0.0188,0.7256 ± 0.0452,0.7667 ± 0.0422,0.9302 ± 0.0123,0.7281 ± 0.0559,0.6393 ± 0.0141,0.7538 ± 0.0426,0.8865 ± 0.0242,0.8837 ± 0.0106,0.7281 ± 0.0559,0.7707 ± 0.0487,0.9246 ± 0.0095
41,gaussian_nb,mutual_info,0.6921 ± 0.0163,0.6685 ± 0.0251,0.8231 ± 0.0250,0.6605 ± 0.0179,0.7986 ± 0.0468,0.9098 ± 0.0237,0.8852 ± 0.0141,0.8231 ± 0.0250,0.8426 ± 0.0214,0.9281 ± 0.0117,0.8336 ± 0.0111,0.6736 ± 0.0110,0.8115 ± 0.0209,0.9084 ± 0.0115,0.8812 ± 0.0066,0.8336 ± 0.0111,0.8499 ± 0.0086,0.9242 ± 0.0062
42,gaussian_nb,spearman_sulov,0.5895 ± 0.0422,0.5821 ± 0.0373,0.7209 ± 0.0478,0.6385 ± 0.0123,0.7569 ± 0.0417,0.9033 ± 0.0288,0.8912 ± 0.0148,0.7209 ± 0.0478,0.7626 ± 0.0428,0.9290 ± 0.0125,0.7237 ± 0.0537,0.6367 ± 0.0128,0.7494 ± 0.0378,0.8863 ± 0.0239,0.8810 ± 0.0106,0.7237 ± 0.0537,0.7662 ± 0.0476,0.9247 ± 0.0093
43,gaussian_nb,chi2,0.7016 ± 0.0102,0.6824 ± 0.0225,0.8337 ± 0.0218,0.6687 ± 0.0168,0.8099 ± 0.0404,0.9142 ± 0.0288,0.8877 ± 0.0146,0.8337 ± 0.0218,0.8505 ± 0.0194,0.9284 ± 0.0110,0.8426 ± 0.0076,0.6792 ± 0.0076,0.8066 ± 0.0209,0.9021 ± 0.0232,0.8805 ± 0.0065,0.8426 ± 0.0076,0.8556 ± 0.0066,0.9232 ± 0.0064
44,gaussian_nb,chi2_mi_union_topk,0.6893 ± 0.0191,0.6637 ± 0.0329,0.8271 ± 0.0245,0.6583 ± 0.0227,0.7741 ± 0.0567,0.9297 ± 0.0104,0.8885 ± 0.0134,0.8271 ± 0.0245,0.8479 ± 0.0195,0.9341 ± 0.0096,0.8340 ± 0.0114,0.6731 ± 0.0128,0.8098 ± 0.0298,0.9318 ± 0.0074,0.8850 ± 0.0067,0.8340 ± 0.0114,0.8522 ± 0.0089,0.9311 ± 0.0055
