,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,0.6321 ± 0.0246,0.6311 ± 0.0401,0.8971 ± 0.0113,0.6989 ± 0.1606,0.6289 ± 0.0232,0.9522 ± 0.0059,0.8840 ± 0.0157,0.8971 ± 0.0113,0.8872 ± 0.0109,0.9614 ± 0.0044,0.8956 ± 0.0033,0.7201 ± 0.1188,0.6294 ± 0.0137,0.9573 ± 0.0067,0.8819 ± 0.0097,0.8956 ± 0.0033,0.8849 ± 0.0034,0.9614 ± 0.0034
11,extra_trees,mutual_info,0.6700 ± 0.0366,0.6611 ± 0.0471,0.9004 ± 0.0114,0.7676 ± 0.1587,0.6489 ± 0.0297,0.9459 ± 0.0154,0.8918 ± 0.0155,0.9004 ± 0.0114,0.8919 ± 0.0106,0.9594 ± 0.0060,0.8942 ± 0.0055,0.7768 ± 0.1013,0.6526 ± 0.0237,0.9567 ± 0.0052,0.8864 ± 0.0101,0.8942 ± 0.0055,0.8863 ± 0.0057,0.9601 ± 0.0027
12,extra_trees,spearman_sulov,0.6355 ± 0.0231,0.6504 ± 0.0418,0.9018 ± 0.0086,0.7680 ± 0.1739,0.6412 ± 0.0232,0.9485 ± 0.0068,0.8927 ± 0.0139,0.9018 ± 0.0086,0.8923 ± 0.0079,0.9603 ± 0.0058,0.8995 ± 0.0054,0.7726 ± 0.1501,0.6321 ± 0.0137,0.9568 ± 0.0048,0.8897 ± 0.0149,0.8995 ± 0.0054,0.8887 ± 0.0061,0.9616 ± 0.0036
13,extra_trees,chi2,0.6598 ± 0.0234,0.6652 ± 0.0395,0.9015 ± 0.0101,0.8019 ± 0.1537,0.6497 ± 0.0239,0.9536 ± 0.0095,0.8958 ± 0.0161,0.9015 ± 0.0101,0.8934 ± 0.0101,0.9605 ± 0.0082,0.8967 ± 0.0090,0.7961 ± 0.0798,0.6456 ± 0.0146,0.9588 ± 0.0045,0.8896 ± 0.0121,0.8967 ± 0.0090,0.8878 ± 0.0084,0.9608 ± 0.0025
14,extra_trees,chi2_mi_union_topk,0.6682 ± 0.0495,0.6679 ± 0.0356,0.8967 ± 0.0119,0.8047 ± 0.1447,0.6512 ± 0.0228,0.9414 ± 0.0154,0.8925 ± 0.0171,0.8967 ± 0.0119,0.8892 ± 0.0119,0.9552 ± 0.0068,0.8931 ± 0.0089,0.7757 ± 0.1239,0.6517 ± 0.0325,0.9562 ± 0.0067,0.8850 ± 0.0156,0.8931 ± 0.0089,0.8850 ± 0.0093,0.9584 ± 0.0043
15,xgboost,spearman_corr,0.6974 ± 0.0261,0.6981 ± 0.0671,0.8905 ± 0.0147,0.7629 ± 0.1076,0.6784 ± 0.0524,0.9291 ± 0.0216,0.8852 ± 0.0162,0.8905 ± 0.0147,0.8855 ± 0.0150,0.9511 ± 0.0060,0.8847 ± 0.0080,0.7537 ± 0.0356,0.6757 ± 0.0200,0.9345 ± 0.0079,0.8782 ± 0.0076,0.8847 ± 0.0080,0.8799 ± 0.0074,0.9509 ± 0.0042
16,xgboost,mutual_info,0.7147 ± 0.0363,0.7063 ± 0.0677,0.8894 ± 0.0124,0.7596 ± 0.1102,0.6865 ± 0.0545,0.9279 ± 0.0186,0.8848 ± 0.0168,0.8894 ± 0.0124,0.8852 ± 0.0140,0.9506 ± 0.0064,0.8858 ± 0.0099,0.7697 ± 0.0449,0.6921 ± 0.0321,0.9376 ± 0.0058,0.8808 ± 0.0101,0.8858 ± 0.0099,0.8818 ± 0.0098,0.9511 ± 0.0047
17,xgboost,spearman_sulov,0.7041 ± 0.0330,0.7045 ± 0.0581,0.8872 ± 0.0139,0.7677 ± 0.0949,0.6851 ± 0.0494,0.9274 ± 0.0210,0.8837 ± 0.0165,0.8872 ± 0.0139,0.8830 ± 0.0148,0.9484 ± 0.0081,0.8840 ± 0.0079,0.7771 ± 0.0663,0.6803 ± 0.0296,0.9381 ± 0.0081,0.8790 ± 0.0087,0.8840 ± 0.0079,0.8793 ± 0.0077,0.9497 ± 0.0047
18,xgboost,chi2,0.7185 ± 0.0343,0.7222 ± 0.0621,0.8919 ± 0.0125,0.7737 ± 0.0929,0.7020 ± 0.0532,0.9273 ± 0.0193,0.8880 ± 0.0165,0.8919 ± 0.0125,0.8881 ± 0.0141,0.9504 ± 0.0053,0.8857 ± 0.0081,0.7838 ± 0.0618,0.6938 ± 0.0288,0.9386 ± 0.0057,0.8813 ± 0.0087,0.8857 ± 0.0081,0.8817 ± 0.0076,0.9506 ± 0.0048
19,xgboost,chi2_mi_union_topk,0.7171 ± 0.0364,0.7093 ± 0.0619,0.8883 ± 0.0173,0.7649 ± 0.0927,0.6903 ± 0.0533,0.9190 ± 0.0265,0.8843 ± 0.0206,0.8883 ± 0.0173,0.8842 ± 0.0181,0.9414 ± 0.0111,0.8811 ± 0.0101,0.7671 ± 0.0570,0.6941 ± 0.0315,0.9310 ± 0.0100,0.8769 ± 0.0113,0.8811 ± 0.0101,0.8777 ± 0.0104,0.9439 ± 0.0049
20,adaboost,spearman_corr,0.7251 ± 0.0233,0.6969 ± 0.0505,0.8766 ± 0.0182,0.7111 ± 0.0702,0.6957 ± 0.0427,0.9092 ± 0.0138,0.8785 ± 0.0143,0.8766 ± 0.0182,0.8765 ± 0.0160,0.9183 ± 0.0209,0.8821 ± 0.0090,0.7424 ± 0.0368,0.7153 ± 0.0222,0.9213 ± 0.0116,0.8804 ± 0.0088,0.8821 ± 0.0090,0.8809 ± 0.0085,0.9258 ± 0.0101
21,adaboost,mutual_info,0.7299 ± 0.0256,0.6986 ± 0.0338,0.8762 ± 0.0191,0.7288 ± 0.0864,0.6995 ± 0.0359,0.9164 ± 0.0116,0.8789 ± 0.0132,0.8762 ± 0.0191,0.8760 ± 0.0160,0.9283 ± 0.0173,0.8821 ± 0.0061,0.7503 ± 0.0350,0.7206 ± 0.0324,0.9198 ± 0.0146,0.8806 ± 0.0062,0.8821 ± 0.0061,0.8808 ± 0.0065,0.9240 ± 0.0097
22,adaboost,spearman_sulov,0.7208 ± 0.0276,0.7086 ± 0.0364,0.8766 ± 0.0204,0.7168 ± 0.0541,0.7140 ± 0.0378,0.9169 ± 0.0096,0.8795 ± 0.0182,0.8766 ± 0.0204,0.8768 ± 0.0187,0.9264 ± 0.0114,0.8789 ± 0.0073,0.7345 ± 0.0328,0.7114 ± 0.0271,0.9229 ± 0.0063,0.8770 ± 0.0072,0.8789 ± 0.0073,0.8777 ± 0.0072,0.9248 ± 0.0066
23,adaboost,chi2,0.7302 ± 0.0264,0.6988 ± 0.0339,0.8755 ± 0.0195,0.7297 ± 0.0861,0.6988 ± 0.0353,0.9167 ± 0.0116,0.8781 ± 0.0139,0.8755 ± 0.0195,0.8752 ± 0.0166,0.9279 ± 0.0176,0.8822 ± 0.0064,0.7511 ± 0.0362,0.7207 ± 0.0323,0.9197 ± 0.0145,0.8809 ± 0.0060,0.8822 ± 0.0064,0.8809 ± 0.0065,0.9240 ± 0.0087
24,adaboost,chi2_mi_union_topk,0.7278 ± 0.0335,0.6983 ± 0.0524,0.8725 ± 0.0205,0.7078 ± 0.0723,0.7017 ± 0.0424,0.9151 ± 0.0107,0.8776 ± 0.0165,0.8725 ± 0.0205,0.8739 ± 0.0185,0.9245 ± 0.0162,0.8764 ± 0.0086,0.7435 ± 0.0434,0.7199 ± 0.0373,0.9194 ± 0.0106,0.8755 ± 0.0089,0.8764 ± 0.0086,0.8755 ± 0.0090,0.9227 ± 0.0085
25,svm,spearman_corr,0.6071 ± 0.0040,0.6065 ± 0.0054,0.8978 ± 0.0080,0.5986 ± 0.0052,0.6164 ± 0.0053,0.9436 ± 0.0087,0.8765 ± 0.0073,0.8978 ± 0.0080,0.8858 ± 0.0080,0.9568 ± 0.0072,0.8972 ± 0.0058,0.5979 ± 0.0039,0.6170 ± 0.0041,0.9502 ± 0.0066,0.8721 ± 0.0057,0.8972 ± 0.0058,0.8841 ± 0.0057,0.9584 ± 0.0023
26,svm,mutual_info,0.6066 ± 0.0022,0.6070 ± 0.0057,0.8985 ± 0.0085,0.5991 ± 0.0056,0.6169 ± 0.0057,0.9492 ± 0.0054,0.8771 ± 0.0081,0.8985 ± 0.0085,0.8865 ± 0.0084,0.9571 ± 0.0062,0.8965 ± 0.0033,0.5975 ± 0.0022,0.6164 ± 0.0023,0.9487 ± 0.0065,0.8715 ± 0.0032,0.8965 ± 0.0033,0.8835 ± 0.0033,0.9562 ± 0.0028
27,svm,spearman_sulov,0.6063 ± 0.0028,0.6068 ± 0.0056,0.8982 ± 0.0082,0.5989 ± 0.0054,0.6165 ± 0.0058,0.9461 ± 0.0065,0.8767 ± 0.0081,0.8982 ± 0.0082,0.8862 ± 0.0081,0.9567 ± 0.0073,0.8961 ± 0.0042,0.5972 ± 0.0028,0.6161 ± 0.0029,0.9494 ± 0.0065,0.8710 ± 0.0041,0.8961 ± 0.0042,0.8830 ± 0.0041,0.9574 ± 0.0027
28,svm,chi2,0.6064 ± 0.0028,0.6068 ± 0.0062,0.8982 ± 0.0091,0.5989 ± 0.0060,0.6166 ± 0.0062,0.9487 ± 0.0054,0.8768 ± 0.0086,0.8982 ± 0.0091,0.8862 ± 0.0090,0.9569 ± 0.0065,0.8962 ± 0.0041,0.5973 ± 0.0027,0.6162 ± 0.0028,0.9491 ± 0.0063,0.8711 ± 0.0040,0.8962 ± 0.0041,0.8832 ± 0.0040,0.9563 ± 0.0029
29,svm,chi2_mi_union_topk,0.6092 ± 0.0034,0.6088 ± 0.0060,0.9011 ± 0.0088,0.6009 ± 0.0057,0.6187 ± 0.0059,0.9425 ± 0.0104,0.8798 ± 0.0082,0.9011 ± 0.0088,0.8890 ± 0.0087,0.9552 ± 0.0065,0.9003 ± 0.0049,0.6001 ± 0.0033,0.6192 ± 0.0033,0.9477 ± 0.0099,0.8754 ± 0.0047,0.9003 ± 0.0049,0.8873 ± 0.0049,0.9553 ± 0.0038
30,logistic_regression,spearman_corr,0.7290 ± 0.0263,0.6904 ± 0.0367,0.8718 ± 0.0181,0.6792 ± 0.0317,0.7267 ± 0.0556,0.9321 ± 0.0124,0.8900 ± 0.0120,0.8718 ± 0.0181,0.8765 ± 0.0148,0.9451 ± 0.0103,0.8857 ± 0.0071,0.7141 ± 0.0266,0.7573 ± 0.0293,0.9326 ± 0.0121,0.8962 ± 0.0053,0.8857 ± 0.0071,0.8885 ± 0.0060,0.9483 ± 0.0041
31,logistic_regression,mutual_info,0.7252 ± 0.0306,0.6892 ± 0.0370,0.8722 ± 0.0178,0.6772 ± 0.0309,0.7267 ± 0.0654,0.9369 ± 0.0102,0.8885 ± 0.0141,0.8722 ± 0.0178,0.8764 ± 0.0158,0.9473 ± 0.0090,0.8833 ± 0.0087,0.7113 ± 0.0288,0.7483 ± 0.0331,0.9351 ± 0.0109,0.8918 ± 0.0075,0.8833 ± 0.0087,0.8857 ± 0.0080,0.9475 ± 0.0041
32,logistic_regression,spearman_sulov,0.7277 ± 0.0282,0.6938 ± 0.0315,0.8744 ± 0.0151,0.6806 ± 0.0262,0.7328 ± 0.0546,0.9323 ± 0.0108,0.8919 ± 0.0130,0.8744 ± 0.0151,0.8789 ± 0.0131,0.9458 ± 0.0096,0.8846 ± 0.0084,0.7119 ± 0.0275,0.7583 ± 0.0304,0.9334 ± 0.0123,0.8960 ± 0.0047,0.8846 ± 0.0084,0.8878 ± 0.0068,0.9484 ± 0.0043
33,logistic_regression,chi2,0.7203 ± 0.0263,0.6882 ± 0.0383,0.8711 ± 0.0180,0.6761 ± 0.0322,0.7259 ± 0.0652,0.9360 ± 0.0107,0.8878 ± 0.0133,0.8711 ± 0.0180,0.8754 ± 0.0157,0.9473 ± 0.0084,0.8819 ± 0.0076,0.7075 ± 0.0266,0.7421 ± 0.0278,0.9328 ± 0.0120,0.8902 ± 0.0062,0.8819 ± 0.0076,0.8843 ± 0.0069,0.9465 ± 0.0046
34,logistic_regression,chi2_mi_union_topk,0.7347 ± 0.0320,0.6997 ± 0.0237,0.8733 ± 0.0140,0.6865 ± 0.0210,0.7455 ± 0.0585,0.9415 ± 0.0093,0.8919 ± 0.0085,0.8733 ± 0.0140,0.8783 ± 0.0108,0.9505 ± 0.0090,0.8849 ± 0.0072,0.7146 ± 0.0271,0.7741 ± 0.0388,0.9441 ± 0.0117,0.8980 ± 0.0054,0.8849 ± 0.0072,0.8889 ± 0.0061,0.9518 ± 0.0038
35,knn,spearman_corr,0.6078 ± 0.0262,0.5945 ± 0.0244,0.8689 ± 0.0127,0.6005 ± 0.0536,0.6034 ± 0.0164,0.8404 ± 0.0391,0.8588 ± 0.0107,0.8689 ± 0.0127,0.8576 ± 0.0123,0.9188 ± 0.0094,0.8739 ± 0.0096,0.6965 ± 0.1600,0.6124 ± 0.0158,0.8497 ± 0.0131,0.8664 ± 0.0191,0.8739 ± 0.0096,0.8617 ± 0.0101,0.9254 ± 0.0049
36,knn,mutual_info,0.6485 ± 0.0267,0.6356 ± 0.0385,0.8733 ± 0.0113,0.7195 ± 0.1303,0.6287 ± 0.0227,0.8618 ± 0.0372,0.8712 ± 0.0125,0.8733 ± 0.0113,0.8640 ± 0.0111,0.9245 ± 0.0098,0.8800 ± 0.0085,0.8170 ± 0.1009,0.6374 ± 0.0157,0.8701 ± 0.0209,0.8818 ± 0.0093,0.8800 ± 0.0085,0.8702 ± 0.0083,0.9278 ± 0.0056
37,knn,spearman_sulov,0.6058 ± 0.0278,0.6074 ± 0.0363,0.8637 ± 0.0155,0.6648 ± 0.1400,0.6092 ± 0.0215,0.8496 ± 0.0300,0.8609 ± 0.0154,0.8637 ± 0.0155,0.8534 ± 0.0150,0.9223 ± 0.0136,0.8714 ± 0.0113,0.6619 ± 0.1187,0.6109 ± 0.0173,0.8585 ± 0.0198,0.8618 ± 0.0168,0.8714 ± 0.0113,0.8592 ± 0.0121,0.9249 ± 0.0061
38,knn,chi2,0.6382 ± 0.0284,0.6292 ± 0.0405,0.8747 ± 0.0125,0.7033 ± 0.1361,0.6251 ± 0.0241,0.8665 ± 0.0403,0.8704 ± 0.0144,0.8747 ± 0.0125,0.8650 ± 0.0126,0.9266 ± 0.0109,0.8780 ± 0.0073,0.7906 ± 0.1228,0.6307 ± 0.0165,0.8686 ± 0.0179,0.8776 ± 0.0101,0.8780 ± 0.0073,0.8676 ± 0.0072,0.9274 ± 0.0049
39,knn,chi2_mi_union_topk,0.6721 ± 0.0466,0.6504 ± 0.0547,0.8780 ± 0.0091,0.7335 ± 0.1464,0.6406 ± 0.0367,0.8582 ± 0.0367,0.8756 ± 0.0143,0.8780 ± 0.0091,0.8699 ± 0.0098,0.9281 ± 0.0155,0.8898 ± 0.0096,0.7753 ± 0.1092,0.6574 ± 0.0308,0.8642 ± 0.0242,0.8862 ± 0.0125,0.8898 ± 0.0096,0.8814 ± 0.0098,0.9321 ± 0.0065
40,gaussian_nb,spearman_corr,0.6480 ± 0.0236,0.6384 ± 0.0301,0.7897 ± 0.0305,0.6531 ± 0.0182,0.7963 ± 0.0452,0.9040 ± 0.0323,0.8932 ± 0.0165,0.7897 ± 0.0305,0.8197 ± 0.0262,0.9298 ± 0.0129,0.7926 ± 0.0254,0.6545 ± 0.0104,0.7948 ± 0.0218,0.8985 ± 0.0173,0.8841 ± 0.0072,0.7926 ± 0.0254,0.8214 ± 0.0185,0.9254 ± 0.0085
41,gaussian_nb,mutual_info,0.6967 ± 0.0110,0.6596 ± 0.0299,0.8205 ± 0.0278,0.6542 ± 0.0209,0.7745 ± 0.0540,0.9013 ± 0.0305,0.8822 ± 0.0154,0.8205 ± 0.0278,0.8401 ± 0.0238,0.9259 ± 0.0125,0.8385 ± 0.0072,0.6761 ± 0.0074,0.8076 ± 0.0150,0.9065 ± 0.0153,0.8807 ± 0.0064,0.8385 ± 0.0072,0.8530 ± 0.0060,0.9245 ± 0.0070
42,gaussian_nb,spearman_sulov,0.6427 ± 0.0235,0.6321 ± 0.0312,0.7828 ± 0.0324,0.6513 ± 0.0164,0.7920 ± 0.0472,0.9037 ± 0.0323,0.8931 ± 0.0145,0.7828 ± 0.0324,0.8137 ± 0.0275,0.9297 ± 0.0119,0.7874 ± 0.0266,0.6517 ± 0.0102,0.7898 ± 0.0256,0.8991 ± 0.0184,0.8825 ± 0.0087,0.7874 ± 0.0266,0.8172 ± 0.0196,0.9254 ± 0.0093
43,gaussian_nb,chi2,0.7055 ± 0.0096,0.6740 ± 0.0254,0.8359 ± 0.0203,0.6614 ± 0.0183,0.7751 ± 0.0572,0.9111 ± 0.0318,0.8827 ± 0.0122,0.8359 ± 0.0203,0.8510 ± 0.0178,0.9271 ± 0.0114,0.8447 ± 0.0061,0.6818 ± 0.0070,0.8098 ± 0.0188,0.9076 ± 0.0145,0.8807 ± 0.0061,0.8447 ± 0.0061,0.8570 ± 0.0057,0.9235 ± 0.0058
44,gaussian_nb,chi2_mi_union_topk,0.7022 ± 0.0182,0.6785 ± 0.0338,0.8429 ± 0.0210,0.6665 ± 0.0240,0.7752 ± 0.0563,0.9274 ± 0.0110,0.8906 ± 0.0117,0.8429 ± 0.0210,0.8592 ± 0.0170,0.9345 ± 0.0083,0.8462 ± 0.0109,0.6810 ± 0.0129,0.8071 ± 0.0233,0.9314 ± 0.0060,0.8860 ± 0.0057,0.8462 ± 0.0109,0.8606 ± 0.0087,0.9309 ± 0.0052
