,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,STACKING_extra_trees,spearman_corr,0.6835 ± 0.0114,0.6814 ± 0.0227,0.8015 ± 0.0170,0.6838 ± 0.0212,0.6872 ± 0.0266,0.8868 ± 0.0157,0.8283 ± 0.0149,0.8015 ± 0.0170,0.8124 ± 0.0139,0.9379 ± 0.0097,0.7976 ± 0.0084,0.6848 ± 0.0103,0.6909 ± 0.0130,0.8893 ± 0.0066,0.8283 ± 0.0073,0.7976 ± 0.0084,0.8109 ± 0.0078,0.9369 ± 0.0037
11,STACKING_extra_trees,mutual_info,0.6895 ± 0.0140,0.6836 ± 0.0290,0.7982 ± 0.0244,0.6868 ± 0.0248,0.6906 ± 0.0314,0.8832 ± 0.0172,0.8303 ± 0.0159,0.7982 ± 0.0244,0.8112 ± 0.0202,0.9362 ± 0.0096,0.7992 ± 0.0094,0.6904 ± 0.0125,0.6987 ± 0.0165,0.8870 ± 0.0066,0.8320 ± 0.0083,0.7992 ± 0.0094,0.8132 ± 0.0085,0.9356 ± 0.0042
12,STACKING_extra_trees,spearman_sulov,0.6874 ± 0.0166,0.6788 ± 0.0169,0.7971 ± 0.0179,0.6825 ± 0.0158,0.6847 ± 0.0182,0.8832 ± 0.0158,0.8273 ± 0.0124,0.7971 ± 0.0179,0.8092 ± 0.0136,0.9354 ± 0.0100,0.8011 ± 0.0124,0.6884 ± 0.0148,0.6949 ± 0.0186,0.8878 ± 0.0079,0.8312 ± 0.0103,0.8011 ± 0.0124,0.8141 ± 0.0113,0.9363 ± 0.0051
13,STACKING_extra_trees,chi2,0.6883 ± 0.0112,0.6781 ± 0.0214,0.7930 ± 0.0201,0.6827 ± 0.0200,0.6859 ± 0.0240,0.8846 ± 0.0180,0.8285 ± 0.0151,0.7930 ± 0.0201,0.8070 ± 0.0158,0.9368 ± 0.0104,0.7991 ± 0.0095,0.6895 ± 0.0101,0.6971 ± 0.0128,0.8874 ± 0.0056,0.8321 ± 0.0072,0.7991 ± 0.0095,0.8132 ± 0.0081,0.9359 ± 0.0034
14,STACKING_extra_trees,chi2_mi_union_topk,0.6851 ± 0.0100,0.6891 ± 0.0216,0.8033 ± 0.0223,0.6921 ± 0.0194,0.6961 ± 0.0213,0.8821 ± 0.0187,0.8332 ± 0.0120,0.8033 ± 0.0223,0.8153 ± 0.0164,0.9356 ± 0.0109,0.7954 ± 0.0083,0.6868 ± 0.0091,0.6940 ± 0.0114,0.8828 ± 0.0086,0.8301 ± 0.0072,0.7954 ± 0.0083,0.8102 ± 0.0074,0.9336 ± 0.0048
15,STACKING_xgboost,spearman_corr,0.6712 ± 0.0144,0.6691 ± 0.0247,0.8212 ± 0.0248,0.6747 ± 0.0268,0.6685 ± 0.0239,0.8658 ± 0.0111,0.8098 ± 0.0162,0.8212 ± 0.0248,0.8141 ± 0.0194,0.9252 ± 0.0067,0.8160 ± 0.0107,0.6728 ± 0.0153,0.6707 ± 0.0137,0.8537 ± 0.0099,0.8086 ± 0.0079,0.8160 ± 0.0107,0.8120 ± 0.0090,0.9130 ± 0.0052
16,STACKING_xgboost,mutual_info,0.6735 ± 0.0122,0.6653 ± 0.0318,0.8179 ± 0.0156,0.6680 ± 0.0344,0.6652 ± 0.0304,0.8628 ± 0.0099,0.8082 ± 0.0166,0.8179 ± 0.0156,0.8121 ± 0.0155,0.9231 ± 0.0055,0.8203 ± 0.0090,0.6765 ± 0.0140,0.6725 ± 0.0112,0.8515 ± 0.0094,0.8095 ± 0.0069,0.8203 ± 0.0090,0.8145 ± 0.0076,0.9121 ± 0.0052
17,STACKING_xgboost,spearman_sulov,0.6798 ± 0.0125,0.6758 ± 0.0289,0.8223 ± 0.0167,0.6791 ± 0.0309,0.6752 ± 0.0278,0.8648 ± 0.0096,0.8134 ± 0.0178,0.8223 ± 0.0167,0.8169 ± 0.0164,0.9242 ± 0.0061,0.8226 ± 0.0081,0.6833 ± 0.0142,0.6783 ± 0.0116,0.8530 ± 0.0068,0.8130 ± 0.0058,0.8226 ± 0.0081,0.8174 ± 0.0065,0.9124 ± 0.0026
18,STACKING_xgboost,chi2,0.6676 ± 0.0147,0.6710 ± 0.0255,0.8205 ± 0.0171,0.6748 ± 0.0285,0.6705 ± 0.0244,0.8639 ± 0.0102,0.8105 ± 0.0168,0.8205 ± 0.0171,0.8144 ± 0.0161,0.9236 ± 0.0060,0.8159 ± 0.0101,0.6698 ± 0.0162,0.6670 ± 0.0139,0.8504 ± 0.0089,0.8063 ± 0.0083,0.8159 ± 0.0101,0.8107 ± 0.0088,0.9113 ± 0.0041
19,STACKING_xgboost,chi2_mi_union_topk,0.6742 ± 0.0141,0.6678 ± 0.0278,0.8212 ± 0.0182,0.6716 ± 0.0301,0.6677 ± 0.0257,0.8596 ± 0.0145,0.8082 ± 0.0152,0.8212 ± 0.0182,0.8136 ± 0.0158,0.9209 ± 0.0095,0.8171 ± 0.0107,0.6765 ± 0.0151,0.6734 ± 0.0138,0.8460 ± 0.0094,0.8096 ± 0.0087,0.8171 ± 0.0107,0.8130 ± 0.0091,0.9085 ± 0.0059
20,STACKING_adaboost,spearman_corr,0.6215 ± 0.0166,0.6234 ± 0.0149,0.8436 ± 0.0085,0.6668 ± 0.0666,0.6434 ± 0.0089,0.8386 ± 0.0210,0.7933 ± 0.0201,0.8436 ± 0.0085,0.8060 ± 0.0074,0.9157 ± 0.0106,0.8423 ± 0.0071,0.6644 ± 0.0484,0.6413 ± 0.0103,0.8313 ± 0.0044,0.7908 ± 0.0178,0.8423 ± 0.0071,0.8046 ± 0.0087,0.9117 ± 0.0031
21,STACKING_adaboost,mutual_info,0.6194 ± 0.0142,0.6205 ± 0.0173,0.8425 ± 0.0105,0.6431 ± 0.0465,0.6418 ± 0.0109,0.8377 ± 0.0212,0.7849 ± 0.0185,0.8425 ± 0.0105,0.8045 ± 0.0104,0.9151 ± 0.0090,0.8412 ± 0.0074,0.6653 ± 0.0470,0.6398 ± 0.0091,0.8325 ± 0.0046,0.7901 ± 0.0172,0.8412 ± 0.0074,0.8031 ± 0.0076,0.9124 ± 0.0029
22,STACKING_adaboost,spearman_sulov,0.6165 ± 0.0135,0.6159 ± 0.0219,0.8429 ± 0.0087,0.6285 ± 0.0642,0.6395 ± 0.0131,0.8391 ± 0.0199,0.7819 ± 0.0222,0.8429 ± 0.0087,0.8044 ± 0.0099,0.9161 ± 0.0082,0.8410 ± 0.0086,0.6482 ± 0.0378,0.6382 ± 0.0098,0.8295 ± 0.0038,0.7852 ± 0.0165,0.8410 ± 0.0086,0.8027 ± 0.0092,0.9114 ± 0.0029
23,STACKING_adaboost,chi2,0.6210 ± 0.0135,0.6189 ± 0.0201,0.8425 ± 0.0128,0.6357 ± 0.0534,0.6409 ± 0.0135,0.8370 ± 0.0202,0.7828 ± 0.0217,0.8425 ± 0.0128,0.8043 ± 0.0124,0.9147 ± 0.0088,0.8423 ± 0.0077,0.6725 ± 0.0502,0.6410 ± 0.0090,0.8322 ± 0.0048,0.7932 ± 0.0180,0.8423 ± 0.0077,0.8043 ± 0.0073,0.9123 ± 0.0029
24,STACKING_adaboost,chi2_mi_union_topk,0.6188 ± 0.0203,0.6189 ± 0.0291,0.8429 ± 0.0150,0.6346 ± 0.0743,0.6412 ± 0.0194,0.8381 ± 0.0185,0.7827 ± 0.0295,0.8429 ± 0.0150,0.8044 ± 0.0152,0.9156 ± 0.0082,0.8403 ± 0.0085,0.6471 ± 0.0546,0.6390 ± 0.0130,0.8323 ± 0.0048,0.7849 ± 0.0217,0.8403 ± 0.0085,0.8029 ± 0.0105,0.9123 ± 0.0039
25,STACKING_svm,spearman_corr,0.6637 ± 0.0109,0.6519 ± 0.0281,0.8311 ± 0.0125,0.6542 ± 0.0309,0.6576 ± 0.0250,0.8637 ± 0.0093,0.8049 ± 0.0172,0.8311 ± 0.0125,0.8161 ± 0.0125,0.9260 ± 0.0071,0.8310 ± 0.0042,0.6677 ± 0.0114,0.6648 ± 0.0090,0.8571 ± 0.0087,0.8104 ± 0.0056,0.8310 ± 0.0042,0.8196 ± 0.0041,0.9199 ± 0.0046
26,STACKING_svm,mutual_info,0.6663 ± 0.0111,0.6637 ± 0.0212,0.8304 ± 0.0142,0.6674 ± 0.0234,0.6662 ± 0.0187,0.8655 ± 0.0118,0.8118 ± 0.0137,0.8304 ± 0.0142,0.8194 ± 0.0118,0.9272 ± 0.0076,0.8242 ± 0.0042,0.6678 ± 0.0109,0.6667 ± 0.0099,0.8590 ± 0.0068,0.8120 ± 0.0069,0.8242 ± 0.0042,0.8177 ± 0.0046,0.9210 ± 0.0040
27,STACKING_svm,spearman_sulov,0.6705 ± 0.0075,0.6624 ± 0.0274,0.8330 ± 0.0133,0.6667 ± 0.0319,0.6656 ± 0.0226,0.8622 ± 0.0101,0.8104 ± 0.0179,0.8330 ± 0.0133,0.8197 ± 0.0139,0.9253 ± 0.0078,0.8292 ± 0.0064,0.6742 ± 0.0069,0.6705 ± 0.0070,0.8601 ± 0.0072,0.8139 ± 0.0051,0.8292 ± 0.0064,0.8208 ± 0.0043,0.9216 ± 0.0039
28,STACKING_svm,chi2,0.6599 ± 0.0105,0.6582 ± 0.0170,0.8271 ± 0.0149,0.6619 ± 0.0198,0.6604 ± 0.0162,0.8653 ± 0.0118,0.8088 ± 0.0103,0.8271 ± 0.0149,0.8164 ± 0.0106,0.9271 ± 0.0074,0.8222 ± 0.0030,0.6615 ± 0.0106,0.6608 ± 0.0091,0.8588 ± 0.0074,0.8074 ± 0.0063,0.8222 ± 0.0030,0.8143 ± 0.0038,0.9208 ± 0.0043
29,STACKING_svm,chi2_mi_union_topk,0.6648 ± 0.0198,0.6687 ± 0.0116,0.8374 ± 0.0108,0.6768 ± 0.0128,0.6706 ± 0.0097,0.8632 ± 0.0117,0.8147 ± 0.0071,0.8374 ± 0.0108,0.8238 ± 0.0064,0.9258 ± 0.0094,0.8300 ± 0.0060,0.6681 ± 0.0211,0.6659 ± 0.0173,0.8542 ± 0.0095,0.8101 ± 0.0108,0.8300 ± 0.0060,0.8191 ± 0.0082,0.9183 ± 0.0046
30,STACKING_knn,spearman_corr,0.6452 ± 0.0164,0.6448 ± 0.0294,0.7978 ± 0.0188,0.6480 ± 0.0294,0.6459 ± 0.0282,0.8465 ± 0.0194,0.7928 ± 0.0187,0.7978 ± 0.0188,0.7930 ± 0.0186,0.9070 ± 0.0141,0.7910 ± 0.0093,0.6469 ± 0.0168,0.6467 ± 0.0168,0.8355 ± 0.0123,0.7972 ± 0.0093,0.7910 ± 0.0093,0.7925 ± 0.0072,0.9010 ± 0.0074
31,STACKING_knn,mutual_info,0.6599 ± 0.0169,0.6621 ± 0.0270,0.7971 ± 0.0192,0.6652 ± 0.0256,0.6645 ± 0.0275,0.8508 ± 0.0186,0.8074 ± 0.0171,0.7971 ± 0.0192,0.7991 ± 0.0182,0.9085 ± 0.0111,0.7928 ± 0.0104,0.6621 ± 0.0165,0.6629 ± 0.0194,0.8429 ± 0.0087,0.8056 ± 0.0101,0.7928 ± 0.0104,0.7966 ± 0.0086,0.9038 ± 0.0045
32,STACKING_knn,spearman_sulov,0.6376 ± 0.0123,0.6385 ± 0.0274,0.7839 ± 0.0313,0.6456 ± 0.0242,0.6396 ± 0.0263,0.8403 ± 0.0186,0.7925 ± 0.0143,0.7839 ± 0.0313,0.7838 ± 0.0247,0.9041 ± 0.0114,0.7822 ± 0.0098,0.6405 ± 0.0131,0.6393 ± 0.0120,0.8377 ± 0.0112,0.7925 ± 0.0082,0.7822 ± 0.0098,0.7850 ± 0.0058,0.9020 ± 0.0062
33,STACKING_knn,chi2,0.6592 ± 0.0184,0.6567 ± 0.0229,0.7934 ± 0.0202,0.6608 ± 0.0224,0.6585 ± 0.0222,0.8504 ± 0.0136,0.8050 ± 0.0136,0.7934 ± 0.0202,0.7961 ± 0.0170,0.9092 ± 0.0089,0.7915 ± 0.0144,0.6616 ± 0.0171,0.6620 ± 0.0205,0.8417 ± 0.0078,0.8057 ± 0.0111,0.7915 ± 0.0144,0.7961 ± 0.0118,0.9028 ± 0.0044
34,STACKING_knn,chi2_mi_union_topk,0.6630 ± 0.0174,0.6606 ± 0.0244,0.7897 ± 0.0231,0.6662 ± 0.0217,0.6649 ± 0.0249,0.8484 ± 0.0204,0.8113 ± 0.0142,0.7897 ± 0.0231,0.7960 ± 0.0186,0.9116 ± 0.0129,0.7860 ± 0.0173,0.6674 ± 0.0148,0.6684 ± 0.0193,0.8456 ± 0.0105,0.8134 ± 0.0085,0.7860 ± 0.0173,0.7960 ± 0.0127,0.9073 ± 0.0055
35,STACKING_gaussian_nb,spearman_corr,0.6154 ± 0.0138,0.6056 ± 0.0212,0.7919 ± 0.0768,0.6052 ± 0.0504,0.6381 ± 0.0266,0.8431 ± 0.0230,0.7828 ± 0.0351,0.7919 ± 0.0768,0.7732 ± 0.0401,0.9051 ± 0.0148,0.7590 ± 0.0524,0.6299 ± 0.0344,0.6363 ± 0.0219,0.8082 ± 0.0091,0.7896 ± 0.0261,0.7590 ± 0.0524,0.7618 ± 0.0247,0.8747 ± 0.0071
36,STACKING_gaussian_nb,mutual_info,0.6234 ± 0.0198,0.6454 ± 0.0424,0.7626 ± 0.0500,0.6583 ± 0.0444,0.6646 ± 0.0465,0.8423 ± 0.0270,0.8124 ± 0.0297,0.7626 ± 0.0500,0.7758 ± 0.0341,0.9049 ± 0.0169,0.7325 ± 0.0264,0.6425 ± 0.0209,0.6358 ± 0.0252,0.8079 ± 0.0119,0.7983 ± 0.0179,0.7325 ± 0.0264,0.7545 ± 0.0199,0.8770 ± 0.0085
37,STACKING_gaussian_nb,spearman_sulov,0.6122 ± 0.0094,0.6121 ± 0.0174,0.7491 ± 0.0722,0.6348 ± 0.0474,0.6452 ± 0.0248,0.8450 ± 0.0236,0.8013 ± 0.0325,0.7491 ± 0.0722,0.7520 ± 0.0379,0.9057 ± 0.0166,0.7440 ± 0.0533,0.6311 ± 0.0294,0.6324 ± 0.0124,0.8101 ± 0.0083,0.7900 ± 0.0217,0.7440 ± 0.0533,0.7530 ± 0.0258,0.8755 ± 0.0072
38,STACKING_gaussian_nb,chi2,0.6265 ± 0.0197,0.6373 ± 0.0471,0.7326 ± 0.0455,0.6672 ± 0.0374,0.6612 ± 0.0538,0.8382 ± 0.0283,0.8196 ± 0.0290,0.7326 ± 0.0455,0.7556 ± 0.0394,0.9020 ± 0.0169,0.7406 ± 0.0253,0.6420 ± 0.0225,0.6379 ± 0.0256,0.8066 ± 0.0103,0.7969 ± 0.0186,0.7406 ± 0.0253,0.7595 ± 0.0186,0.8755 ± 0.0066
39,STACKING_gaussian_nb,chi2_mi_union_topk,0.6694 ± 0.0088,0.6750 ± 0.0312,0.7766 ± 0.0257,0.6874 ± 0.0279,0.6926 ± 0.0369,0.8647 ± 0.0155,0.8349 ± 0.0222,0.7766 ± 0.0257,0.7954 ± 0.0232,0.9239 ± 0.0107,0.7714 ± 0.0064,0.6800 ± 0.0078,0.6848 ± 0.0110,0.8292 ± 0.0052,0.8292 ± 0.0064,0.7714 ± 0.0064,0.7924 ± 0.0060,0.8950 ± 0.0043
