,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
18,xgboost,chi2,0.6542 ± 0.0146,0.6619 ± 0.0140,0.8308 ± 0.0123,0.6929 ± 0.0318,0.6623 ± 0.0113,0.8648 ± 0.0207,0.8030 ± 0.0116,0.8308 ± 0.0123,0.8108 ± 0.0084,0.9202 ± 0.0127,0.8226 ± 0.0108,0.6701 ± 0.0182,0.6549 ± 0.0126,0.8519 ± 0.0155,0.7942 ± 0.0115,0.8226 ± 0.0108,0.8052 ± 0.0106,0.9131 ± 0.0088
19,xgboost,chi2_mi_union_topk,0.6543 ± 0.0221,0.6563 ± 0.0243,0.8355 ± 0.0150,0.6927 ± 0.0399,0.6601 ± 0.0193,0.8845 ± 0.0164,0.8037 ± 0.0170,0.8355 ± 0.0150,0.8118 ± 0.0133,0.9337 ± 0.0103,0.8318 ± 0.0088,0.6777 ± 0.0325,0.6566 ± 0.0165,0.8752 ± 0.0101,0.7986 ± 0.0140,0.8318 ± 0.0088,0.8102 ± 0.0106,0.9274 ± 0.0070
20,adaboost,spearman_corr,0.6260 ± 0.0169,0.6312 ± 0.0347,0.8271 ± 0.0170,0.6603 ± 0.0528,0.6420 ± 0.0258,0.8395 ± 0.0170,0.7866 ± 0.0250,0.8271 ± 0.0170,0.7991 ± 0.0205,0.9133 ± 0.0098,0.8178 ± 0.0069,0.6393 ± 0.0225,0.6347 ± 0.0118,0.8294 ± 0.0080,0.7777 ± 0.0104,0.8178 ± 0.0069,0.7934 ± 0.0078,0.9068 ± 0.0051
21,adaboost,mutual_info,0.6261 ± 0.0127,0.6289 ± 0.0298,0.8300 ± 0.0158,0.6575 ± 0.0532,0.6417 ± 0.0210,0.8393 ± 0.0195,0.7857 ± 0.0214,0.8300 ± 0.0158,0.7998 ± 0.0171,0.9134 ± 0.0103,0.8198 ± 0.0080,0.6428 ± 0.0199,0.6352 ± 0.0096,0.8307 ± 0.0073,0.7791 ± 0.0081,0.8198 ± 0.0080,0.7944 ± 0.0071,0.9077 ± 0.0051
22,adaboost,spearman_sulov,0.6260 ± 0.0169,0.6312 ± 0.0347,0.8271 ± 0.0170,0.6603 ± 0.0528,0.6420 ± 0.0258,0.8395 ± 0.0170,0.7866 ± 0.0250,0.8271 ± 0.0170,0.7991 ± 0.0205,0.9133 ± 0.0098,0.8178 ± 0.0069,0.6393 ± 0.0225,0.6347 ± 0.0118,0.8294 ± 0.0080,0.7777 ± 0.0104,0.8178 ± 0.0069,0.7934 ± 0.0078,0.9068 ± 0.0051
23,adaboost,chi2,0.6334 ± 0.0165,0.6278 ± 0.0217,0.8289 ± 0.0156,0.6736 ± 0.0564,0.6400 ± 0.0168,0.8575 ± 0.0140,0.7885 ± 0.0237,0.8289 ± 0.0156,0.7978 ± 0.0152,0.9199 ± 0.0065,0.8211 ± 0.0112,0.6558 ± 0.0280,0.6402 ± 0.0131,0.8480 ± 0.0068,0.7834 ± 0.0133,0.8211 ± 0.0112,0.7967 ± 0.0102,0.9146 ± 0.0035
24,adaboost,chi2_mi_union_topk,0.6290 ± 0.0225,0.6254 ± 0.0376,0.8271 ± 0.0194,0.6316 ± 0.0607,0.6395 ± 0.0261,0.8428 ± 0.0157,0.7776 ± 0.0289,0.8271 ± 0.0194,0.7978 ± 0.0205,0.9141 ± 0.0089,0.8182 ± 0.0080,0.6447 ± 0.0338,0.6369 ± 0.0155,0.8352 ± 0.0100,0.7788 ± 0.0147,0.8182 ± 0.0080,0.7939 ± 0.0099,0.9094 ± 0.0050
25,svm,spearman_corr,0.6017 ± 0.0045,0.6039 ± 0.0064,0.8560 ± 0.0088,0.5711 ± 0.0062,0.6411 ± 0.0066,0.8826 ± 0.0172,0.7626 ± 0.0084,0.8560 ± 0.0088,0.8064 ± 0.0085,0.9350 ± 0.0093,0.8522 ± 0.0041,0.6018 ± 0.1061,0.6376 ± 0.0035,0.8744 ± 0.0106,0.7711 ± 0.0353,0.8522 ± 0.0041,0.8038 ± 0.0041,0.9285 ± 0.0056
26,svm,mutual_info,0.6027 ± 0.0068,0.6036 ± 0.0059,0.8557 ± 0.0081,0.5709 ± 0.0057,0.6408 ± 0.0061,0.8841 ± 0.0173,0.7623 ± 0.0077,0.8557 ± 0.0081,0.8060 ± 0.0079,0.9357 ± 0.0096,0.8524 ± 0.0039,0.6019 ± 0.1060,0.6380 ± 0.0042,0.8756 ± 0.0117,0.7713 ± 0.0352,0.8524 ± 0.0039,0.8042 ± 0.0042,0.9287 ± 0.0061
27,svm,spearman_sulov,0.6017 ± 0.0045,0.6039 ± 0.0064,0.8560 ± 0.0088,0.5711 ± 0.0062,0.6411 ± 0.0066,0.8826 ± 0.0172,0.7626 ± 0.0084,0.8560 ± 0.0088,0.8064 ± 0.0085,0.9350 ± 0.0093,0.8522 ± 0.0041,0.6018 ± 0.1061,0.6376 ± 0.0035,0.8744 ± 0.0106,0.7711 ± 0.0353,0.8522 ± 0.0041,0.8038 ± 0.0041,0.9285 ± 0.0056
28,svm,chi2,0.5971 ± 0.0080,0.5999 ± 0.0070,0.8469 ± 0.0066,0.5825 ± 0.0521,0.6351 ± 0.0051,0.8822 ± 0.0149,0.7610 ± 0.0174,0.8469 ± 0.0066,0.7989 ± 0.0063,0.9310 ± 0.0088,0.8415 ± 0.0047,0.5836 ± 0.0469,0.6303 ± 0.0053,0.8739 ± 0.0099,0.7603 ± 0.0174,0.8415 ± 0.0047,0.7959 ± 0.0052,0.9234 ± 0.0057
29,svm,chi2_mi_union_topk,0.6011 ± 0.0082,0.6024 ± 0.0054,0.8538 ± 0.0076,0.5697 ± 0.0051,0.6395 ± 0.0057,0.8836 ± 0.0190,0.7607 ± 0.0069,0.8538 ± 0.0076,0.8044 ± 0.0072,0.9353 ± 0.0100,0.8502 ± 0.0054,0.6004 ± 0.1072,0.6364 ± 0.0057,0.8748 ± 0.0112,0.7693 ± 0.0369,0.8502 ± 0.0054,0.8021 ± 0.0060,0.9281 ± 0.0060
30,logistic_regression,spearman_corr,0.6530 ± 0.0173,0.6634 ± 0.0273,0.7839 ± 0.0188,0.6675 ± 0.0270,0.6705 ± 0.0306,0.8645 ± 0.0185,0.8107 ± 0.0178,0.7839 ± 0.0188,0.7928 ± 0.0166,0.9234 ± 0.0108,0.7750 ± 0.0128,0.6563 ± 0.0149,0.6576 ± 0.0191,0.8505 ± 0.0130,0.8026 ± 0.0085,0.7750 ± 0.0128,0.7861 ± 0.0109,0.9147 ± 0.0079
31,logistic_regression,mutual_info,0.6559 ± 0.0183,0.6624 ± 0.0237,0.7813 ± 0.0194,0.6671 ± 0.0219,0.6694 ± 0.0270,0.8669 ± 0.0174,0.8092 ± 0.0162,0.7813 ± 0.0194,0.7907 ± 0.0164,0.9245 ± 0.0105,0.7767 ± 0.0116,0.6590 ± 0.0161,0.6611 ± 0.0208,0.8523 ± 0.0145,0.8044 ± 0.0090,0.7767 ± 0.0116,0.7878 ± 0.0103,0.9157 ± 0.0085
32,logistic_regression,spearman_sulov,0.6530 ± 0.0173,0.6634 ± 0.0273,0.7839 ± 0.0188,0.6675 ± 0.0270,0.6705 ± 0.0306,0.8645 ± 0.0185,0.8107 ± 0.0178,0.7839 ± 0.0188,0.7928 ± 0.0166,0.9234 ± 0.0108,0.7750 ± 0.0128,0.6563 ± 0.0149,0.6576 ± 0.0191,0.8505 ± 0.0130,0.8026 ± 0.0085,0.7750 ± 0.0128,0.7861 ± 0.0109,0.9147 ± 0.0079
33,logistic_regression,chi2,0.6672 ± 0.0129,0.6762 ± 0.0253,0.7769 ± 0.0226,0.6828 ± 0.0208,0.6921 ± 0.0306,0.8798 ± 0.0168,0.8205 ± 0.0133,0.7769 ± 0.0226,0.7910 ± 0.0184,0.9293 ± 0.0102,0.7682 ± 0.0092,0.6737 ± 0.0113,0.6821 ± 0.0158,0.8703 ± 0.0119,0.8159 ± 0.0086,0.7682 ± 0.0092,0.7856 ± 0.0086,0.9226 ± 0.0070
34,logistic_regression,chi2_mi_union_topk,0.6611 ± 0.0184,0.6651 ± 0.0245,0.7835 ± 0.0210,0.6695 ± 0.0226,0.6719 ± 0.0267,0.8694 ± 0.0194,0.8102 ± 0.0139,0.7835 ± 0.0210,0.7924 ± 0.0164,0.9255 ± 0.0111,0.7799 ± 0.0134,0.6639 ± 0.0165,0.6671 ± 0.0205,0.8562 ± 0.0124,0.8080 ± 0.0112,0.7799 ± 0.0134,0.7909 ± 0.0122,0.9174 ± 0.0076
35,knn,spearman_corr,0.5436 ± 0.0076,0.5581 ± 0.0435,0.7176 ± 0.0287,0.6184 ± 0.0509,0.5662 ± 0.0358,0.7876 ± 0.0185,0.7410 ± 0.0274,0.7176 ± 0.0287,0.6923 ± 0.0332,0.8483 ± 0.0124,0.7074 ± 0.0105,0.5997 ± 0.0085,0.5540 ± 0.0062,0.7784 ± 0.0115,0.7272 ± 0.0059,0.7074 ± 0.0105,0.6802 ± 0.0098,0.8456 ± 0.0104
36,knn,mutual_info,0.5577 ± 0.0119,0.5713 ± 0.0379,0.7267 ± 0.0254,0.6319 ± 0.0441,0.5772 ± 0.0320,0.7918 ± 0.0189,0.7474 ± 0.0212,0.7267 ± 0.0254,0.7029 ± 0.0284,0.8518 ± 0.0124,0.7200 ± 0.0100,0.6092 ± 0.0109,0.5661 ± 0.0096,0.7838 ± 0.0114,0.7347 ± 0.0083,0.7200 ± 0.0100,0.6948 ± 0.0111,0.8519 ± 0.0092
37,knn,spearman_sulov,0.5436 ± 0.0076,0.5581 ± 0.0435,0.7176 ± 0.0287,0.6184 ± 0.0509,0.5662 ± 0.0358,0.7876 ± 0.0185,0.7410 ± 0.0274,0.7176 ± 0.0287,0.6923 ± 0.0332,0.8483 ± 0.0124,0.7074 ± 0.0105,0.5997 ± 0.0085,0.5540 ± 0.0062,0.7784 ± 0.0115,0.7272 ± 0.0059,0.7074 ± 0.0105,0.6802 ± 0.0098,0.8456 ± 0.0104
38,knn,chi2,0.6344 ± 0.0198,0.6422 ± 0.0329,0.8062 ± 0.0246,0.6731 ± 0.0466,0.6437 ± 0.0269,0.8315 ± 0.0190,0.7890 ± 0.0230,0.8062 ± 0.0246,0.7868 ± 0.0227,0.8965 ± 0.0124,0.8116 ± 0.0061,0.6551 ± 0.0266,0.6389 ± 0.0148,0.8264 ± 0.0120,0.7835 ± 0.0105,0.8116 ± 0.0061,0.7899 ± 0.0069,0.8941 ± 0.0074
39,knn,chi2_mi_union_topk,0.5689 ± 0.0113,0.5771 ± 0.0387,0.7355 ± 0.0268,0.6325 ± 0.0528,0.5830 ± 0.0316,0.8057 ± 0.0191,0.7478 ± 0.0257,0.7355 ± 0.0268,0.7117 ± 0.0301,0.8645 ± 0.0133,0.7308 ± 0.0105,0.6095 ± 0.0134,0.5761 ± 0.0093,0.7950 ± 0.0102,0.7392 ± 0.0064,0.7308 ± 0.0105,0.7082 ± 0.0109,0.8595 ± 0.0090
40,gaussian_nb,spearman_corr,0.6098 ± 0.0339,0.6284 ± 0.0390,0.7238 ± 0.0644,0.6622 ± 0.0237,0.6538 ± 0.0312,0.8599 ± 0.0150,0.8157 ± 0.0225,0.7238 ± 0.0644,0.7482 ± 0.0509,0.9146 ± 0.0107,0.7002 ± 0.0557,0.6472 ± 0.0120,0.6367 ± 0.0185,0.8428 ± 0.0094,0.8007 ± 0.0121,0.7002 ± 0.0557,0.7272 ± 0.0476,0.9000 ± 0.0060
41,gaussian_nb,mutual_info,0.6198 ± 0.0262,0.6394 ± 0.0511,0.7326 ± 0.0735,0.6744 ± 0.0294,0.6663 ± 0.0420,0.8636 ± 0.0163,0.8270 ± 0.0249,0.7326 ± 0.0735,0.7571 ± 0.0595,0.9178 ± 0.0116,0.7115 ± 0.0456,0.6509 ± 0.0145,0.6434 ± 0.0212,0.8480 ± 0.0089,0.8041 ± 0.0143,0.7115 ± 0.0456,0.7392 ± 0.0365,0.9035 ± 0.0050
42,gaussian_nb,spearman_sulov,0.6098 ± 0.0339,0.6284 ± 0.0390,0.7238 ± 0.0644,0.6622 ± 0.0237,0.6538 ± 0.0312,0.8599 ± 0.0150,0.8157 ± 0.0225,0.7238 ± 0.0644,0.7482 ± 0.0509,0.9146 ± 0.0107,0.7002 ± 0.0557,0.6472 ± 0.0120,0.6367 ± 0.0185,0.8428 ± 0.0094,0.8007 ± 0.0121,0.7002 ± 0.0557,0.7272 ± 0.0476,0.9000 ± 0.0060
43,gaussian_nb,chi2,0.6309 ± 0.0167,0.6457 ± 0.0283,0.7341 ± 0.0430,0.6761 ± 0.0190,0.6749 ± 0.0267,0.8729 ± 0.0156,0.8271 ± 0.0165,0.7341 ± 0.0430,0.7595 ± 0.0334,0.9248 ± 0.0098,0.7142 ± 0.0316,0.6647 ± 0.0100,0.6626 ± 0.0137,0.8622 ± 0.0109,0.8162 ± 0.0123,0.7142 ± 0.0316,0.7431 ± 0.0244,0.9139 ± 0.0053
44,gaussian_nb,chi2_mi_union_topk,0.6398 ± 0.0166,0.6523 ± 0.0370,0.7421 ± 0.0535,0.6765 ± 0.0183,0.6743 ± 0.0321,0.8689 ± 0.0136,0.8270 ± 0.0143,0.7421 ± 0.0535,0.7696 ± 0.0404,0.9219 ± 0.0090,0.7264 ± 0.0282,0.6640 ± 0.0130,0.6646 ± 0.0169,0.8576 ± 0.0093,0.8152 ± 0.0123,0.7264 ± 0.0282,0.7562 ± 0.0215,0.9101 ± 0.0051
