,Model,Feature_Selection,Sampler,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,RandomOverSampler,0.6171 ± 0.0151,0.6089 ± 0.0076,0.9011 ± 0.0109,0.6010 ± 0.0074,0.6179 ± 0.0078,0.9469 ± 0.0134,0.8791 ± 0.0111,0.9011 ± 0.0109,0.8894 ± 0.0110,0.9606 ± 0.0079,0.9016 ± 0.0046,0.6680 ± 0.1408,0.6229 ± 0.0082,0.9600 ± 0.0067,0.8821 ± 0.0130,0.9016 ± 0.0046,0.8892 ± 0.0048,0.9644 ± 0.0024
11,extra_trees,mutual_info,RandomOverSampler,0.6303 ± 0.0262,0.6324 ± 0.0399,0.8993 ± 0.0116,0.6999 ± 0.1605,0.6303 ± 0.0232,0.9501 ± 0.0087,0.8853 ± 0.0163,0.8993 ± 0.0116,0.8891 ± 0.0115,0.9589 ± 0.0079,0.8973 ± 0.0035,0.7374 ± 0.1545,0.6287 ± 0.0142,0.9577 ± 0.0059,0.8842 ± 0.0122,0.8973 ± 0.0035,0.8861 ± 0.0034,0.9629 ± 0.0026
12,extra_trees,spearman_sulov,RandomOverSampler,0.6277 ± 0.0177,0.6255 ± 0.0336,0.9015 ± 0.0092,0.6676 ± 0.1391,0.6272 ± 0.0191,0.9470 ± 0.0110,0.8842 ± 0.0127,0.9015 ± 0.0092,0.8905 ± 0.0088,0.9610 ± 0.0063,0.9024 ± 0.0040,0.7516 ± 0.1647,0.6287 ± 0.0090,0.9589 ± 0.0078,0.8896 ± 0.0132,0.9024 ± 0.0040,0.8905 ± 0.0040,0.9639 ± 0.0028
13,extra_trees,chi2,RandomOverSampler,0.6343 ± 0.0263,0.6280 ± 0.0370,0.8941 ± 0.0115,0.6799 ± 0.1388,0.6265 ± 0.0217,0.9466 ± 0.0141,0.8789 ± 0.0129,0.8941 ± 0.0115,0.8840 ± 0.0110,0.9596 ± 0.0072,0.8983 ± 0.0060,0.7548 ± 0.1478,0.6310 ± 0.0149,0.9573 ± 0.0094,0.8866 ± 0.0142,0.8983 ± 0.0060,0.8873 ± 0.0064,0.9624 ± 0.0031
14,extra_trees,chi2_mi_union_topk,RandomOverSampler,0.6673 ± 0.0322,0.6639 ± 0.0390,0.9000 ± 0.0118,0.8004 ± 0.1514,0.6489 ± 0.0237,0.9509 ± 0.0122,0.8939 ± 0.0153,0.9000 ± 0.0118,0.8916 ± 0.0120,0.9588 ± 0.0085,0.9022 ± 0.0046,0.8506 ± 0.1109,0.6514 ± 0.0195,0.9587 ± 0.0090,0.8985 ± 0.0096,0.9022 ± 0.0046,0.8930 ± 0.0045,0.9628 ± 0.0039
15,xgboost,spearman_corr,RandomOverSampler,0.6962 ± 0.0389,0.6866 ± 0.0453,0.8934 ± 0.0141,0.7442 ± 0.0938,0.6763 ± 0.0475,0.9392 ± 0.0206,0.8896 ± 0.0147,0.8934 ± 0.0141,0.8886 ± 0.0134,0.9583 ± 0.0045,0.8972 ± 0.0075,0.7587 ± 0.0717,0.6761 ± 0.0271,0.9444 ± 0.0086,0.8903 ± 0.0087,0.8972 ± 0.0075,0.8916 ± 0.0074,0.9582 ± 0.0034
16,xgboost,mutual_info,RandomOverSampler,0.7093 ± 0.0413,0.6890 ± 0.0428,0.8941 ± 0.0126,0.7291 ± 0.0615,0.6766 ± 0.0381,0.9374 ± 0.0210,0.8883 ± 0.0127,0.8941 ± 0.0126,0.8893 ± 0.0125,0.9573 ± 0.0064,0.8954 ± 0.0101,0.7784 ± 0.0593,0.6851 ± 0.0317,0.9451 ± 0.0094,0.8893 ± 0.0108,0.8954 ± 0.0101,0.8903 ± 0.0103,0.9578 ± 0.0036
17,xgboost,spearman_sulov,RandomOverSampler,0.6935 ± 0.0499,0.6832 ± 0.0462,0.8930 ± 0.0159,0.7489 ± 0.0954,0.6669 ± 0.0368,0.9375 ± 0.0189,0.8880 ± 0.0186,0.8930 ± 0.0159,0.8877 ± 0.0165,0.9586 ± 0.0059,0.8970 ± 0.0068,0.7595 ± 0.0820,0.6741 ± 0.0370,0.9451 ± 0.0089,0.8897 ± 0.0111,0.8970 ± 0.0068,0.8911 ± 0.0083,0.9590 ± 0.0032
18,xgboost,chi2,RandomOverSampler,0.7036 ± 0.0365,0.6892 ± 0.0446,0.8963 ± 0.0130,0.7468 ± 0.0887,0.6780 ± 0.0474,0.9399 ± 0.0203,0.8911 ± 0.0150,0.8963 ± 0.0130,0.8910 ± 0.0124,0.9577 ± 0.0065,0.8914 ± 0.0084,0.7586 ± 0.0532,0.6823 ± 0.0287,0.9452 ± 0.0077,0.8851 ± 0.0090,0.8914 ± 0.0084,0.8866 ± 0.0085,0.9573 ± 0.0035
19,xgboost,chi2_mi_union_topk,RandomOverSampler,0.7281 ± 0.0277,0.6991 ± 0.0443,0.8872 ± 0.0143,0.7802 ± 0.1134,0.6853 ± 0.0473,0.9350 ± 0.0165,0.8867 ± 0.0143,0.8872 ± 0.0143,0.8835 ± 0.0133,0.9479 ± 0.0092,0.8901 ± 0.0049,0.7778 ± 0.0384,0.7038 ± 0.0226,0.9362 ± 0.0036,0.8856 ± 0.0056,0.8901 ± 0.0049,0.8867 ± 0.0051,0.9509 ± 0.0029
20,adaboost,spearman_corr,RandomOverSampler,0.7351 ± 0.0234,0.7109 ± 0.0372,0.8766 ± 0.0148,0.7070 ± 0.0282,0.7223 ± 0.0483,0.9238 ± 0.0156,0.8801 ± 0.0150,0.8766 ± 0.0148,0.8774 ± 0.0149,0.9236 ± 0.0139,0.8752 ± 0.0090,0.7403 ± 0.0321,0.7329 ± 0.0222,0.9244 ± 0.0092,0.8758 ± 0.0087,0.8752 ± 0.0090,0.8751 ± 0.0088,0.9242 ± 0.0079
21,adaboost,mutual_info,RandomOverSampler,0.7369 ± 0.0351,0.7086 ± 0.0363,0.8689 ± 0.0208,0.7149 ± 0.0581,0.7119 ± 0.0302,0.9201 ± 0.0141,0.8718 ± 0.0163,0.8689 ± 0.0208,0.8694 ± 0.0188,0.9218 ± 0.0141,0.8737 ± 0.0109,0.7492 ± 0.0405,0.7281 ± 0.0333,0.9239 ± 0.0093,0.8731 ± 0.0107,0.8737 ± 0.0109,0.8730 ± 0.0109,0.9246 ± 0.0082
22,adaboost,spearman_sulov,RandomOverSampler,0.7396 ± 0.0305,0.7052 ± 0.0444,0.8784 ± 0.0240,0.7164 ± 0.0390,0.7099 ± 0.0617,0.9240 ± 0.0158,0.8788 ± 0.0221,0.8784 ± 0.0240,0.8774 ± 0.0232,0.9271 ± 0.0220,0.8753 ± 0.0097,0.7445 ± 0.0340,0.7363 ± 0.0297,0.9251 ± 0.0084,0.8757 ± 0.0091,0.8753 ± 0.0097,0.8752 ± 0.0096,0.9248 ± 0.0077
23,adaboost,chi2,RandomOverSampler,0.7302 ± 0.0343,0.7117 ± 0.0381,0.8740 ± 0.0192,0.7066 ± 0.0413,0.7249 ± 0.0498,0.9217 ± 0.0129,0.8777 ± 0.0176,0.8740 ± 0.0192,0.8752 ± 0.0185,0.9222 ± 0.0115,0.8731 ± 0.0105,0.7441 ± 0.0426,0.7207 ± 0.0322,0.9249 ± 0.0103,0.8724 ± 0.0100,0.8731 ± 0.0105,0.8723 ± 0.0103,0.9257 ± 0.0088
24,adaboost,chi2_mi_union_topk,RandomOverSampler,0.7294 ± 0.0231,0.6993 ± 0.0276,0.8692 ± 0.0204,0.7004 ± 0.0478,0.7126 ± 0.0319,0.9213 ± 0.0148,0.8763 ± 0.0179,0.8692 ± 0.0204,0.8716 ± 0.0192,0.9235 ± 0.0155,0.8750 ± 0.0077,0.7384 ± 0.0332,0.7239 ± 0.0200,0.9249 ± 0.0069,0.8751 ± 0.0074,0.8750 ± 0.0077,0.8747 ± 0.0074,0.9264 ± 0.0074
25,svm,spearman_corr,RandomOverSampler,0.6312 ± 0.0190,0.6175 ± 0.0247,0.9015 ± 0.0138,0.6348 ± 0.1032,0.6233 ± 0.0149,0.9471 ± 0.0099,0.8830 ± 0.0132,0.9015 ± 0.0138,0.8902 ± 0.0131,0.9586 ± 0.0063,0.9024 ± 0.0070,0.7849 ± 0.1659,0.6309 ± 0.0109,0.9502 ± 0.0073,0.8928 ± 0.0158,0.9024 ± 0.0070,0.8907 ± 0.0073,0.9594 ± 0.0036
26,svm,mutual_info,RandomOverSampler,0.6164 ± 0.0139,0.6177 ± 0.0251,0.9018 ± 0.0113,0.6351 ± 0.1040,0.6234 ± 0.0149,0.9469 ± 0.0084,0.8833 ± 0.0128,0.9018 ± 0.0113,0.8906 ± 0.0112,0.9585 ± 0.0064,0.9008 ± 0.0057,0.6508 ± 0.1111,0.6228 ± 0.0076,0.9491 ± 0.0065,0.8803 ± 0.0094,0.9008 ± 0.0057,0.8884 ± 0.0057,0.9588 ± 0.0032
27,svm,spearman_sulov,RandomOverSampler,0.6281 ± 0.0265,0.6175 ± 0.0259,0.9015 ± 0.0110,0.6348 ± 0.1046,0.6233 ± 0.0154,0.9470 ± 0.0094,0.8830 ± 0.0123,0.9015 ± 0.0110,0.8902 ± 0.0106,0.9585 ± 0.0061,0.9031 ± 0.0081,0.7353 ± 0.1756,0.6297 ± 0.0154,0.9500 ± 0.0073,0.8893 ± 0.0203,0.9031 ± 0.0081,0.8911 ± 0.0088,0.9590 ± 0.0035
28,svm,chi2,RandomOverSampler,0.6126 ± 0.0096,0.6180 ± 0.0263,0.9022 ± 0.0088,0.6353 ± 0.1054,0.6238 ± 0.0156,0.9487 ± 0.0081,0.8837 ± 0.0124,0.9022 ± 0.0088,0.8909 ± 0.0091,0.9600 ± 0.0065,0.9000 ± 0.0048,0.6336 ± 0.1037,0.6206 ± 0.0046,0.9484 ± 0.0070,0.8782 ± 0.0076,0.9000 ± 0.0048,0.8874 ± 0.0046,0.9586 ± 0.0033
29,svm,chi2_mi_union_topk,RandomOverSampler,0.6785 ± 0.0335,0.6565 ± 0.0534,0.9051 ± 0.0076,0.7210 ± 0.1381,0.6485 ± 0.0342,0.9459 ± 0.0140,0.8939 ± 0.0152,0.9051 ± 0.0076,0.8960 ± 0.0093,0.9598 ± 0.0062,0.9036 ± 0.0054,0.8227 ± 0.0946,0.6600 ± 0.0205,0.9487 ± 0.0104,0.8982 ± 0.0106,0.9036 ± 0.0054,0.8949 ± 0.0060,0.9599 ± 0.0028
30,logistic_regression,spearman_corr,RandomOverSampler,0.7474 ± 0.0245,0.7086 ± 0.0347,0.8864 ± 0.0175,0.7032 ± 0.0294,0.7269 ± 0.0487,0.9416 ± 0.0092,0.8936 ± 0.0103,0.8864 ± 0.0175,0.8871 ± 0.0146,0.9550 ± 0.0059,0.8925 ± 0.0073,0.7463 ± 0.0352,0.7539 ± 0.0207,0.9391 ± 0.0126,0.8953 ± 0.0054,0.8925 ± 0.0073,0.8929 ± 0.0062,0.9503 ± 0.0055
31,logistic_regression,mutual_info,RandomOverSampler,0.7516 ± 0.0275,0.7214 ± 0.0361,0.8890 ± 0.0129,0.7148 ± 0.0289,0.7422 ± 0.0586,0.9421 ± 0.0130,0.8963 ± 0.0091,0.8890 ± 0.0129,0.8896 ± 0.0112,0.9558 ± 0.0056,0.8925 ± 0.0089,0.7482 ± 0.0363,0.7591 ± 0.0200,0.9371 ± 0.0107,0.8954 ± 0.0071,0.8925 ± 0.0089,0.8930 ± 0.0080,0.9503 ± 0.0053
32,logistic_regression,spearman_sulov,RandomOverSampler,0.7462 ± 0.0306,0.7061 ± 0.0534,0.8868 ± 0.0161,0.7015 ± 0.0473,0.7224 ± 0.0664,0.9405 ± 0.0105,0.8911 ± 0.0130,0.8868 ± 0.0161,0.8864 ± 0.0145,0.9542 ± 0.0053,0.8914 ± 0.0099,0.7453 ± 0.0400,0.7513 ± 0.0228,0.9386 ± 0.0118,0.8940 ± 0.0074,0.8914 ± 0.0099,0.8917 ± 0.0087,0.9501 ± 0.0049
33,logistic_regression,chi2,RandomOverSampler,0.7397 ± 0.0228,0.7239 ± 0.0249,0.8908 ± 0.0163,0.7214 ± 0.0233,0.7388 ± 0.0381,0.9418 ± 0.0128,0.8976 ± 0.0108,0.8908 ± 0.0163,0.8914 ± 0.0139,0.9569 ± 0.0060,0.8898 ± 0.0083,0.7352 ± 0.0306,0.7486 ± 0.0201,0.9351 ± 0.0124,0.8931 ± 0.0060,0.8898 ± 0.0083,0.8904 ± 0.0073,0.9505 ± 0.0045
34,logistic_regression,chi2_mi_union_topk,RandomOverSampler,0.7535 ± 0.0268,0.7082 ± 0.0250,0.8810 ± 0.0143,0.6980 ± 0.0190,0.7507 ± 0.0693,0.9485 ± 0.0089,0.8959 ± 0.0084,0.8810 ± 0.0143,0.8839 ± 0.0114,0.9580 ± 0.0071,0.8890 ± 0.0069,0.7340 ± 0.0262,0.7870 ± 0.0259,0.9514 ± 0.0083,0.8982 ± 0.0051,0.8890 ± 0.0069,0.8917 ± 0.0060,0.9580 ± 0.0034
35,knn,spearman_corr,RandomOverSampler,0.6437 ± 0.0259,0.6079 ± 0.0468,0.8337 ± 0.0202,0.6410 ± 0.0756,0.6085 ± 0.0392,0.8176 ± 0.0354,0.8470 ± 0.0143,0.8337 ± 0.0202,0.8272 ± 0.0200,0.9077 ± 0.0132,0.8436 ± 0.0104,0.6717 ± 0.0308,0.6408 ± 0.0221,0.8420 ± 0.0083,0.8532 ± 0.0075,0.8436 ± 0.0104,0.8375 ± 0.0105,0.9147 ± 0.0060
36,knn,mutual_info,RandomOverSampler,0.6809 ± 0.0203,0.6493 ± 0.0593,0.8531 ± 0.0183,0.7044 ± 0.1154,0.6436 ± 0.0467,0.8433 ± 0.0390,0.8639 ± 0.0148,0.8531 ± 0.0183,0.8467 ± 0.0179,0.9152 ± 0.0123,0.8654 ± 0.0093,0.7216 ± 0.0240,0.6706 ± 0.0192,0.8509 ± 0.0131,0.8721 ± 0.0073,0.8654 ± 0.0093,0.8601 ± 0.0095,0.9208 ± 0.0057
37,knn,spearman_sulov,RandomOverSampler,0.6499 ± 0.0235,0.6169 ± 0.0482,0.8304 ± 0.0203,0.6477 ± 0.0690,0.6200 ± 0.0472,0.8193 ± 0.0390,0.8467 ± 0.0174,0.8304 ± 0.0203,0.8244 ± 0.0217,0.9069 ± 0.0115,0.8412 ± 0.0097,0.6849 ± 0.0374,0.6445 ± 0.0203,0.8351 ± 0.0100,0.8527 ± 0.0083,0.8412 ± 0.0097,0.8352 ± 0.0103,0.9107 ± 0.0087
38,knn,chi2,RandomOverSampler,0.6699 ± 0.0313,0.6366 ± 0.0695,0.8476 ± 0.0164,0.6819 ± 0.1204,0.6353 ± 0.0620,0.8322 ± 0.0237,0.8573 ± 0.0189,0.8476 ± 0.0164,0.8409 ± 0.0174,0.9122 ± 0.0080,0.8597 ± 0.0099,0.7055 ± 0.0359,0.6616 ± 0.0285,0.8470 ± 0.0136,0.8664 ± 0.0086,0.8597 ± 0.0099,0.8542 ± 0.0104,0.9179 ± 0.0049
39,knn,chi2_mi_union_topk,RandomOverSampler,0.6872 ± 0.0275,0.6914 ± 0.0614,0.8714 ± 0.0174,0.7246 ± 0.0986,0.6911 ± 0.0595,0.8460 ± 0.0287,0.8801 ± 0.0162,0.8714 ± 0.0174,0.8685 ± 0.0166,0.9190 ± 0.0127,0.8748 ± 0.0094,0.6969 ± 0.0342,0.6885 ± 0.0253,0.8672 ± 0.0174,0.8813 ± 0.0066,0.8748 ± 0.0094,0.8728 ± 0.0086,0.9309 ± 0.0098
40,gaussian_nb,spearman_corr,RandomOverSampler,0.6421 ± 0.0202,0.6470 ± 0.0430,0.8179 ± 0.0328,0.6448 ± 0.0278,0.7269 ± 0.0613,0.8408 ± 0.0490,0.8758 ± 0.0140,0.8179 ± 0.0328,0.8385 ± 0.0257,0.9163 ± 0.0143,0.8090 ± 0.0208,0.6412 ± 0.0102,0.7235 ± 0.0261,0.8405 ± 0.0181,0.8713 ± 0.0064,0.8090 ± 0.0208,0.8327 ± 0.0146,0.9126 ± 0.0056
41,gaussian_nb,mutual_info,RandomOverSampler,0.6758 ± 0.0182,0.6694 ± 0.0251,0.8300 ± 0.0264,0.6586 ± 0.0170,0.7751 ± 0.0486,0.8787 ± 0.0334,0.8811 ± 0.0149,0.8300 ± 0.0264,0.8478 ± 0.0227,0.9222 ± 0.0112,0.8321 ± 0.0100,0.6609 ± 0.0120,0.7643 ± 0.0347,0.8709 ± 0.0191,0.8744 ± 0.0054,0.8321 ± 0.0100,0.8482 ± 0.0080,0.9184 ± 0.0057
42,gaussian_nb,spearman_sulov,RandomOverSampler,0.6371 ± 0.0261,0.6459 ± 0.0503,0.8084 ± 0.0393,0.6451 ± 0.0323,0.7436 ± 0.0725,0.8443 ± 0.0504,0.8748 ± 0.0187,0.8084 ± 0.0393,0.8310 ± 0.0316,0.9168 ± 0.0151,0.7998 ± 0.0277,0.6403 ± 0.0132,0.7284 ± 0.0370,0.8414 ± 0.0228,0.8723 ± 0.0074,0.7998 ± 0.0277,0.8265 ± 0.0201,0.9140 ± 0.0054
43,gaussian_nb,chi2,RandomOverSampler,0.6824 ± 0.0178,0.6871 ± 0.0330,0.8469 ± 0.0273,0.6704 ± 0.0253,0.7726 ± 0.0426,0.8834 ± 0.0304,0.8833 ± 0.0144,0.8469 ± 0.0273,0.8594 ± 0.0234,0.9233 ± 0.0125,0.8425 ± 0.0094,0.6653 ± 0.0123,0.7555 ± 0.0348,0.8728 ± 0.0190,0.8756 ± 0.0053,0.8425 ± 0.0094,0.8551 ± 0.0078,0.9187 ± 0.0029
44,gaussian_nb,chi2_mi_union_topk,RandomOverSampler,0.6790 ± 0.0170,0.6494 ± 0.0304,0.8110 ± 0.0259,0.6465 ± 0.0205,0.7631 ± 0.0651,0.9279 ± 0.0088,0.8760 ± 0.0153,0.8110 ± 0.0259,0.8336 ± 0.0222,0.9270 ± 0.0097,0.8173 ± 0.0119,0.6639 ± 0.0105,0.8122 ± 0.0233,0.9306 ± 0.0070,0.8728 ± 0.0066,0.8173 ± 0.0119,0.8373 ± 0.0089,0.9255 ± 0.0045
