,Model,Feature_Selection,Sampler,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,RandomOverSampler,0.6216 ± 0.0235,0.6329 ± 0.0457,0.9004 ± 0.0136,0.7004 ± 0.1663,0.6302 ± 0.0286,0.9407 ± 0.0223,0.8852 ± 0.0228,0.9004 ± 0.0136,0.8899 ± 0.0148,0.9597 ± 0.0064,0.8937 ± 0.0048,0.7295 ± 0.1718,0.6222 ± 0.0125,0.9556 ± 0.0093,0.8797 ± 0.0150,0.8937 ± 0.0048,0.8819 ± 0.0048,0.9604 ± 0.0027
11,extra_trees,mutual_info,RandomOverSampler,0.6288 ± 0.0261,0.6505 ± 0.0464,0.9022 ± 0.0096,0.7683 ± 0.1781,0.6406 ± 0.0280,0.9513 ± 0.0101,0.8923 ± 0.0195,0.9022 ± 0.0096,0.8926 ± 0.0107,0.9605 ± 0.0072,0.8947 ± 0.0069,0.7636 ± 0.1740,0.6262 ± 0.0138,0.9592 ± 0.0060,0.8835 ± 0.0140,0.8947 ± 0.0069,0.8833 ± 0.0065,0.9612 ± 0.0033
12,extra_trees,spearman_sulov,RandomOverSampler,0.6216 ± 0.0235,0.6329 ± 0.0457,0.9004 ± 0.0136,0.7004 ± 0.1663,0.6302 ± 0.0286,0.9407 ± 0.0223,0.8852 ± 0.0228,0.9004 ± 0.0136,0.8899 ± 0.0148,0.9597 ± 0.0064,0.8937 ± 0.0048,0.7295 ± 0.1718,0.6222 ± 0.0125,0.9556 ± 0.0093,0.8797 ± 0.0150,0.8937 ± 0.0048,0.8819 ± 0.0048,0.9604 ± 0.0027
13,extra_trees,chi2,RandomOverSampler,0.6860 ± 0.0386,0.6842 ± 0.0451,0.8989 ± 0.0148,0.8549 ± 0.1372,0.6611 ± 0.0298,0.9545 ± 0.0075,0.8962 ± 0.0169,0.8989 ± 0.0148,0.8913 ± 0.0143,0.9573 ± 0.0072,0.8928 ± 0.0053,0.8704 ± 0.1032,0.6600 ± 0.0245,0.9605 ± 0.0045,0.8909 ± 0.0090,0.8928 ± 0.0053,0.8849 ± 0.0062,0.9582 ± 0.0035
14,extra_trees,chi2_mi_union_topk,RandomOverSampler,0.6477 ± 0.0382,0.6743 ± 0.0490,0.9037 ± 0.0095,0.8356 ± 0.1625,0.6555 ± 0.0299,0.9534 ± 0.0092,0.8988 ± 0.0174,0.9037 ± 0.0095,0.8952 ± 0.0099,0.9600 ± 0.0080,0.8954 ± 0.0048,0.8305 ± 0.1600,0.6374 ± 0.0223,0.9568 ± 0.0084,0.8897 ± 0.0131,0.8954 ± 0.0048,0.8851 ± 0.0053,0.9604 ± 0.0030
15,xgboost,spearman_corr,RandomOverSampler,0.7336 ± 0.0316,0.7036 ± 0.0518,0.8952 ± 0.0135,0.8285 ± 0.1121,0.6814 ± 0.0462,0.9273 ± 0.0241,0.8933 ± 0.0184,0.8952 ± 0.0135,0.8897 ± 0.0159,0.9556 ± 0.0091,0.8972 ± 0.0114,0.8280 ± 0.0611,0.7018 ± 0.0243,0.9376 ± 0.0104,0.8939 ± 0.0129,0.8972 ± 0.0114,0.8927 ± 0.0114,0.9547 ± 0.0062
16,xgboost,mutual_info,RandomOverSampler,0.7274 ± 0.0265,0.6906 ± 0.0503,0.8930 ± 0.0094,0.7870 ± 0.1163,0.6707 ± 0.0409,0.9322 ± 0.0212,0.8884 ± 0.0150,0.8930 ± 0.0094,0.8873 ± 0.0109,0.9565 ± 0.0071,0.8951 ± 0.0119,0.8210 ± 0.0467,0.6968 ± 0.0223,0.9379 ± 0.0113,0.8914 ± 0.0122,0.8951 ± 0.0119,0.8905 ± 0.0115,0.9545 ± 0.0062
17,xgboost,spearman_sulov,RandomOverSampler,0.7336 ± 0.0316,0.7036 ± 0.0518,0.8952 ± 0.0135,0.8285 ± 0.1121,0.6814 ± 0.0462,0.9273 ± 0.0241,0.8933 ± 0.0184,0.8952 ± 0.0135,0.8897 ± 0.0159,0.9556 ± 0.0091,0.8972 ± 0.0114,0.8280 ± 0.0611,0.7018 ± 0.0243,0.9376 ± 0.0104,0.8939 ± 0.0129,0.8972 ± 0.0114,0.8927 ± 0.0114,0.9547 ± 0.0062
18,xgboost,chi2,RandomOverSampler,0.7248 ± 0.0386,0.7019 ± 0.0583,0.8861 ± 0.0146,0.7433 ± 0.0791,0.6840 ± 0.0477,0.9360 ± 0.0174,0.8807 ± 0.0175,0.8861 ± 0.0146,0.8819 ± 0.0156,0.9505 ± 0.0060,0.8830 ± 0.0079,0.7766 ± 0.0481,0.7005 ± 0.0332,0.9403 ± 0.0085,0.8786 ± 0.0091,0.8830 ± 0.0079,0.8796 ± 0.0080,0.9480 ± 0.0061
19,xgboost,chi2_mi_union_topk,RandomOverSampler,0.7272 ± 0.0263,0.6982 ± 0.0524,0.8908 ± 0.0203,0.7663 ± 0.0922,0.6783 ± 0.0440,0.9333 ± 0.0178,0.8866 ± 0.0235,0.8908 ± 0.0203,0.8862 ± 0.0215,0.9562 ± 0.0082,0.8950 ± 0.0094,0.8143 ± 0.0398,0.6965 ± 0.0220,0.9390 ± 0.0104,0.8908 ± 0.0100,0.8950 ± 0.0094,0.8904 ± 0.0094,0.9535 ± 0.0053
20,adaboost,spearman_corr,RandomOverSampler,0.7450 ± 0.0329,0.7273 ± 0.0274,0.8623 ± 0.0158,0.7292 ± 0.0475,0.7351 ± 0.0316,0.9078 ± 0.0165,0.8661 ± 0.0171,0.8623 ± 0.0158,0.8630 ± 0.0160,0.8979 ± 0.0204,0.8704 ± 0.0100,0.7653 ± 0.0592,0.7330 ± 0.0222,0.9082 ± 0.0109,0.8702 ± 0.0095,0.8704 ± 0.0100,0.8698 ± 0.0092,0.8978 ± 0.0142
21,adaboost,mutual_info,RandomOverSampler,0.7440 ± 0.0317,0.7415 ± 0.0343,0.8674 ± 0.0161,0.7481 ± 0.0536,0.7477 ± 0.0356,0.9003 ± 0.0181,0.8709 ± 0.0161,0.8674 ± 0.0161,0.8678 ± 0.0158,0.8872 ± 0.0244,0.8676 ± 0.0137,0.7643 ± 0.0405,0.7308 ± 0.0299,0.9064 ± 0.0098,0.8667 ± 0.0128,0.8676 ± 0.0137,0.8666 ± 0.0132,0.8951 ± 0.0137
22,adaboost,spearman_sulov,RandomOverSampler,0.7450 ± 0.0329,0.7273 ± 0.0274,0.8623 ± 0.0158,0.7292 ± 0.0475,0.7351 ± 0.0316,0.9078 ± 0.0165,0.8661 ± 0.0171,0.8623 ± 0.0158,0.8630 ± 0.0160,0.8979 ± 0.0204,0.8704 ± 0.0100,0.7653 ± 0.0592,0.7330 ± 0.0222,0.9082 ± 0.0109,0.8702 ± 0.0095,0.8704 ± 0.0100,0.8698 ± 0.0092,0.8978 ± 0.0142
23,adaboost,chi2,RandomOverSampler,0.7629 ± 0.0347,0.7266 ± 0.0358,0.8714 ± 0.0163,0.7196 ± 0.0502,0.7470 ± 0.0448,0.9165 ± 0.0159,0.8778 ± 0.0158,0.8714 ± 0.0163,0.8729 ± 0.0158,0.9064 ± 0.0170,0.8767 ± 0.0107,0.7611 ± 0.0396,0.7675 ± 0.0344,0.9121 ± 0.0111,0.8778 ± 0.0097,0.8767 ± 0.0107,0.8771 ± 0.0102,0.8992 ± 0.0167
24,adaboost,chi2_mi_union_topk,RandomOverSampler,0.7480 ± 0.0244,0.7108 ± 0.0382,0.8560 ± 0.0228,0.7140 ± 0.0490,0.7209 ± 0.0504,0.8969 ± 0.0174,0.8606 ± 0.0218,0.8560 ± 0.0228,0.8568 ± 0.0219,0.8826 ± 0.0198,0.8698 ± 0.0077,0.7623 ± 0.0391,0.7379 ± 0.0166,0.9086 ± 0.0098,0.8692 ± 0.0068,0.8698 ± 0.0077,0.8692 ± 0.0071,0.8963 ± 0.0135
25,svm,spearman_corr,RandomOverSampler,0.6956 ± 0.0283,0.7142 ± 0.0332,0.9004 ± 0.0075,0.9226 ± 0.0357,0.6814 ± 0.0254,0.9488 ± 0.0103,0.9044 ± 0.0083,0.9004 ± 0.0075,0.8941 ± 0.0080,0.9585 ± 0.0060,0.9035 ± 0.0064,0.8984 ± 0.0406,0.6705 ± 0.0198,0.9503 ± 0.0119,0.9043 ± 0.0071,0.9035 ± 0.0064,0.8955 ± 0.0064,0.9594 ± 0.0038
26,svm,mutual_info,RandomOverSampler,0.7140 ± 0.0278,0.7059 ± 0.0453,0.9022 ± 0.0083,0.8797 ± 0.1086,0.6784 ± 0.0315,0.9509 ± 0.0078,0.9033 ± 0.0121,0.9022 ± 0.0083,0.8954 ± 0.0086,0.9597 ± 0.0053,0.9038 ± 0.0043,0.9058 ± 0.0414,0.6829 ± 0.0197,0.9508 ± 0.0093,0.9051 ± 0.0054,0.9038 ± 0.0043,0.8969 ± 0.0039,0.9595 ± 0.0028
27,svm,spearman_sulov,RandomOverSampler,0.6956 ± 0.0283,0.7142 ± 0.0332,0.9004 ± 0.0075,0.9226 ± 0.0357,0.6814 ± 0.0254,0.9488 ± 0.0103,0.9044 ± 0.0083,0.9004 ± 0.0075,0.8941 ± 0.0080,0.9585 ± 0.0060,0.9035 ± 0.0064,0.8984 ± 0.0406,0.6705 ± 0.0198,0.9503 ± 0.0119,0.9043 ± 0.0071,0.9035 ± 0.0064,0.8955 ± 0.0064,0.9594 ± 0.0038
28,svm,chi2,RandomOverSampler,0.7041 ± 0.0368,0.6983 ± 0.0547,0.8952 ± 0.0107,0.8423 ± 0.1153,0.6736 ± 0.0411,0.9534 ± 0.0079,0.8947 ± 0.0166,0.8952 ± 0.0107,0.8886 ± 0.0118,0.9564 ± 0.0071,0.8936 ± 0.0064,0.8696 ± 0.0609,0.6739 ± 0.0260,0.9539 ± 0.0055,0.8927 ± 0.0101,0.8936 ± 0.0064,0.8867 ± 0.0070,0.9566 ± 0.0037
29,svm,chi2_mi_union_topk,RandomOverSampler,0.7136 ± 0.0253,0.7255 ± 0.0523,0.9022 ± 0.0085,0.9240 ± 0.0353,0.6920 ± 0.0423,0.9496 ± 0.0091,0.9068 ± 0.0088,0.9022 ± 0.0085,0.8962 ± 0.0101,0.9586 ± 0.0063,0.9020 ± 0.0039,0.8667 ± 0.0436,0.6836 ± 0.0192,0.9507 ± 0.0123,0.9010 ± 0.0054,0.9020 ± 0.0039,0.8954 ± 0.0041,0.9601 ± 0.0037
30,logistic_regression,spearman_corr,RandomOverSampler,0.7615 ± 0.0395,0.7365 ± 0.0375,0.8864 ± 0.0141,0.7314 ± 0.0381,0.7587 ± 0.0541,0.9433 ± 0.0102,0.8959 ± 0.0109,0.8864 ± 0.0141,0.8876 ± 0.0126,0.9534 ± 0.0068,0.8893 ± 0.0092,0.7599 ± 0.0435,0.7678 ± 0.0396,0.9466 ± 0.0131,0.8925 ± 0.0079,0.8893 ± 0.0092,0.8894 ± 0.0087,0.9527 ± 0.0044
31,logistic_regression,mutual_info,RandomOverSampler,0.7561 ± 0.0343,0.7366 ± 0.0405,0.8868 ± 0.0150,0.7250 ± 0.0338,0.7635 ± 0.0543,0.9450 ± 0.0074,0.8968 ± 0.0099,0.8868 ± 0.0150,0.8883 ± 0.0131,0.9555 ± 0.0066,0.8866 ± 0.0094,0.7440 ± 0.0364,0.7767 ± 0.0365,0.9475 ± 0.0108,0.8930 ± 0.0078,0.8866 ± 0.0094,0.8878 ± 0.0087,0.9547 ± 0.0027
32,logistic_regression,spearman_sulov,RandomOverSampler,0.7615 ± 0.0395,0.7365 ± 0.0375,0.8864 ± 0.0141,0.7314 ± 0.0381,0.7587 ± 0.0541,0.9433 ± 0.0102,0.8959 ± 0.0109,0.8864 ± 0.0141,0.8876 ± 0.0126,0.9534 ± 0.0068,0.8893 ± 0.0092,0.7599 ± 0.0435,0.7678 ± 0.0396,0.9466 ± 0.0131,0.8925 ± 0.0079,0.8893 ± 0.0092,0.8894 ± 0.0087,0.9527 ± 0.0044
33,logistic_regression,chi2,RandomOverSampler,0.7555 ± 0.0224,0.7362 ± 0.0265,0.8751 ± 0.0142,0.7134 ± 0.0246,0.7968 ± 0.0370,0.9477 ± 0.0090,0.8951 ± 0.0097,0.8751 ± 0.0142,0.8793 ± 0.0127,0.9519 ± 0.0059,0.8756 ± 0.0072,0.7315 ± 0.0222,0.8029 ± 0.0187,0.9538 ± 0.0072,0.8885 ± 0.0056,0.8756 ± 0.0072,0.8786 ± 0.0064,0.9534 ± 0.0034
34,logistic_regression,chi2_mi_union_topk,RandomOverSampler,0.7602 ± 0.0348,0.7298 ± 0.0397,0.8821 ± 0.0168,0.7170 ± 0.0367,0.7651 ± 0.0512,0.9476 ± 0.0095,0.8965 ± 0.0105,0.8821 ± 0.0168,0.8849 ± 0.0138,0.9552 ± 0.0060,0.8909 ± 0.0078,0.7498 ± 0.0356,0.7779 ± 0.0361,0.9496 ± 0.0120,0.8969 ± 0.0064,0.8909 ± 0.0078,0.8919 ± 0.0071,0.9543 ± 0.0035
35,knn,spearman_corr,RandomOverSampler,0.6281 ± 0.0545,0.6330 ± 0.0831,0.7440 ± 0.0294,0.7374 ± 0.0844,0.6285 ± 0.0795,0.8158 ± 0.0306,0.8055 ± 0.0218,0.7440 ± 0.0294,0.7303 ± 0.0346,0.8578 ± 0.0175,0.7407 ± 0.0143,0.7514 ± 0.0596,0.6140 ± 0.0469,0.8162 ± 0.0216,0.8003 ± 0.0130,0.7407 ± 0.0143,0.7264 ± 0.0174,0.8604 ± 0.0092
36,knn,mutual_info,RandomOverSampler,0.6401 ± 0.0335,0.6496 ± 0.0641,0.7711 ± 0.0211,0.7329 ± 0.0738,0.6458 ± 0.0649,0.8166 ± 0.0303,0.8199 ± 0.0183,0.7711 ± 0.0211,0.7609 ± 0.0238,0.8708 ± 0.0099,0.7712 ± 0.0136,0.7028 ± 0.0296,0.6351 ± 0.0332,0.8374 ± 0.0163,0.8139 ± 0.0098,0.7712 ± 0.0136,0.7610 ± 0.0149,0.8789 ± 0.0111
37,knn,spearman_sulov,RandomOverSampler,0.6281 ± 0.0545,0.6330 ± 0.0831,0.7440 ± 0.0294,0.7374 ± 0.0844,0.6285 ± 0.0795,0.8158 ± 0.0306,0.8055 ± 0.0218,0.7440 ± 0.0294,0.7303 ± 0.0346,0.8578 ± 0.0175,0.7407 ± 0.0143,0.7514 ± 0.0596,0.6140 ± 0.0469,0.8162 ± 0.0216,0.8003 ± 0.0130,0.7407 ± 0.0143,0.7264 ± 0.0174,0.8604 ± 0.0092
38,knn,chi2,RandomOverSampler,0.7245 ± 0.0324,0.7075 ± 0.0392,0.8476 ± 0.0159,0.7445 ± 0.0772,0.7123 ± 0.0430,0.8557 ± 0.0331,0.8666 ± 0.0141,0.8476 ± 0.0159,0.8448 ± 0.0157,0.9094 ± 0.0112,0.8583 ± 0.0109,0.7424 ± 0.0376,0.7213 ± 0.0329,0.8787 ± 0.0171,0.8687 ± 0.0100,0.8583 ± 0.0109,0.8559 ± 0.0110,0.9183 ± 0.0077
39,knn,chi2_mi_union_topk,RandomOverSampler,0.6532 ± 0.0452,0.6600 ± 0.0595,0.7806 ± 0.0243,0.7256 ± 0.0487,0.6610 ± 0.0659,0.8330 ± 0.0302,0.8261 ± 0.0189,0.7806 ± 0.0243,0.7715 ± 0.0268,0.8748 ± 0.0177,0.7770 ± 0.0131,0.7152 ± 0.0531,0.6458 ± 0.0401,0.8247 ± 0.0157,0.8183 ± 0.0129,0.7770 ± 0.0131,0.7680 ± 0.0148,0.8747 ± 0.0096
40,gaussian_nb,spearman_corr,RandomOverSampler,0.6649 ± 0.0150,0.6802 ± 0.0556,0.8392 ± 0.0337,0.6671 ± 0.0399,0.7628 ± 0.0845,0.8706 ± 0.0667,0.8819 ± 0.0212,0.8392 ± 0.0337,0.8547 ± 0.0266,0.9238 ± 0.0167,0.8215 ± 0.0147,0.6526 ± 0.0104,0.7537 ± 0.0334,0.8649 ± 0.0246,0.8668 ± 0.0088,0.8215 ± 0.0147,0.8387 ± 0.0109,0.9173 ± 0.0032
41,gaussian_nb,mutual_info,RandomOverSampler,0.6886 ± 0.0240,0.6523 ± 0.0445,0.8176 ± 0.0280,0.6468 ± 0.0315,0.7440 ± 0.0751,0.8723 ± 0.0655,0.8740 ± 0.0180,0.8176 ± 0.0280,0.8390 ± 0.0220,0.9227 ± 0.0164,0.8292 ± 0.0165,0.6697 ± 0.0171,0.8004 ± 0.0292,0.9075 ± 0.0204,0.8737 ± 0.0095,0.8292 ± 0.0165,0.8457 ± 0.0129,0.9220 ± 0.0055
42,gaussian_nb,spearman_sulov,RandomOverSampler,0.6649 ± 0.0150,0.6802 ± 0.0556,0.8392 ± 0.0337,0.6671 ± 0.0399,0.7628 ± 0.0845,0.8706 ± 0.0667,0.8819 ± 0.0212,0.8392 ± 0.0337,0.8547 ± 0.0266,0.9238 ± 0.0167,0.8215 ± 0.0147,0.6526 ± 0.0104,0.7537 ± 0.0334,0.8649 ± 0.0246,0.8668 ± 0.0088,0.8215 ± 0.0147,0.8387 ± 0.0109,0.9173 ± 0.0032
43,gaussian_nb,chi2,RandomOverSampler,0.6401 ± 0.0189,0.6312 ± 0.0302,0.7777 ± 0.0307,0.6417 ± 0.0169,0.7874 ± 0.0475,0.9246 ± 0.0248,0.8739 ± 0.0146,0.7777 ± 0.0307,0.8072 ± 0.0233,0.9327 ± 0.0088,0.7774 ± 0.0243,0.6450 ± 0.0086,0.8017 ± 0.0155,0.9186 ± 0.0144,0.8680 ± 0.0064,0.7774 ± 0.0243,0.8059 ± 0.0195,0.9252 ± 0.0052
44,gaussian_nb,chi2_mi_union_topk,RandomOverSampler,0.6755 ± 0.0150,0.6592 ± 0.0516,0.8132 ± 0.0347,0.6538 ± 0.0342,0.7728 ± 0.0861,0.8980 ± 0.0703,0.8771 ± 0.0177,0.8132 ± 0.0347,0.8366 ± 0.0261,0.9272 ± 0.0166,0.8176 ± 0.0153,0.6611 ± 0.0106,0.7979 ± 0.0238,0.8993 ± 0.0200,0.8707 ± 0.0092,0.8176 ± 0.0153,0.8374 ± 0.0121,0.9209 ± 0.0046
