,Model,Feature_Selection,Sampler,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,SMOTE,0.6319 ± 0.0319,0.6610 ± 0.0465,0.9055 ± 0.0118,0.8037 ± 0.1753,0.6474 ± 0.0284,0.9512 ± 0.0153,0.8979 ± 0.0210,0.9055 ± 0.0118,0.8963 ± 0.0128,0.9613 ± 0.0061,0.8947 ± 0.0053,0.7635 ± 0.1767,0.6280 ± 0.0181,0.9579 ± 0.0058,0.8835 ± 0.0173,0.8947 ± 0.0053,0.8834 ± 0.0062,0.9606 ± 0.0031
11,extra_trees,mutual_info,SMOTE,0.6672 ± 0.0358,0.6605 ± 0.0431,0.9048 ± 0.0121,0.8033 ± 0.1717,0.6470 ± 0.0254,0.9555 ± 0.0067,0.8973 ± 0.0176,0.9048 ± 0.0121,0.8956 ± 0.0121,0.9613 ± 0.0065,0.8965 ± 0.0067,0.8978 ± 0.1033,0.6485 ± 0.0214,0.9597 ± 0.0055,0.8964 ± 0.0081,0.8965 ± 0.0067,0.8873 ± 0.0069,0.9618 ± 0.0035
12,extra_trees,spearman_sulov,SMOTE,0.6319 ± 0.0319,0.6610 ± 0.0465,0.9055 ± 0.0118,0.8037 ± 0.1753,0.6474 ± 0.0284,0.9512 ± 0.0153,0.8979 ± 0.0210,0.9055 ± 0.0118,0.8963 ± 0.0128,0.9613 ± 0.0061,0.8947 ± 0.0053,0.7635 ± 0.1767,0.6280 ± 0.0181,0.9579 ± 0.0058,0.8835 ± 0.0173,0.8947 ± 0.0053,0.8834 ± 0.0062,0.9606 ± 0.0031
13,extra_trees,chi2,SMOTE,0.7094 ± 0.0192,0.6875 ± 0.0373,0.8949 ± 0.0148,0.8581 ± 0.1122,0.6630 ± 0.0275,0.9522 ± 0.0103,0.8933 ± 0.0178,0.8949 ± 0.0148,0.8879 ± 0.0148,0.9570 ± 0.0065,0.8947 ± 0.0080,0.8823 ± 0.0463,0.6769 ± 0.0147,0.9598 ± 0.0063,0.8941 ± 0.0090,0.8947 ± 0.0080,0.8883 ± 0.0072,0.9580 ± 0.0044
14,extra_trees,chi2_mi_union_topk,SMOTE,0.6608 ± 0.0259,0.6669 ± 0.0429,0.9022 ± 0.0105,0.8347 ± 0.1635,0.6499 ± 0.0261,0.9517 ± 0.0134,0.8975 ± 0.0191,0.9022 ± 0.0105,0.8935 ± 0.0113,0.9599 ± 0.0078,0.8947 ± 0.0056,0.8966 ± 0.1035,0.6437 ± 0.0148,0.9578 ± 0.0053,0.8946 ± 0.0078,0.8947 ± 0.0056,0.8852 ± 0.0056,0.9615 ± 0.0026
15,xgboost,spearman_corr,SMOTE,0.7204 ± 0.0296,0.7035 ± 0.0590,0.8956 ± 0.0160,0.7800 ± 0.1062,0.6863 ± 0.0533,0.9320 ± 0.0194,0.8923 ± 0.0202,0.8956 ± 0.0160,0.8910 ± 0.0179,0.9559 ± 0.0101,0.8972 ± 0.0087,0.8137 ± 0.0680,0.6913 ± 0.0219,0.9411 ± 0.0116,0.8930 ± 0.0111,0.8972 ± 0.0087,0.8922 ± 0.0085,0.9552 ± 0.0068
16,xgboost,mutual_info,SMOTE,0.7267 ± 0.0338,0.7298 ± 0.0348,0.8952 ± 0.0126,0.8554 ± 0.0851,0.7040 ± 0.0375,0.9360 ± 0.0177,0.8960 ± 0.0135,0.8952 ± 0.0126,0.8912 ± 0.0122,0.9580 ± 0.0070,0.8956 ± 0.0137,0.8082 ± 0.0568,0.6970 ± 0.0259,0.9410 ± 0.0110,0.8913 ± 0.0147,0.8956 ± 0.0137,0.8911 ± 0.0136,0.9547 ± 0.0073
17,xgboost,spearman_sulov,SMOTE,0.7204 ± 0.0296,0.7035 ± 0.0590,0.8956 ± 0.0160,0.7800 ± 0.1062,0.6863 ± 0.0533,0.9320 ± 0.0194,0.8923 ± 0.0202,0.8956 ± 0.0160,0.8910 ± 0.0179,0.9559 ± 0.0101,0.8972 ± 0.0087,0.8137 ± 0.0680,0.6913 ± 0.0219,0.9411 ± 0.0116,0.8930 ± 0.0111,0.8972 ± 0.0087,0.8922 ± 0.0085,0.9552 ± 0.0068
18,xgboost,chi2,SMOTE,0.7382 ± 0.0393,0.7037 ± 0.0617,0.8864 ± 0.0123,0.7539 ± 0.0827,0.6842 ± 0.0495,0.9382 ± 0.0143,0.8808 ± 0.0155,0.8864 ± 0.0123,0.8819 ± 0.0132,0.9509 ± 0.0066,0.8860 ± 0.0073,0.8003 ± 0.0420,0.7094 ± 0.0338,0.9440 ± 0.0089,0.8821 ± 0.0079,0.8860 ± 0.0073,0.8825 ± 0.0073,0.9490 ± 0.0063
19,xgboost,chi2_mi_union_topk,SMOTE,0.7179 ± 0.0435,0.6990 ± 0.0604,0.8934 ± 0.0177,0.8002 ± 0.1063,0.6754 ± 0.0493,0.9329 ± 0.0156,0.8894 ± 0.0223,0.8934 ± 0.0177,0.8878 ± 0.0196,0.9551 ± 0.0078,0.8926 ± 0.0100,0.8012 ± 0.0698,0.6897 ± 0.0337,0.9405 ± 0.0101,0.8878 ± 0.0117,0.8926 ± 0.0100,0.8878 ± 0.0101,0.9542 ± 0.0051
20,adaboost,spearman_corr,SMOTE,0.7429 ± 0.0208,0.7177 ± 0.0515,0.8736 ± 0.0152,0.7284 ± 0.0547,0.7157 ± 0.0597,0.9090 ± 0.0196,0.8728 ± 0.0159,0.8736 ± 0.0152,0.8727 ± 0.0153,0.8992 ± 0.0197,0.8656 ± 0.0109,0.7837 ± 0.0529,0.7205 ± 0.0138,0.9124 ± 0.0092,0.8644 ± 0.0107,0.8656 ± 0.0109,0.8640 ± 0.0104,0.9017 ± 0.0155
21,adaboost,mutual_info,SMOTE,0.7410 ± 0.0211,0.7092 ± 0.0467,0.8648 ± 0.0239,0.7310 ± 0.0647,0.7000 ± 0.0436,0.9051 ± 0.0157,0.8657 ± 0.0220,0.8648 ± 0.0239,0.8639 ± 0.0236,0.8972 ± 0.0171,0.8676 ± 0.0063,0.7742 ± 0.0399,0.7219 ± 0.0220,0.9126 ± 0.0083,0.8665 ± 0.0063,0.8676 ± 0.0063,0.8661 ± 0.0060,0.9018 ± 0.0121
22,adaboost,spearman_sulov,SMOTE,0.7429 ± 0.0208,0.7177 ± 0.0515,0.8736 ± 0.0152,0.7284 ± 0.0547,0.7157 ± 0.0597,0.9090 ± 0.0196,0.8728 ± 0.0159,0.8736 ± 0.0152,0.8727 ± 0.0153,0.8992 ± 0.0197,0.8656 ± 0.0109,0.7837 ± 0.0529,0.7205 ± 0.0138,0.9124 ± 0.0092,0.8644 ± 0.0107,0.8656 ± 0.0109,0.8640 ± 0.0104,0.9017 ± 0.0155
23,adaboost,chi2,SMOTE,0.7551 ± 0.0283,0.7204 ± 0.0415,0.8755 ± 0.0113,0.7218 ± 0.0518,0.7267 ± 0.0505,0.9206 ± 0.0163,0.8781 ± 0.0120,0.8755 ± 0.0113,0.8757 ± 0.0110,0.9130 ± 0.0109,0.8739 ± 0.0093,0.7613 ± 0.0364,0.7514 ± 0.0284,0.9172 ± 0.0097,0.8738 ± 0.0091,0.8739 ± 0.0093,0.8737 ± 0.0092,0.9056 ± 0.0140
24,adaboost,chi2_mi_union_topk,SMOTE,0.7490 ± 0.0290,0.7093 ± 0.0330,0.8637 ± 0.0220,0.7213 ± 0.0421,0.7087 ± 0.0460,0.9074 ± 0.0155,0.8654 ± 0.0229,0.8637 ± 0.0220,0.8632 ± 0.0221,0.8973 ± 0.0146,0.8730 ± 0.0113,0.7712 ± 0.0399,0.7345 ± 0.0265,0.9131 ± 0.0083,0.8721 ± 0.0106,0.8730 ± 0.0113,0.8719 ± 0.0113,0.9019 ± 0.0117
25,svm,spearman_corr,SMOTE,0.6685 ± 0.0290,0.6771 ± 0.0453,0.8982 ± 0.0081,0.8325 ± 0.1428,0.6573 ± 0.0285,0.9448 ± 0.0115,0.8956 ± 0.0159,0.8982 ± 0.0081,0.8902 ± 0.0091,0.9567 ± 0.0067,0.9024 ± 0.0069,0.8736 ± 0.1144,0.6523 ± 0.0167,0.9510 ± 0.0099,0.9008 ± 0.0134,0.9024 ± 0.0069,0.8928 ± 0.0069,0.9586 ± 0.0037
26,svm,mutual_info,SMOTE,0.6942 ± 0.0395,0.6962 ± 0.0429,0.9026 ± 0.0080,0.9018 ± 0.1050,0.6695 ± 0.0289,0.9456 ± 0.0109,0.9047 ± 0.0110,0.9026 ± 0.0080,0.8951 ± 0.0089,0.9580 ± 0.0060,0.9027 ± 0.0037,0.8595 ± 0.0999,0.6699 ± 0.0250,0.9501 ± 0.0100,0.9002 ± 0.0079,0.9027 ± 0.0037,0.8947 ± 0.0034,0.9589 ± 0.0031
27,svm,spearman_sulov,SMOTE,0.6685 ± 0.0290,0.6771 ± 0.0453,0.8982 ± 0.0081,0.8325 ± 0.1428,0.6573 ± 0.0285,0.9448 ± 0.0115,0.8956 ± 0.0159,0.8982 ± 0.0081,0.8902 ± 0.0091,0.9567 ± 0.0067,0.9024 ± 0.0069,0.8736 ± 0.1144,0.6523 ± 0.0167,0.9510 ± 0.0099,0.9008 ± 0.0134,0.9024 ± 0.0069,0.8928 ± 0.0069,0.9586 ± 0.0037
28,svm,chi2,SMOTE,0.6787 ± 0.0314,0.6805 ± 0.0322,0.8941 ± 0.0104,0.8471 ± 0.1241,0.6593 ± 0.0212,0.9509 ± 0.0103,0.8941 ± 0.0165,0.8941 ± 0.0104,0.8868 ± 0.0102,0.9558 ± 0.0069,0.8917 ± 0.0061,0.8354 ± 0.0707,0.6570 ± 0.0205,0.9549 ± 0.0064,0.8885 ± 0.0107,0.8917 ± 0.0061,0.8837 ± 0.0063,0.9567 ± 0.0037
29,svm,chi2_mi_union_topk,SMOTE,0.6964 ± 0.0357,0.6917 ± 0.0213,0.8989 ± 0.0074,0.8726 ± 0.0798,0.6672 ± 0.0188,0.9450 ± 0.0136,0.9007 ± 0.0093,0.8989 ± 0.0074,0.8919 ± 0.0080,0.9572 ± 0.0067,0.9016 ± 0.0029,0.8539 ± 0.1003,0.6710 ± 0.0220,0.9512 ± 0.0106,0.8990 ± 0.0083,0.9016 ± 0.0029,0.8938 ± 0.0029,0.9597 ± 0.0037
30,logistic_regression,spearman_corr,SMOTE,0.7522 ± 0.0399,0.7357 ± 0.0486,0.8861 ± 0.0161,0.7329 ± 0.0485,0.7539 ± 0.0589,0.9426 ± 0.0092,0.8950 ± 0.0117,0.8861 ± 0.0161,0.8870 ± 0.0144,0.9534 ± 0.0068,0.8866 ± 0.0093,0.7482 ± 0.0410,0.7608 ± 0.0418,0.9466 ± 0.0120,0.8902 ± 0.0083,0.8866 ± 0.0093,0.8868 ± 0.0089,0.9528 ± 0.0041
31,logistic_regression,mutual_info,SMOTE,0.7598 ± 0.0317,0.7427 ± 0.0374,0.8886 ± 0.0167,0.7365 ± 0.0385,0.7647 ± 0.0496,0.9441 ± 0.0075,0.8978 ± 0.0109,0.8886 ± 0.0167,0.8897 ± 0.0145,0.9555 ± 0.0067,0.8879 ± 0.0078,0.7493 ± 0.0327,0.7775 ± 0.0359,0.9471 ± 0.0101,0.8932 ± 0.0067,0.8879 ± 0.0078,0.8887 ± 0.0073,0.9547 ± 0.0026
32,logistic_regression,spearman_sulov,SMOTE,0.7522 ± 0.0399,0.7357 ± 0.0486,0.8861 ± 0.0161,0.7329 ± 0.0485,0.7539 ± 0.0589,0.9426 ± 0.0092,0.8950 ± 0.0117,0.8861 ± 0.0161,0.8870 ± 0.0144,0.9534 ± 0.0068,0.8866 ± 0.0093,0.7482 ± 0.0410,0.7608 ± 0.0418,0.9466 ± 0.0120,0.8902 ± 0.0083,0.8866 ± 0.0093,0.8868 ± 0.0089,0.9528 ± 0.0041
33,logistic_regression,chi2,SMOTE,0.7575 ± 0.0213,0.7335 ± 0.0295,0.8751 ± 0.0160,0.7115 ± 0.0267,0.7923 ± 0.0387,0.9466 ± 0.0096,0.8955 ± 0.0115,0.8751 ± 0.0160,0.8794 ± 0.0146,0.9514 ± 0.0067,0.8766 ± 0.0072,0.7334 ± 0.0214,0.8052 ± 0.0214,0.9532 ± 0.0074,0.8892 ± 0.0050,0.8766 ± 0.0072,0.8795 ± 0.0062,0.9535 ± 0.0038
34,logistic_regression,chi2_mi_union_topk,SMOTE,0.7595 ± 0.0376,0.7302 ± 0.0367,0.8828 ± 0.0155,0.7170 ± 0.0345,0.7655 ± 0.0506,0.9462 ± 0.0087,0.8968 ± 0.0104,0.8828 ± 0.0155,0.8855 ± 0.0129,0.9549 ± 0.0067,0.8907 ± 0.0079,0.7484 ± 0.0369,0.7778 ± 0.0408,0.9492 ± 0.0110,0.8966 ± 0.0069,0.8907 ± 0.0079,0.8917 ± 0.0074,0.9544 ± 0.0032
35,knn,spearman_corr,SMOTE,0.6052 ± 0.0303,0.5873 ± 0.0286,0.7117 ± 0.0195,0.6212 ± 0.0255,0.6669 ± 0.0478,0.8475 ± 0.0300,0.8022 ± 0.0162,0.7117 ± 0.0195,0.6981 ± 0.0243,0.8572 ± 0.0166,0.7108 ± 0.0167,0.6337 ± 0.0226,0.6913 ± 0.0350,0.8694 ± 0.0213,0.8010 ± 0.0103,0.7108 ± 0.0167,0.6960 ± 0.0190,0.8641 ± 0.0096
36,knn,mutual_info,SMOTE,0.6260 ± 0.0240,0.6113 ± 0.0350,0.7421 ± 0.0218,0.6340 ± 0.0268,0.6818 ± 0.0467,0.8637 ± 0.0212,0.8172 ± 0.0172,0.7421 ± 0.0218,0.7340 ± 0.0239,0.8718 ± 0.0103,0.7461 ± 0.0140,0.6406 ± 0.0182,0.6980 ± 0.0329,0.8731 ± 0.0178,0.8163 ± 0.0105,0.7461 ± 0.0140,0.7383 ± 0.0159,0.8815 ± 0.0108
37,knn,spearman_sulov,SMOTE,0.6052 ± 0.0303,0.5873 ± 0.0286,0.7117 ± 0.0195,0.6212 ± 0.0255,0.6669 ± 0.0478,0.8475 ± 0.0300,0.8022 ± 0.0162,0.7117 ± 0.0195,0.6981 ± 0.0243,0.8572 ± 0.0166,0.7108 ± 0.0167,0.6337 ± 0.0226,0.6913 ± 0.0350,0.8694 ± 0.0213,0.8010 ± 0.0103,0.7108 ± 0.0167,0.6960 ± 0.0190,0.8641 ± 0.0096
38,knn,chi2,SMOTE,0.7203 ± 0.0334,0.6844 ± 0.0391,0.8370 ± 0.0173,0.6826 ± 0.0336,0.7191 ± 0.0520,0.8754 ± 0.0210,0.8634 ± 0.0150,0.8370 ± 0.0173,0.8365 ± 0.0167,0.9099 ± 0.0081,0.8481 ± 0.0112,0.7071 ± 0.0290,0.7586 ± 0.0418,0.9002 ± 0.0158,0.8690 ± 0.0106,0.8481 ± 0.0112,0.8487 ± 0.0114,0.9193 ± 0.0071
39,knn,chi2_mi_union_topk,SMOTE,0.6398 ± 0.0367,0.6236 ± 0.0421,0.7575 ± 0.0208,0.6398 ± 0.0337,0.6825 ± 0.0608,0.8597 ± 0.0267,0.8213 ± 0.0177,0.7575 ± 0.0208,0.7503 ± 0.0232,0.8731 ± 0.0160,0.7564 ± 0.0138,0.6517 ± 0.0299,0.7010 ± 0.0478,0.8794 ± 0.0188,0.8192 ± 0.0115,0.7564 ± 0.0138,0.7494 ± 0.0149,0.8787 ± 0.0101
40,gaussian_nb,spearman_corr,SMOTE,0.6710 ± 0.0181,0.6719 ± 0.0390,0.8462 ± 0.0283,0.6606 ± 0.0288,0.7310 ± 0.0625,0.8662 ± 0.0654,0.8796 ± 0.0197,0.8462 ± 0.0283,0.8587 ± 0.0228,0.9239 ± 0.0176,0.8369 ± 0.0094,0.6561 ± 0.0129,0.7285 ± 0.0334,0.8572 ± 0.0256,0.8661 ± 0.0083,0.8369 ± 0.0094,0.8486 ± 0.0077,0.9176 ± 0.0031
41,gaussian_nb,mutual_info,SMOTE,0.6834 ± 0.0186,0.6481 ± 0.0344,0.8304 ± 0.0274,0.6428 ± 0.0255,0.7114 ± 0.0672,0.8667 ± 0.0629,0.8725 ± 0.0167,0.8304 ± 0.0274,0.8469 ± 0.0207,0.9237 ± 0.0172,0.8395 ± 0.0099,0.6654 ± 0.0132,0.7543 ± 0.0323,0.8973 ± 0.0189,0.8706 ± 0.0081,0.8395 ± 0.0099,0.8519 ± 0.0081,0.9220 ± 0.0053
42,gaussian_nb,spearman_sulov,SMOTE,0.6710 ± 0.0181,0.6719 ± 0.0390,0.8462 ± 0.0283,0.6606 ± 0.0288,0.7310 ± 0.0625,0.8662 ± 0.0654,0.8796 ± 0.0197,0.8462 ± 0.0283,0.8587 ± 0.0228,0.9239 ± 0.0176,0.8369 ± 0.0094,0.6561 ± 0.0129,0.7285 ± 0.0334,0.8572 ± 0.0256,0.8661 ± 0.0083,0.8369 ± 0.0094,0.8486 ± 0.0077,0.9176 ± 0.0031
43,gaussian_nb,chi2,SMOTE,0.6560 ± 0.0126,0.6407 ± 0.0306,0.7905 ± 0.0311,0.6451 ± 0.0190,0.7865 ± 0.0499,0.9230 ± 0.0230,0.8749 ± 0.0156,0.7905 ± 0.0311,0.8168 ± 0.0242,0.9328 ± 0.0090,0.7950 ± 0.0143,0.6517 ± 0.0073,0.8076 ± 0.0255,0.9182 ± 0.0154,0.8698 ± 0.0053,0.7950 ± 0.0143,0.8191 ± 0.0117,0.9262 ± 0.0048
44,gaussian_nb,chi2_mi_union_topk,SMOTE,0.6810 ± 0.0166,0.6607 ± 0.0497,0.8245 ± 0.0436,0.6534 ± 0.0318,0.7438 ± 0.0831,0.8935 ± 0.0690,0.8759 ± 0.0188,0.8245 ± 0.0436,0.8440 ± 0.0327,0.9278 ± 0.0168,0.8294 ± 0.0133,0.6639 ± 0.0116,0.7756 ± 0.0262,0.8952 ± 0.0197,0.8702 ± 0.0081,0.8294 ± 0.0133,0.8452 ± 0.0101,0.9224 ± 0.0040
