,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
33,logistic_regression,chi2,0.5934 ± 0.0215,0.6048 ± 0.0419,0.7399 ± 0.0249,0.5921 ± 0.0381,0.6670 ± 0.0479,0.8924 ± 0.0155,0.7912 ± 0.0161,0.7399 ± 0.0249,0.7533 ± 0.0222,0.9185 ± 0.0117,0.7302 ± 0.0135,0.5789 ± 0.0187,0.6505 ± 0.0236,0.8843 ± 0.0085,0.7809 ± 0.0112,0.7302 ± 0.0135,0.7455 ± 0.0125,0.9139 ± 0.0057
34,logistic_regression,chi2_mi_union_topk,0.5956 ± 0.0245,0.6029 ± 0.0484,0.7527 ± 0.0232,0.5951 ± 0.0518,0.6367 ± 0.0541,0.8856 ± 0.0177,0.7859 ± 0.0185,0.7527 ± 0.0232,0.7620 ± 0.0201,0.9179 ± 0.0122,0.7456 ± 0.0119,0.5864 ± 0.0254,0.6190 ± 0.0223,0.8706 ± 0.0125,0.7747 ± 0.0108,0.7456 ± 0.0119,0.7557 ± 0.0112,0.9091 ± 0.0072
35,knn,spearman_corr,0.4496 ± 0.0232,0.4546 ± 0.0609,0.6934 ± 0.0212,0.5695 ± 0.1357,0.4468 ± 0.0415,0.7593 ± 0.0202,0.6968 ± 0.0248,0.6934 ± 0.0212,0.6599 ± 0.0246,0.8382 ± 0.0101,0.6841 ± 0.0093,0.6283 ± 0.0564,0.4402 ± 0.0152,0.7516 ± 0.0126,0.6887 ± 0.0114,0.6841 ± 0.0093,0.6490 ± 0.0091,0.8228 ± 0.0068
36,knn,mutual_info,0.4670 ± 0.0316,0.4813 ± 0.0653,0.7048 ± 0.0205,0.6054 ± 0.1347,0.4674 ± 0.0458,0.7648 ± 0.0182,0.7092 ± 0.0246,0.7048 ± 0.0205,0.6743 ± 0.0225,0.8420 ± 0.0081,0.6951 ± 0.0074,0.6388 ± 0.0596,0.4542 ± 0.0216,0.7553 ± 0.0104,0.6982 ± 0.0123,0.6951 ± 0.0074,0.6629 ± 0.0099,0.8297 ± 0.0054
37,knn,spearman_sulov,0.4496 ± 0.0232,0.4546 ± 0.0609,0.6934 ± 0.0212,0.5695 ± 0.1357,0.4468 ± 0.0415,0.7593 ± 0.0202,0.6968 ± 0.0248,0.6934 ± 0.0212,0.6599 ± 0.0246,0.8382 ± 0.0101,0.6841 ± 0.0093,0.6283 ± 0.0564,0.4402 ± 0.0152,0.7516 ± 0.0126,0.6887 ± 0.0114,0.6841 ± 0.0093,0.6490 ± 0.0091,0.8228 ± 0.0068
38,knn,chi2,0.5386 ± 0.0374,0.5454 ± 0.0677,0.7839 ± 0.0125,0.6549 ± 0.1285,0.5273 ± 0.0492,0.8164 ± 0.0212,0.7580 ± 0.0201,0.7839 ± 0.0125,0.7598 ± 0.0131,0.8852 ± 0.0139,0.7851 ± 0.0101,0.6904 ± 0.0436,0.5207 ± 0.0273,0.8089 ± 0.0131,0.7581 ± 0.0107,0.7851 ± 0.0101,0.7582 ± 0.0112,0.8790 ± 0.0086
39,knn,chi2_mi_union_topk,0.4744 ± 0.0373,0.4816 ± 0.0652,0.7179 ± 0.0195,0.5960 ± 0.1367,0.4695 ± 0.0454,0.7800 ± 0.0180,0.7123 ± 0.0288,0.7179 ± 0.0195,0.6871 ± 0.0226,0.8499 ± 0.0096,0.7101 ± 0.0090,0.6234 ± 0.0874,0.4616 ± 0.0241,0.7722 ± 0.0089,0.7002 ± 0.0173,0.7101 ± 0.0090,0.6780 ± 0.0116,0.8428 ± 0.0045
40,gaussian_nb,spearman_corr,0.5092 ± 0.0314,0.5345 ± 0.0441,0.6696 ± 0.0624,0.5485 ± 0.0296,0.6120 ± 0.0446,0.8430 ± 0.0261,0.7697 ± 0.0168,0.6696 ± 0.0624,0.6886 ± 0.0579,0.8937 ± 0.0091,0.6519 ± 0.0579,0.5266 ± 0.0157,0.5879 ± 0.0300,0.8222 ± 0.0262,0.7589 ± 0.0109,0.6519 ± 0.0579,0.6721 ± 0.0593,0.8847 ± 0.0072
41,gaussian_nb,mutual_info,0.5275 ± 0.0200,0.5379 ± 0.0566,0.6714 ± 0.0644,0.5481 ± 0.0347,0.6177 ± 0.0624,0.8493 ± 0.0316,0.7699 ± 0.0201,0.6714 ± 0.0644,0.6927 ± 0.0589,0.8972 ± 0.0115,0.6745 ± 0.0317,0.5326 ± 0.0146,0.5946 ± 0.0307,0.8287 ± 0.0246,0.7660 ± 0.0092,0.6745 ± 0.0317,0.7003 ± 0.0291,0.8879 ± 0.0058
42,gaussian_nb,spearman_sulov,0.5092 ± 0.0314,0.5345 ± 0.0441,0.6696 ± 0.0624,0.5485 ± 0.0296,0.6120 ± 0.0446,0.8430 ± 0.0261,0.7697 ± 0.0168,0.6696 ± 0.0624,0.6886 ± 0.0579,0.8937 ± 0.0091,0.6519 ± 0.0579,0.5266 ± 0.0157,0.5879 ± 0.0300,0.8222 ± 0.0262,0.7589 ± 0.0109,0.6519 ± 0.0579,0.6721 ± 0.0593,0.8847 ± 0.0072
43,gaussian_nb,chi2,0.5214 ± 0.0222,0.5334 ± 0.0569,0.6663 ± 0.0656,0.5500 ± 0.0294,0.6475 ± 0.0430,0.8746 ± 0.0236,0.7802 ± 0.0214,0.6663 ± 0.0656,0.6830 ± 0.0661,0.9093 ± 0.0094,0.6489 ± 0.0357,0.5396 ± 0.0119,0.6379 ± 0.0335,0.8632 ± 0.0181,0.7702 ± 0.0162,0.6489 ± 0.0357,0.6689 ± 0.0396,0.8999 ± 0.0071
44,gaussian_nb,chi2_mi_union_topk,0.5427 ± 0.0214,0.5587 ± 0.0382,0.6952 ± 0.0412,0.5586 ± 0.0268,0.6366 ± 0.0479,0.8685 ± 0.0237,0.7842 ± 0.0175,0.6952 ± 0.0412,0.7196 ± 0.0338,0.9053 ± 0.0105,0.6796 ± 0.0339,0.5466 ± 0.0156,0.6221 ± 0.0337,0.8506 ± 0.0212,0.7768 ± 0.0116,0.6796 ± 0.0339,0.7058 ± 0.0322,0.8966 ± 0.0063
