,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,0.4737 ± 0.0276,0.4750 ± 0.0451,0.8315 ± 0.0133,0.5661 ± 0.1681,0.4967 ± 0.0290,0.8959 ± 0.0140,0.7619 ± 0.0560,0.8315 ± 0.0133,0.7758 ± 0.0151,0.9293 ± 0.0077,0.8230 ± 0.0066,0.7127 ± 0.1992,0.4928 ± 0.0165,0.8885 ± 0.0098,0.7886 ± 0.0563,0.8230 ± 0.0066,0.7679 ± 0.0082,0.9226 ± 0.0046
11,extra_trees,mutual_info,0.4741 ± 0.0251,0.4926 ± 0.0482,0.8330 ± 0.0128,0.6711 ± 0.1846,0.5060 ± 0.0297,0.8998 ± 0.0109,0.7922 ± 0.0622,0.8330 ± 0.0128,0.7800 ± 0.0158,0.9300 ± 0.0063,0.8230 ± 0.0070,0.7436 ± 0.1638,0.4924 ± 0.0149,0.8923 ± 0.0086,0.8095 ± 0.0430,0.8230 ± 0.0070,0.7692 ± 0.0082,0.9236 ± 0.0042
12,extra_trees,spearman_sulov,0.4737 ± 0.0276,0.4750 ± 0.0451,0.8315 ± 0.0133,0.5661 ± 0.1681,0.4967 ± 0.0290,0.8959 ± 0.0140,0.7619 ± 0.0560,0.8315 ± 0.0133,0.7758 ± 0.0151,0.9293 ± 0.0077,0.8230 ± 0.0066,0.7127 ± 0.1992,0.4928 ± 0.0165,0.8885 ± 0.0098,0.7886 ± 0.0563,0.8230 ± 0.0066,0.7679 ± 0.0082,0.9226 ± 0.0046
13,extra_trees,chi2,0.5073 ± 0.0403,0.5330 ± 0.0481,0.8304 ± 0.0108,0.6951 ± 0.1439,0.5303 ± 0.0344,0.9054 ± 0.0063,0.7894 ± 0.0369,0.8304 ± 0.0108,0.7854 ± 0.0114,0.9311 ± 0.0067,0.8167 ± 0.0079,0.6730 ± 0.1076,0.5095 ± 0.0255,0.8961 ± 0.0055,0.7667 ± 0.0295,0.8167 ± 0.0079,0.7701 ± 0.0116,0.9231 ± 0.0046
14,extra_trees,chi2_mi_union_topk,0.4888 ± 0.0370,0.4887 ± 0.0616,0.8326 ± 0.0117,0.6086 ± 0.1320,0.5058 ± 0.0422,0.9018 ± 0.0107,0.7813 ± 0.0508,0.8326 ± 0.0117,0.7793 ± 0.0153,0.9312 ± 0.0091,0.8253 ± 0.0065,0.7277 ± 0.1780,0.5018 ± 0.0227,0.8984 ± 0.0057,0.7960 ± 0.0524,0.8253 ± 0.0065,0.7727 ± 0.0090,0.9266 ± 0.0042
15,xgboost,spearman_corr,0.5489 ± 0.0209,0.5459 ± 0.0583,0.8209 ± 0.0173,0.6435 ± 0.1088,0.5365 ± 0.0447,0.8881 ± 0.0170,0.7779 ± 0.0248,0.8209 ± 0.0173,0.7875 ± 0.0185,0.9257 ± 0.0067,0.8171 ± 0.0081,0.7005 ± 0.0617,0.5337 ± 0.0150,0.8764 ± 0.0131,0.7816 ± 0.0137,0.8171 ± 0.0081,0.7842 ± 0.0096,0.9168 ± 0.0045
16,xgboost,mutual_info,0.5389 ± 0.0392,0.5488 ± 0.0438,0.8223 ± 0.0111,0.6571 ± 0.1035,0.5400 ± 0.0376,0.8909 ± 0.0141,0.7836 ± 0.0161,0.8223 ± 0.0111,0.7895 ± 0.0111,0.9269 ± 0.0050,0.8093 ± 0.0103,0.6481 ± 0.0806,0.5274 ± 0.0292,0.8772 ± 0.0103,0.7708 ± 0.0120,0.8093 ± 0.0103,0.7788 ± 0.0094,0.9164 ± 0.0058
17,xgboost,spearman_sulov,0.5489 ± 0.0209,0.5459 ± 0.0583,0.8209 ± 0.0173,0.6435 ± 0.1088,0.5365 ± 0.0447,0.8881 ± 0.0170,0.7779 ± 0.0248,0.8209 ± 0.0173,0.7875 ± 0.0185,0.9257 ± 0.0067,0.8171 ± 0.0081,0.7005 ± 0.0617,0.5337 ± 0.0150,0.8764 ± 0.0131,0.7816 ± 0.0137,0.8171 ± 0.0081,0.7842 ± 0.0096,0.9168 ± 0.0045
18,xgboost,chi2,0.5855 ± 0.0291,0.6230 ± 0.0531,0.8147 ± 0.0185,0.6934 ± 0.0798,0.6002 ± 0.0475,0.8955 ± 0.0155,0.7872 ± 0.0242,0.8147 ± 0.0185,0.7947 ± 0.0201,0.9239 ± 0.0088,0.8003 ± 0.0112,0.6589 ± 0.0460,0.5625 ± 0.0230,0.8803 ± 0.0082,0.7720 ± 0.0124,0.8003 ± 0.0112,0.7801 ± 0.0106,0.9122 ± 0.0070
19,xgboost,chi2_mi_union_topk,0.5529 ± 0.0320,0.5599 ± 0.0643,0.8176 ± 0.0131,0.6177 ± 0.0928,0.5499 ± 0.0514,0.8910 ± 0.0182,0.7769 ± 0.0154,0.8176 ± 0.0131,0.7887 ± 0.0129,0.9265 ± 0.0103,0.8164 ± 0.0088,0.6758 ± 0.0770,0.5366 ± 0.0226,0.8801 ± 0.0124,0.7824 ± 0.0106,0.8164 ± 0.0088,0.7871 ± 0.0088,0.9183 ± 0.0064
20,adaboost,spearman_corr,0.5640 ± 0.0251,0.5721 ± 0.0541,0.7908 ± 0.0158,0.5993 ± 0.0624,0.5753 ± 0.0612,0.8590 ± 0.0188,0.7515 ± 0.0267,0.7908 ± 0.0158,0.7672 ± 0.0178,0.9001 ± 0.0128,0.7808 ± 0.0125,0.5935 ± 0.0398,0.5559 ± 0.0241,0.8484 ± 0.0203,0.7510 ± 0.0096,0.7808 ± 0.0125,0.7623 ± 0.0096,0.8915 ± 0.0107
21,adaboost,mutual_info,0.5732 ± 0.0242,0.5718 ± 0.0510,0.7901 ± 0.0146,0.5999 ± 0.0640,0.5735 ± 0.0553,0.8568 ± 0.0252,0.7553 ± 0.0270,0.7901 ± 0.0146,0.7686 ± 0.0175,0.8986 ± 0.0164,0.7841 ± 0.0128,0.6101 ± 0.0366,0.5606 ± 0.0203,0.8479 ± 0.0153,0.7557 ± 0.0081,0.7841 ± 0.0128,0.7660 ± 0.0090,0.8924 ± 0.0076
22,adaboost,spearman_sulov,0.5640 ± 0.0251,0.5721 ± 0.0541,0.7908 ± 0.0158,0.5993 ± 0.0624,0.5753 ± 0.0612,0.8590 ± 0.0188,0.7515 ± 0.0267,0.7908 ± 0.0158,0.7672 ± 0.0178,0.9001 ± 0.0128,0.7808 ± 0.0125,0.5935 ± 0.0398,0.5559 ± 0.0241,0.8484 ± 0.0203,0.7510 ± 0.0096,0.7808 ± 0.0125,0.7623 ± 0.0096,0.8915 ± 0.0107
23,adaboost,chi2,0.5802 ± 0.0227,0.5817 ± 0.0445,0.7864 ± 0.0168,0.5847 ± 0.0509,0.5886 ± 0.0469,0.8677 ± 0.0226,0.7585 ± 0.0155,0.7864 ± 0.0168,0.7702 ± 0.0118,0.9031 ± 0.0134,0.7792 ± 0.0135,0.5992 ± 0.0337,0.5747 ± 0.0207,0.8581 ± 0.0131,0.7522 ± 0.0120,0.7792 ± 0.0135,0.7629 ± 0.0105,0.8959 ± 0.0067
24,adaboost,chi2_mi_union_topk,0.5773 ± 0.0223,0.5812 ± 0.0595,0.7912 ± 0.0157,0.5981 ± 0.0721,0.5868 ± 0.0635,0.8652 ± 0.0167,0.7562 ± 0.0279,0.7912 ± 0.0157,0.7690 ± 0.0191,0.9020 ± 0.0087,0.7840 ± 0.0097,0.6069 ± 0.0413,0.5672 ± 0.0193,0.8505 ± 0.0180,0.7556 ± 0.0087,0.7840 ± 0.0097,0.7666 ± 0.0075,0.8925 ± 0.0085
25,svm,spearman_corr,0.4417 ± 0.0032,0.4504 ± 0.0077,0.8322 ± 0.0122,0.4907 ± 0.1183,0.4827 ± 0.0067,0.9025 ± 0.0084,0.7528 ± 0.0497,0.8322 ± 0.0122,0.7735 ± 0.0107,0.9306 ± 0.0061,0.8234 ± 0.0059,0.4118 ± 0.0030,0.4767 ± 0.0035,0.8915 ± 0.0063,0.7125 ± 0.0051,0.8234 ± 0.0059,0.7636 ± 0.0054,0.9227 ± 0.0041
26,svm,mutual_info,0.4447 ± 0.0099,0.4572 ± 0.0203,0.8333 ± 0.0104,0.4914 ± 0.1194,0.4868 ± 0.0113,0.9027 ± 0.0092,0.7458 ± 0.0444,0.8333 ± 0.0104,0.7752 ± 0.0100,0.9309 ± 0.0072,0.8228 ± 0.0066,0.4491 ± 0.0856,0.4779 ± 0.0064,0.8893 ± 0.0073,0.7205 ± 0.0215,0.8228 ± 0.0066,0.7636 ± 0.0067,0.9215 ± 0.0046
27,svm,spearman_sulov,0.4417 ± 0.0032,0.4504 ± 0.0077,0.8322 ± 0.0122,0.4907 ± 0.1183,0.4827 ± 0.0067,0.9025 ± 0.0084,0.7528 ± 0.0497,0.8322 ± 0.0122,0.7735 ± 0.0107,0.9306 ± 0.0061,0.8234 ± 0.0059,0.4118 ± 0.0030,0.4767 ± 0.0035,0.8915 ± 0.0063,0.7125 ± 0.0051,0.8234 ± 0.0059,0.7636 ± 0.0054,0.9227 ± 0.0041
28,svm,chi2,0.4632 ± 0.0306,0.4610 ± 0.0214,0.8289 ± 0.0107,0.5523 ± 0.1597,0.4867 ± 0.0112,0.9046 ± 0.0081,0.7704 ± 0.0508,0.8289 ± 0.0107,0.7738 ± 0.0097,0.9290 ± 0.0072,0.8201 ± 0.0055,0.5765 ± 0.1702,0.4861 ± 0.0176,0.8952 ± 0.0067,0.7584 ± 0.0494,0.8201 ± 0.0055,0.7653 ± 0.0078,0.9221 ± 0.0045
29,svm,chi2_mi_union_topk,0.4520 ± 0.0176,0.4518 ± 0.0072,0.8348 ± 0.0101,0.4920 ± 0.1187,0.4842 ± 0.0056,0.9058 ± 0.0101,0.7551 ± 0.0500,0.8348 ± 0.0101,0.7759 ± 0.0088,0.9321 ± 0.0083,0.8261 ± 0.0057,0.4881 ± 0.1220,0.4826 ± 0.0100,0.8954 ± 0.0075,0.7312 ± 0.0366,0.8261 ± 0.0057,0.7672 ± 0.0062,0.9245 ± 0.0050
30,logistic_regression,spearman_corr,0.5968 ± 0.0331,0.6083 ± 0.0456,0.7582 ± 0.0212,0.5999 ± 0.0447,0.6333 ± 0.0512,0.8811 ± 0.0145,0.7820 ± 0.0167,0.7582 ± 0.0212,0.7648 ± 0.0189,0.9140 ± 0.0098,0.7531 ± 0.0175,0.5942 ± 0.0300,0.6058 ± 0.0382,0.8610 ± 0.0116,0.7728 ± 0.0128,0.7531 ± 0.0175,0.7606 ± 0.0155,0.9023 ± 0.0062
31,logistic_regression,mutual_info,0.5958 ± 0.0263,0.6113 ± 0.0432,0.7619 ± 0.0239,0.6005 ± 0.0382,0.6405 ± 0.0482,0.8883 ± 0.0164,0.7884 ± 0.0143,0.7619 ± 0.0239,0.7696 ± 0.0202,0.9193 ± 0.0102,0.7476 ± 0.0131,0.5886 ± 0.0230,0.6120 ± 0.0305,0.8649 ± 0.0108,0.7723 ± 0.0092,0.7476 ± 0.0131,0.7569 ± 0.0114,0.9054 ± 0.0059
32,logistic_regression,spearman_sulov,0.5968 ± 0.0331,0.6083 ± 0.0456,0.7582 ± 0.0212,0.5999 ± 0.0447,0.6333 ± 0.0512,0.8811 ± 0.0145,0.7820 ± 0.0167,0.7582 ± 0.0212,0.7648 ± 0.0189,0.9140 ± 0.0098,0.7531 ± 0.0175,0.5942 ± 0.0300,0.6058 ± 0.0382,0.8610 ± 0.0116,0.7728 ± 0.0128,0.7531 ± 0.0175,0.7606 ± 0.0155,0.9023 ± 0.0062
33,logistic_regression,chi2,0.5981 ± 0.0208,0.6141 ± 0.0407,0.7421 ± 0.0163,0.5995 ± 0.0359,0.6676 ± 0.0530,0.8981 ± 0.0145,0.7868 ± 0.0126,0.7421 ± 0.0163,0.7549 ± 0.0149,0.9224 ± 0.0101,0.7363 ± 0.0113,0.5839 ± 0.0192,0.6454 ± 0.0234,0.8858 ± 0.0063,0.7814 ± 0.0099,0.7363 ± 0.0113,0.7507 ± 0.0105,0.9156 ± 0.0041
34,logistic_regression,chi2_mi_union_topk,0.6052 ± 0.0286,0.6101 ± 0.0352,0.7571 ± 0.0178,0.5999 ± 0.0312,0.6446 ± 0.0454,0.8908 ± 0.0166,0.7885 ± 0.0133,0.7571 ± 0.0178,0.7651 ± 0.0136,0.9197 ± 0.0119,0.7539 ± 0.0131,0.5974 ± 0.0259,0.6222 ± 0.0326,0.8763 ± 0.0109,0.7778 ± 0.0104,0.7539 ± 0.0131,0.7628 ± 0.0118,0.9115 ± 0.0064
35,knn,spearman_corr,0.4003 ± 0.0320,0.3991 ± 0.0413,0.6593 ± 0.0209,0.5172 ± 0.1304,0.4042 ± 0.0271,0.7493 ± 0.0235,0.6653 ± 0.0212,0.6593 ± 0.0209,0.6162 ± 0.0250,0.8238 ± 0.0116,0.6505 ± 0.0073,0.5897 ± 0.1380,0.4047 ± 0.0195,0.7460 ± 0.0147,0.6685 ± 0.0244,0.6505 ± 0.0073,0.6081 ± 0.0101,0.8163 ± 0.0076
36,knn,mutual_info,0.4380 ± 0.0323,0.4539 ± 0.0422,0.6919 ± 0.0186,0.6018 ± 0.1385,0.4450 ± 0.0267,0.7682 ± 0.0209,0.7036 ± 0.0196,0.6919 ± 0.0186,0.6594 ± 0.0199,0.8415 ± 0.0162,0.6763 ± 0.0118,0.6260 ± 0.1053,0.4322 ± 0.0196,0.7598 ± 0.0192,0.6844 ± 0.0178,0.6763 ± 0.0118,0.6400 ± 0.0124,0.8268 ± 0.0087
37,knn,spearman_sulov,0.4003 ± 0.0320,0.3991 ± 0.0413,0.6593 ± 0.0209,0.5172 ± 0.1304,0.4042 ± 0.0271,0.7493 ± 0.0235,0.6653 ± 0.0212,0.6593 ± 0.0209,0.6162 ± 0.0250,0.8238 ± 0.0116,0.6505 ± 0.0073,0.5897 ± 0.1380,0.4047 ± 0.0195,0.7460 ± 0.0147,0.6685 ± 0.0244,0.6505 ± 0.0073,0.6081 ± 0.0101,0.8163 ± 0.0076
38,knn,chi2,0.4990 ± 0.0257,0.4989 ± 0.0428,0.7718 ± 0.0162,0.5974 ± 0.1268,0.4909 ± 0.0288,0.8284 ± 0.0320,0.7425 ± 0.0223,0.7718 ± 0.0162,0.7426 ± 0.0158,0.8939 ± 0.0148,0.7684 ± 0.0097,0.6341 ± 0.0821,0.4899 ± 0.0174,0.8147 ± 0.0168,0.7337 ± 0.0126,0.7684 ± 0.0097,0.7354 ± 0.0090,0.8801 ± 0.0063
39,knn,chi2_mi_union_topk,0.4468 ± 0.0273,0.4417 ± 0.0414,0.6985 ± 0.0186,0.5885 ± 0.1326,0.4377 ± 0.0261,0.7686 ± 0.0247,0.6948 ± 0.0184,0.6985 ± 0.0186,0.6620 ± 0.0195,0.8431 ± 0.0145,0.6895 ± 0.0060,0.6504 ± 0.0824,0.4395 ± 0.0165,0.7674 ± 0.0130,0.6912 ± 0.0155,0.6895 ± 0.0060,0.6530 ± 0.0078,0.8346 ± 0.0073
40,gaussian_nb,spearman_corr,0.4951 ± 0.0240,0.5274 ± 0.0377,0.6637 ± 0.0504,0.5409 ± 0.0302,0.6191 ± 0.0412,0.8386 ± 0.0228,0.7687 ± 0.0148,0.6637 ± 0.0504,0.6859 ± 0.0462,0.8926 ± 0.0076,0.6392 ± 0.0466,0.5163 ± 0.0153,0.5821 ± 0.0334,0.8043 ± 0.0298,0.7561 ± 0.0129,0.6392 ± 0.0466,0.6633 ± 0.0482,0.8783 ± 0.0082
41,gaussian_nb,mutual_info,0.5094 ± 0.0245,0.5258 ± 0.0394,0.6670 ± 0.0406,0.5379 ± 0.0324,0.6199 ± 0.0475,0.8476 ± 0.0258,0.7697 ± 0.0153,0.6670 ± 0.0406,0.6911 ± 0.0365,0.8961 ± 0.0090,0.6522 ± 0.0332,0.5220 ± 0.0158,0.5964 ± 0.0308,0.8267 ± 0.0247,0.7601 ± 0.0119,0.6522 ± 0.0332,0.6795 ± 0.0326,0.8859 ± 0.0075
42,gaussian_nb,spearman_sulov,0.4951 ± 0.0240,0.5274 ± 0.0377,0.6637 ± 0.0504,0.5409 ± 0.0302,0.6191 ± 0.0412,0.8386 ± 0.0228,0.7687 ± 0.0148,0.6637 ± 0.0504,0.6859 ± 0.0462,0.8926 ± 0.0076,0.6392 ± 0.0466,0.5163 ± 0.0153,0.5821 ± 0.0334,0.8043 ± 0.0298,0.7561 ± 0.0129,0.6392 ± 0.0466,0.6633 ± 0.0482,0.8783 ± 0.0082
43,gaussian_nb,chi2,0.4739 ± 0.0220,0.4867 ± 0.0493,0.6282 ± 0.0625,0.5241 ± 0.0238,0.6394 ± 0.0443,0.8740 ± 0.0217,0.7692 ± 0.0219,0.6282 ± 0.0625,0.6432 ± 0.0663,0.9061 ± 0.0090,0.6071 ± 0.0308,0.5125 ± 0.0159,0.6186 ± 0.0311,0.8545 ± 0.0152,0.7533 ± 0.0209,0.6071 ± 0.0308,0.6246 ± 0.0387,0.8931 ± 0.0067
44,gaussian_nb,chi2_mi_union_topk,0.5205 ± 0.0214,0.5297 ± 0.0377,0.6659 ± 0.0445,0.5434 ± 0.0245,0.6494 ± 0.0505,0.8708 ± 0.0206,0.7845 ± 0.0211,0.6659 ± 0.0445,0.6926 ± 0.0424,0.9054 ± 0.0096,0.6544 ± 0.0294,0.5317 ± 0.0125,0.6229 ± 0.0284,0.8404 ± 0.0198,0.7678 ± 0.0094,0.6544 ± 0.0294,0.6828 ± 0.0294,0.8922 ± 0.0061
