,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
12,extra_trees,spearman_sulov,0.4734 ± 0.0202,0.4961 ± 0.0526,0.8443 ± 0.0110,0.6558 ± 0.0877,0.5111 ± 0.0391,0.8952 ± 0.0066,0.8280 ± 0.0257,0.8443 ± 0.0110,0.7954 ± 0.0147,0.9306 ± 0.0076,0.8280 ± 0.0065,0.6419 ± 0.1351,0.4924 ± 0.0115,0.8950 ± 0.0083,0.7934 ± 0.0373,0.8280 ± 0.0065,0.7767 ± 0.0086,0.9276 ± 0.0039
13,extra_trees,chi2,0.5198 ± 0.0326,0.5395 ± 0.0584,0.8440 ± 0.0105,0.7044 ± 0.1122,0.5379 ± 0.0466,0.8930 ± 0.0127,0.8245 ± 0.0258,0.8440 ± 0.0105,0.8026 ± 0.0123,0.9286 ± 0.0076,0.8330 ± 0.0047,0.7481 ± 0.0550,0.5197 ± 0.0197,0.8933 ± 0.0095,0.8240 ± 0.0141,0.8330 ± 0.0047,0.7883 ± 0.0074,0.9275 ± 0.0047
14,extra_trees,chi2_mi_union_topk,0.5184 ± 0.0380,0.5332 ± 0.0454,0.8370 ± 0.0133,0.6648 ± 0.0982,0.5289 ± 0.0300,0.8884 ± 0.0100,0.8043 ± 0.0255,0.8370 ± 0.0133,0.7987 ± 0.0149,0.9241 ± 0.0095,0.8291 ± 0.0082,0.6650 ± 0.1068,0.5177 ± 0.0246,0.8932 ± 0.0070,0.7980 ± 0.0237,0.8291 ± 0.0082,0.7887 ± 0.0115,0.9267 ± 0.0050
15,xgboost,spearman_corr,0.5550 ± 0.0323,0.5852 ± 0.0461,0.8311 ± 0.0130,0.6811 ± 0.0650,0.5742 ± 0.0414,0.8818 ± 0.0203,0.7968 ± 0.0196,0.8311 ± 0.0130,0.8009 ± 0.0126,0.9242 ± 0.0085,0.8170 ± 0.0094,0.6471 ± 0.0583,0.5402 ± 0.0231,0.8738 ± 0.0105,0.7805 ± 0.0149,0.8170 ± 0.0094,0.7874 ± 0.0105,0.9183 ± 0.0051
16,xgboost,mutual_info,0.5538 ± 0.0181,0.5662 ± 0.0669,0.8249 ± 0.0119,0.6294 ± 0.1103,0.5637 ± 0.0584,0.8783 ± 0.0216,0.7880 ± 0.0215,0.8249 ± 0.0119,0.7949 ± 0.0127,0.9218 ± 0.0121,0.8127 ± 0.0099,0.6297 ± 0.0360,0.5400 ± 0.0145,0.8670 ± 0.0156,0.7752 ± 0.0108,0.8127 ± 0.0099,0.7845 ± 0.0086,0.9155 ± 0.0083
17,xgboost,spearman_sulov,0.5591 ± 0.0233,0.5896 ± 0.0423,0.8322 ± 0.0110,0.6721 ± 0.0888,0.5764 ± 0.0397,0.8845 ± 0.0122,0.8010 ± 0.0187,0.8322 ± 0.0110,0.8044 ± 0.0100,0.9257 ± 0.0086,0.8181 ± 0.0119,0.6511 ± 0.0294,0.5438 ± 0.0192,0.8669 ± 0.0128,0.7827 ± 0.0160,0.8181 ± 0.0119,0.7888 ± 0.0116,0.9168 ± 0.0066
18,xgboost,chi2,0.5491 ± 0.0173,0.5514 ± 0.0567,0.8227 ± 0.0172,0.6198 ± 0.0994,0.5470 ± 0.0493,0.8748 ± 0.0194,0.7853 ± 0.0262,0.8227 ± 0.0172,0.7926 ± 0.0181,0.9186 ± 0.0102,0.8134 ± 0.0087,0.6184 ± 0.0337,0.5362 ± 0.0131,0.8689 ± 0.0118,0.7774 ± 0.0105,0.8134 ± 0.0087,0.7864 ± 0.0084,0.9157 ± 0.0076
19,xgboost,chi2_mi_union_topk,0.5564 ± 0.0310,0.5790 ± 0.0434,0.8183 ± 0.0164,0.6337 ± 0.0457,0.5710 ± 0.0416,0.8625 ± 0.0169,0.7857 ± 0.0146,0.8183 ± 0.0164,0.7934 ± 0.0131,0.9103 ± 0.0095,0.8057 ± 0.0132,0.6095 ± 0.0425,0.5434 ± 0.0258,0.8580 ± 0.0158,0.7734 ± 0.0156,0.8057 ± 0.0132,0.7829 ± 0.0132,0.9086 ± 0.0081
20,adaboost,spearman_corr,0.5499 ± 0.0218,0.5582 ± 0.0490,0.7960 ± 0.0142,0.5965 ± 0.0720,0.5533 ± 0.0476,0.8567 ± 0.0096,0.7663 ± 0.0221,0.7960 ± 0.0142,0.7762 ± 0.0140,0.9040 ± 0.0084,0.7726 ± 0.0127,0.5770 ± 0.0383,0.5396 ± 0.0198,0.8485 ± 0.0084,0.7521 ± 0.0117,0.7726 ± 0.0127,0.7605 ± 0.0110,0.8968 ± 0.0059
21,adaboost,mutual_info,0.5630 ± 0.0305,0.5786 ± 0.0617,0.8015 ± 0.0191,0.6119 ± 0.0676,0.5736 ± 0.0643,0.8568 ± 0.0161,0.7745 ± 0.0229,0.8015 ± 0.0191,0.7837 ± 0.0184,0.9055 ± 0.0123,0.7770 ± 0.0092,0.5918 ± 0.0445,0.5514 ± 0.0282,0.8518 ± 0.0062,0.7570 ± 0.0102,0.7770 ± 0.0092,0.7652 ± 0.0088,0.8979 ± 0.0029
22,adaboost,spearman_sulov,0.5469 ± 0.0198,0.5621 ± 0.0469,0.7945 ± 0.0244,0.6101 ± 0.0665,0.5543 ± 0.0446,0.8577 ± 0.0176,0.7667 ± 0.0189,0.7945 ± 0.0244,0.7756 ± 0.0191,0.9062 ± 0.0104,0.7737 ± 0.0138,0.5812 ± 0.0405,0.5369 ± 0.0218,0.8479 ± 0.0097,0.7517 ± 0.0120,0.7737 ± 0.0138,0.7602 ± 0.0120,0.8956 ± 0.0057
23,adaboost,chi2,0.5601 ± 0.0281,0.5784 ± 0.0573,0.7960 ± 0.0208,0.6072 ± 0.0638,0.5757 ± 0.0599,0.8568 ± 0.0104,0.7710 ± 0.0218,0.7960 ± 0.0208,0.7791 ± 0.0198,0.9059 ± 0.0087,0.7803 ± 0.0112,0.5867 ± 0.0450,0.5499 ± 0.0220,0.8494 ± 0.0074,0.7567 ± 0.0138,0.7803 ± 0.0112,0.7664 ± 0.0114,0.8971 ± 0.0057
24,adaboost,chi2_mi_union_topk,0.5647 ± 0.0281,0.5588 ± 0.0282,0.7949 ± 0.0128,0.5941 ± 0.0591,0.5545 ± 0.0280,0.8492 ± 0.0181,0.7585 ± 0.0108,0.7949 ± 0.0128,0.7727 ± 0.0083,0.9016 ± 0.0116,0.7781 ± 0.0116,0.5891 ± 0.0361,0.5556 ± 0.0276,0.8510 ± 0.0073,0.7557 ± 0.0152,0.7781 ± 0.0116,0.7648 ± 0.0132,0.8984 ± 0.0067
25,svm,spearman_corr,0.4422 ± 0.0035,0.4481 ± 0.0049,0.8297 ± 0.0067,0.4530 ± 0.0822,0.4806 ± 0.0033,0.8861 ± 0.0078,0.7361 ± 0.0335,0.8297 ± 0.0067,0.7717 ± 0.0050,0.9241 ± 0.0049,0.8223 ± 0.0043,0.4246 ± 0.0399,0.4762 ± 0.0028,0.8836 ± 0.0050,0.7185 ± 0.0180,0.8223 ± 0.0043,0.7637 ± 0.0043,0.9195 ± 0.0043
26,svm,mutual_info,0.4505 ± 0.0061,0.4605 ± 0.0143,0.8370 ± 0.0087,0.5354 ± 0.1125,0.4887 ± 0.0087,0.8882 ± 0.0096,0.7767 ± 0.0519,0.8370 ± 0.0087,0.7812 ± 0.0104,0.9251 ± 0.0071,0.8255 ± 0.0045,0.5228 ± 0.0882,0.4809 ± 0.0037,0.8848 ± 0.0041,0.7637 ± 0.0387,0.8255 ± 0.0045,0.7692 ± 0.0044,0.9200 ± 0.0040
27,svm,spearman_sulov,0.4474 ± 0.0073,0.4519 ± 0.0102,0.8333 ± 0.0105,0.4804 ± 0.1080,0.4835 ± 0.0079,0.8862 ± 0.0057,0.7515 ± 0.0502,0.8333 ± 0.0105,0.7762 ± 0.0099,0.9241 ± 0.0048,0.8244 ± 0.0057,0.4749 ± 0.0697,0.4791 ± 0.0049,0.8852 ± 0.0043,0.7423 ± 0.0320,0.8244 ± 0.0057,0.7674 ± 0.0063,0.9204 ± 0.0041
28,svm,chi2,0.4501 ± 0.0072,0.4562 ± 0.0155,0.8344 ± 0.0099,0.4968 ± 0.1107,0.4859 ± 0.0096,0.8877 ± 0.0075,0.7582 ± 0.0519,0.8344 ± 0.0099,0.7779 ± 0.0114,0.9248 ± 0.0052,0.8247 ± 0.0049,0.5136 ± 0.0825,0.4804 ± 0.0046,0.8834 ± 0.0044,0.7592 ± 0.0372,0.8247 ± 0.0049,0.7684 ± 0.0056,0.9193 ± 0.0036
29,svm,chi2_mi_union_topk,0.4567 ± 0.0077,0.4614 ± 0.0155,0.8330 ± 0.0112,0.5545 ± 0.1133,0.4876 ± 0.0101,0.8818 ± 0.0097,0.7828 ± 0.0530,0.8330 ± 0.0112,0.7786 ± 0.0124,0.9214 ± 0.0090,0.8288 ± 0.0042,0.5377 ± 0.0699,0.4847 ± 0.0042,0.8761 ± 0.0060,0.7722 ± 0.0309,0.8288 ± 0.0042,0.7738 ± 0.0047,0.9162 ± 0.0044
30,logistic_regression,spearman_corr,0.5460 ± 0.0170,0.5536 ± 0.0367,0.7385 ± 0.0292,0.5474 ± 0.0300,0.5816 ± 0.0471,0.8634 ± 0.0191,0.7711 ± 0.0177,0.7385 ± 0.0292,0.7487 ± 0.0249,0.9086 ± 0.0112,0.7302 ± 0.0087,0.5416 ± 0.0135,0.5611 ± 0.0213,0.8591 ± 0.0104,0.7619 ± 0.0067,0.7302 ± 0.0087,0.7426 ± 0.0077,0.9034 ± 0.0068
31,logistic_regression,mutual_info,0.5565 ± 0.0155,0.5547 ± 0.0440,0.7366 ± 0.0261,0.5494 ± 0.0393,0.5778 ± 0.0517,0.8597 ± 0.0141,0.7675 ± 0.0182,0.7366 ± 0.0261,0.7474 ± 0.0202,0.9049 ± 0.0123,0.7374 ± 0.0077,0.5512 ± 0.0153,0.5711 ± 0.0170,0.8580 ± 0.0106,0.7659 ± 0.0087,0.7374 ± 0.0077,0.7490 ± 0.0078,0.9003 ± 0.0076
32,logistic_regression,spearman_sulov,0.5483 ± 0.0165,0.5623 ± 0.0388,0.7425 ± 0.0273,0.5560 ± 0.0349,0.5856 ± 0.0416,0.8594 ± 0.0160,0.7736 ± 0.0165,0.7425 ± 0.0273,0.7534 ± 0.0224,0.9065 ± 0.0125,0.7319 ± 0.0076,0.5434 ± 0.0145,0.5636 ± 0.0198,0.8564 ± 0.0105,0.7642 ± 0.0082,0.7319 ± 0.0076,0.7449 ± 0.0077,0.9017 ± 0.0075
33,logistic_regression,chi2,0.5555 ± 0.0193,0.5636 ± 0.0376,0.7403 ± 0.0234,0.5586 ± 0.0333,0.5863 ± 0.0468,0.8561 ± 0.0169,0.7721 ± 0.0181,0.7403 ± 0.0234,0.7517 ± 0.0200,0.9028 ± 0.0108,0.7336 ± 0.0072,0.5510 ± 0.0184,0.5691 ± 0.0208,0.8565 ± 0.0119,0.7641 ± 0.0091,0.7336 ± 0.0072,0.7462 ± 0.0079,0.9001 ± 0.0072
34,logistic_regression,chi2_mi_union_topk,0.5576 ± 0.0217,0.5721 ± 0.0329,0.7436 ± 0.0297,0.5662 ± 0.0268,0.6047 ± 0.0392,0.8688 ± 0.0133,0.7860 ± 0.0160,0.7436 ± 0.0297,0.7573 ± 0.0235,0.9106 ± 0.0114,0.7327 ± 0.0109,0.5512 ± 0.0195,0.5866 ± 0.0246,0.8669 ± 0.0089,0.7776 ± 0.0106,0.7327 ± 0.0109,0.7493 ± 0.0102,0.9084 ± 0.0061
35,knn,spearman_corr,0.4447 ± 0.0221,0.4560 ± 0.0289,0.7630 ± 0.0123,0.4818 ± 0.0590,0.4639 ± 0.0192,0.7868 ± 0.0193,0.7160 ± 0.0169,0.7630 ± 0.0123,0.7275 ± 0.0138,0.8761 ± 0.0110,0.7550 ± 0.0111,0.5113 ± 0.1031,0.4542 ± 0.0150,0.7778 ± 0.0122,0.7061 ± 0.0183,0.7550 ± 0.0111,0.7172 ± 0.0121,0.8739 ± 0.0075
36,knn,mutual_info,0.5109 ± 0.0375,0.5194 ± 0.0545,0.7868 ± 0.0102,0.5824 ± 0.1105,0.5113 ± 0.0382,0.8089 ± 0.0219,0.7541 ± 0.0169,0.7868 ± 0.0102,0.7610 ± 0.0102,0.8931 ± 0.0102,0.7813 ± 0.0095,0.6332 ± 0.0922,0.5011 ± 0.0254,0.8007 ± 0.0122,0.7490 ± 0.0199,0.7813 ± 0.0095,0.7527 ± 0.0133,0.8881 ± 0.0063
37,knn,spearman_sulov,0.4594 ± 0.0276,0.4704 ± 0.0385,0.7685 ± 0.0066,0.5231 ± 0.1026,0.4733 ± 0.0245,0.7958 ± 0.0197,0.7237 ± 0.0157,0.7685 ± 0.0066,0.7333 ± 0.0091,0.8845 ± 0.0100,0.7649 ± 0.0076,0.5432 ± 0.1245,0.4659 ± 0.0172,0.7825 ± 0.0125,0.7213 ± 0.0221,0.7649 ± 0.0076,0.7294 ± 0.0109,0.8793 ± 0.0070
38,knn,chi2,0.5005 ± 0.0347,0.5118 ± 0.0517,0.7810 ± 0.0093,0.5769 ± 0.1137,0.5062 ± 0.0381,0.8090 ± 0.0199,0.7458 ± 0.0232,0.7810 ± 0.0093,0.7533 ± 0.0127,0.8915 ± 0.0123,0.7799 ± 0.0101,0.5990 ± 0.0910,0.4947 ± 0.0234,0.8010 ± 0.0143,0.7416 ± 0.0156,0.7799 ± 0.0101,0.7486 ± 0.0108,0.8876 ± 0.0062
39,knn,chi2_mi_union_topk,0.5099 ± 0.0354,0.5030 ± 0.0407,0.8062 ± 0.0145,0.5447 ± 0.0981,0.5052 ± 0.0291,0.8076 ± 0.0187,0.7609 ± 0.0234,0.8062 ± 0.0145,0.7742 ± 0.0176,0.8937 ± 0.0110,0.7987 ± 0.0108,0.5857 ± 0.1038,0.5062 ± 0.0236,0.7991 ± 0.0117,0.7597 ± 0.0206,0.7987 ± 0.0108,0.7692 ± 0.0126,0.8901 ± 0.0080
40,gaussian_nb,spearman_corr,0.4362 ± 0.0142,0.4341 ± 0.0439,0.5853 ± 0.0393,0.4983 ± 0.0350,0.5962 ± 0.0504,0.8455 ± 0.0320,0.7480 ± 0.0413,0.5853 ± 0.0393,0.5859 ± 0.0468,0.8950 ± 0.0119,0.5783 ± 0.0125,0.5033 ± 0.0157,0.5855 ± 0.0221,0.8228 ± 0.0154,0.7562 ± 0.0212,0.5783 ± 0.0125,0.5872 ± 0.0150,0.8845 ± 0.0073
41,gaussian_nb,mutual_info,0.5154 ± 0.0281,0.5187 ± 0.0318,0.6623 ± 0.0345,0.5370 ± 0.0254,0.6404 ± 0.0423,0.8531 ± 0.0276,0.7750 ± 0.0230,0.6623 ± 0.0345,0.6777 ± 0.0354,0.8966 ± 0.0118,0.6550 ± 0.0297,0.5277 ± 0.0183,0.6096 ± 0.0339,0.8355 ± 0.0150,0.7611 ± 0.0143,0.6550 ± 0.0297,0.6771 ± 0.0308,0.8859 ± 0.0062
42,gaussian_nb,spearman_sulov,0.4270 ± 0.0158,0.4314 ± 0.0354,0.5824 ± 0.0324,0.5006 ± 0.0310,0.6002 ± 0.0417,0.8451 ± 0.0333,0.7518 ± 0.0410,0.5824 ± 0.0324,0.5805 ± 0.0409,0.8949 ± 0.0134,0.5682 ± 0.0148,0.4977 ± 0.0145,0.5849 ± 0.0255,0.8237 ± 0.0158,0.7471 ± 0.0201,0.5682 ± 0.0148,0.5718 ± 0.0177,0.8847 ± 0.0069
43,gaussian_nb,chi2,0.5100 ± 0.0250,0.5135 ± 0.0328,0.6557 ± 0.0277,0.5333 ± 0.0275,0.6298 ± 0.0481,0.8488 ± 0.0296,0.7701 ± 0.0236,0.6557 ± 0.0277,0.6718 ± 0.0285,0.8939 ± 0.0129,0.6434 ± 0.0267,0.5294 ± 0.0164,0.6174 ± 0.0298,0.8326 ± 0.0137,0.7644 ± 0.0167,0.6434 ± 0.0267,0.6655 ± 0.0284,0.8851 ± 0.0065
44,gaussian_nb,chi2_mi_union_topk,0.5410 ± 0.0179,0.5397 ± 0.0203,0.6963 ± 0.0158,0.5471 ± 0.0224,0.6443 ± 0.0477,0.8786 ± 0.0120,0.7915 ± 0.0230,0.6963 ± 0.0158,0.7186 ± 0.0147,0.9100 ± 0.0113,0.6830 ± 0.0137,0.5451 ± 0.0139,0.6335 ± 0.0221,0.8714 ± 0.0051,0.7821 ± 0.0107,0.6830 ± 0.0137,0.7099 ± 0.0131,0.9029 ± 0.0048
